"artifactName","fullQualifiedPackageName","packageName","instability","instabilityTypes","instabilityInterfaces","instabilityPackages","instabilityArtifacts","p.outgoingDependenciesIncludingSubpackages","p.incomingDependenciesIncludingSubpackages","p.outgoingDependentTypesIncludingSubpackages","p.incomingDependentTypesIncludingSubpackages","p.outgoingDependentInterfacesIncludingSubpackages","p.incomingDependentInterfacesIncludingSubpackages","p.outgoingDependentPackagesIncludingSubpackages","p.incomingDependentPackagesIncludingSubpackages","p.outgoingDependentArtifactsIncludingSubpackages","p.incomingDependentArtifactsIncludingSubpackages","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Java_Including_Subpackages.cypher"
"axon-common-5.0.2","org.axonframework.common.jdbc","jdbc",0.25,0.26666666666666666,0,0.5,0,5,15,4,11,0,0,4,4,0,2,""
"axon-common-5.0.2","org.axonframework.common.property","property",0.25,0.4,0,0.25,0,2,6,2,3,0,0,1,3,0,1,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","util",0.25,0.3333333333333333,0,0.5,0,1,3,1,2,0,0,1,1,0,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling","commandhandling",0.2629382303839733,0.5333333333333333,0.5272727272727272,0.4117647058823529,0.25,315,883,72,63,29,26,14,20,2,6,""
"axon-modelling-5.0.2","org.axonframework.modelling.repository","repository",0.26666666666666666,0.3333333333333333,0.5,0.4,0.5,24,66,7,14,5,5,4,6,1,1,""
"axon-common-5.0.2","org.axonframework.common.tx","tx",0.2727272727272727,0.2727272727272727,0.5,0.2857142857142857,0,3,8,3,8,1,1,2,5,0,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.conversion","conversion",0.3076923076923077,0.2727272727272727,0.5,0.3125,0.3333333333333333,8,18,6,16,1,1,5,11,2,4,""
"axon-update-5.0.2","org.axonframework.update.api","api",0.3157894736842105,0.16666666666666666,0.5,0.3333333333333333,0,6,13,1,5,1,1,1,2,0,0,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.actuator","actuator",0.3333333333333333,0.5,0,0.5,0,1,2,1,1,0,0,1,1,0,0,""
"axon-test-5.0.2","org.axonframework.test.server","server",0.3333333333333333,0.3333333333333333,0,0.5,0,1,2,1,2,0,0,1,1,0,0,""
"axon-common-5.0.2","org.axonframework.common.jpa","jpa",0.38461538461538464,0.3333333333333333,0,0.5,0,5,8,4,8,0,0,4,4,0,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.39344262295081966,0.4523809523809524,0.5,0.47058823529411764,0.5,48,74,19,23,5,5,8,9,1,1,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","util",0.4,0.4166666666666667,1,0.5,1,6,9,5,7,1,0,3,3,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork.transaction","transaction",0.4117647058823529,0.42857142857142855,0,0.375,0.3333333333333333,7,10,6,8,0,0,3,5,1,2,""
"axon-update-5.0.2","org.axonframework.update.configuration","configuration",0.46153846153846156,0.125,1,0.25,0,6,7,1,7,1,0,1,3,0,1,""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.child","child",0.46938775510204084,0.5151515151515151,0.5,0.8,1,46,52,17,16,7,7,8,2,2,0,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util.jpa","jpa",0.5,0.5,0,0.5,0,1,1,1,1,0,0,1,1,0,0,""
"axon-update-5.0.2","org.axonframework.update.common","common",0.5,0.5,0,0.5,0,1,1,1,1,0,0,1,1,0,0,""
"axon-update-5.0.2","org.axonframework.update.detection","detection",0.5,0.4,0,0.5,0.5,5,5,2,3,0,0,2,2,1,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","queryhandling",0.5295109612141653,0.6822429906542056,0.5588235294117647,0.5,0.2857142857142857,314,279,73,34,19,15,12,12,2,5,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.5696465696465697,0.719626168224299,0.4782608695652174,0.6333333333333333,0.3333333333333333,274,207,77,30,11,12,19,11,2,4,""
"axon-test-5.0.2","org.axonframework.test.matchers","matchers",0.5789473684210527,0.6363636363636364,0,0.8333333333333334,1,11,8,7,4,0,0,5,1,2,0,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.actuator.axonserver","axonserver",0.6,0.6666666666666666,0,0.6666666666666666,1,3,2,2,1,0,0,2,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing","processing",0.6138790035587188,0.7169811320754716,0.5,0.6296296296296297,0.2857142857142857,345,217,76,30,13,13,17,10,2,5,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.correlation","correlation",0.64,0.6923076923076923,0.5,0.5,0.5,16,9,9,4,1,1,3,3,1,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.configuration","configuration",0.6573033707865169,0.8297872340425532,0.5384615384615384,0.8095238095238095,0.5,117,61,39,8,7,6,17,4,1,1,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service","service",0.6666666666666666,0.5,0,0.5,0,2,1,1,1,0,0,1,1,0,0,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service.connection","connection",0.6666666666666666,0.5,0,0.5,0,2,1,1,1,0,0,1,1,0,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.configuration.reflection","reflection",0.6666666666666666,0.6,0,0.375,0.5,12,6,9,6,0,0,3,5,1,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.monitoring","monitoring",0.6923076923076923,0.6341463414634146,0.5,0.5714285714285714,0.3333333333333333,81,36,26,15,2,2,8,6,1,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.sequencing","sequencing",0.7142857142857143,0.625,0,0.7,1,25,10,10,6,0,0,7,3,1,0,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","eventstore",0.7158671586715867,0.75,0.5384615384615384,0.7391304347826086,0.5,194,77,57,19,7,6,17,6,3,3,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",0.7272727272727273,0.5625,0,0.7272727272727273,0.5,48,18,18,14,0,0,8,3,2,2,""
"axon-update-5.0.2","org.axonframework.update","update",0.7647058823529411,0.5833333333333334,1,0.6,0,26,8,7,5,2,0,3,2,0,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.timeout","timeout",0.7931034482758621,0.8095238095238095,0,0.7777777777777778,1,23,6,17,4,0,0,7,2,1,0,""
"axon-conversion-5.0.2","org.axonframework.conversion.json","json",0.8,0.6666666666666666,0,0.6,0.5,12,3,6,3,0,0,3,2,1,1,""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","avro",0.8235294117647058,0.8888888888888888,1,0.8,1,14,3,8,1,1,0,4,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.distributed","distributed",0.8333333333333334,0.8518518518518519,0.5,0.75,0.5,45,9,23,4,2,2,9,3,1,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception.annotation","annotation",0.8363636363636363,0.7931034482758621,0,0.5,0.5,46,9,23,6,0,0,5,5,1,1,""
"axon-modelling-5.0.2","org.axonframework.modelling","modelling",0.8373626373626374,0.8354430379746836,0.5348837209302325,0.8260869565217391,0.6666666666666666,381,74,66,13,23,20,19,4,2,1,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing","eventsourcing",0.8414322250639387,0.868421052631579,0.7,0.8888888888888888,0.6,329,62,99,15,14,6,32,4,3,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.gateway","gateway",0.8461538461538461,0.8,1,0.75,1,22,4,12,3,1,0,6,2,1,0,""
"axon-modelling-5.0.2","org.axonframework.modelling.entity","entity",0.8571428571428571,0.8392857142857143,0.55,0.8095238095238095,0.75,270,45,47,9,11,9,17,4,3,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.distributed","distributed",0.8591549295774648,0.8484848484848485,0.5,0.75,0.5,61,10,28,5,2,2,9,3,1,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.gateway","gateway",0.8717948717948718,0.8421052631578947,0.6666666666666666,0.7777777777777778,1,34,5,16,3,2,1,7,2,2,0,""
"axon-modelling-5.0.2","org.axonframework.modelling.configuration","configuration",0.8767123287671232,0.8787878787878788,0.6,0.9,1,64,9,29,4,6,4,9,1,2,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception","interception",0.8829787234042553,0.7678571428571429,0,0.55,0.25,166,22,43,13,0,0,11,9,1,3,""
"axon-modelling-5.0.2","org.axonframework.modelling.annotation","annotation",0.8867924528301887,0.8648648648648649,0,0.7647058823529411,0.6666666666666666,47,6,32,5,0,0,13,4,2,1,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","command",0.8888888888888888,0.9285714285714286,0,0.9090909090909091,1,32,4,26,2,0,0,10,1,2,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.annotation","annotation",0.8983050847457628,0.8571428571428571,0.5,0.7058823529411765,0.5,53,6,36,6,1,1,12,5,1,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.gateway","gateway",0.9,0.9411764705882353,0,0.8333333333333334,1,18,2,16,1,0,0,5,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",0.9090909090909091,0.9375,0,0.8888888888888888,1,20,2,15,1,0,0,8,1,2,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.monitoring.interception","interception",0.9090909090909091,0.9375,0,0.8571428571428571,0,50,5,15,1,0,0,6,1,0,0,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.annotation","annotation",0.9122807017543859,0.9259259259259259,0,0.875,1,52,5,25,2,0,0,14,2,3,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.9166666666666666,0.9,0,0.8333333333333334,1,11,1,9,1,0,0,5,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.monitoring.configuration","configuration",0.92,0.8636363636363636,0,0.8,1,46,4,19,3,0,0,8,2,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.configuration","configuration",0.925,0.8636363636363636,0.75,0.7,0.3333333333333333,37,3,19,3,3,1,7,3,1,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.configuration","configuration",0.925,0.8636363636363636,0.75,0.7,0.3333333333333333,37,3,19,3,3,1,7,3,1,2,""
"axon-test-5.0.2","org.axonframework.test.util","util",0.9259259259259259,0.9411764705882353,1,0.875,1,25,2,16,1,1,0,7,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.926829268292683,0.9148936170212766,0.5,0.8666666666666667,0.5,76,6,43,4,2,2,13,2,1,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.interception","interception",0.9310344827586207,0.8571428571428571,0,0.7142857142857143,1,27,2,12,2,0,0,5,2,1,0,""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","annotation",0.9322916666666666,0.9245283018867925,0.5555555555555556,0.8571428571428571,0.75,179,13,49,4,5,4,18,3,3,1,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.retry","retry",0.9333333333333333,0.9090909090909091,0.5,0.8,1,28,2,10,1,1,1,4,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.configuration","configuration",0.9345794392523364,0.9166666666666666,0,0.7941176470588235,0.5,100,7,77,7,0,0,27,7,2,2,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.query","query",0.9375,0.9411764705882353,0,0.9090909090909091,1,60,4,32,2,0,0,10,1,2,0,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.9431818181818182,0.9636363636363636,0,0.9444444444444444,1,83,5,53,2,0,0,17,1,3,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.annotation","annotation",0.9523809523809523,0.9375,0.5,0.8333333333333334,1,40,2,30,2,1,1,10,2,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.annotation","annotation",0.958904109589041,0.926829268292683,0.5,0.8125,0.5,70,3,38,3,1,1,13,3,1,1,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.annotation.reflection","reflection",0.9696969696969697,0.9473684210526315,0,0.9090909090909091,1,32,1,18,1,0,0,10,1,2,0,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","connector",0.9730769230769231,0.9553571428571429,1,0.8888888888888888,1,253,7,107,5,2,0,24,3,3,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.replay","replay",0.9743589743589743,0.9545454545454546,0,0.8888888888888888,1,38,1,21,1,0,0,8,1,2,0,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.9787234042553191,0.9583333333333334,0,0.875,1,46,1,23,1,0,0,7,1,2,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.interception","interception",0.9791666666666666,0.9473684210526315,0,0.8333333333333334,1,47,1,18,1,0,0,5,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.9829787234042553,0.9733333333333334,0.5,0.95,1,231,4,73,2,2,2,19,1,1,0,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.interception","interception",0.984375,0.95,0,0.8333333333333334,1,63,1,19,1,0,0,5,1,1,0,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","event",0.9861111111111112,0.9833333333333333,0,0.9444444444444444,1,142,2,59,1,0,0,17,1,3,0,""
"axon-test-5.0.2","org.axonframework.test","test",0.9876543209876543,0.9574468085106383,1,0.9333333333333333,1,160,2,45,2,9,0,14,1,2,0,""
