"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
0.1,9,"org.axonframework.modelling.entity.child.FieldChildEntityFieldDefinition,org.axonframework.modelling.configuration.EntityModule,org.axonframework.messaging.core.conversion.MessageConverter,org.axonframework.messaging.core.MessageStream$Entry,org.axonframework.messaging.tracing.Span,org.axonframework.messaging.core.annotation.HandlerTypeResolver,io.axoniq.framework.axonserver.connector.configuration.AxonServerConfigurationEnhancer,org.axonframework.common.jdbc.PersistenceExceptionResolver,org.axonframework.common.annotation.PriorityAnnotationComparator",""
0.09,4,"org.axonframework.messaging.monitoring.MessageMonitor$MonitorCallback,org.axonframework.messaging.core.Context$ResourceKey,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStore,org.axonframework.common.configuration.ComponentRegistry",""
0.08,7,"org.axonframework.conversion.Converter,org.axonframework.test.matchers.Matchers,org.axonframework.messaging.queryhandling.QueryMessage,org.axonframework.messaging.core.MessageTypeResolver,org.axonframework.messaging.core.Metadata,org.axonframework.common.AxonConfigurationException,org.axonframework.common.ObjectUtils",""
0.07,10,"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule,org.axonframework.conversion.ConversionException,org.axonframework.messaging.core.annotation.ParameterResolver,org.axonframework.messaging.core.annotation.MessageHandler,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken,org.axonframework.common.ReflectionUtils,org.axonframework.common.annotation.AnnotationUtils",""
0.06,6,"org.axonframework.messaging.commandhandling.CommandMessage,org.axonframework.messaging.core.annotation.ParameterResolverFactory,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.configuration.MessagingConfigurationDefaults,io.axoniq.framework.axonserver.connector.shared.ExceptionFactory,org.axonframework.common.AxonException",""
0.05,6,"org.axonframework.messaging.core.MessageStream,org.axonframework.common.Assert,org.axonframework.common.Registration,org.axonframework.common.FutureUtils,org.axonframework.common.infra.DescribableComponent,org.axonframework.common.configuration.Configuration",""
0.04,1,"org.axonframework.messaging.core.annotation.Message",""
0.03,3,"org.axonframework.messaging.core.Message,org.axonframework.messaging.eventhandling.EventMessage,org.axonframework.common.BuilderUtils",""
0.02,2,"org.axonframework.conversion.ContentTypeConverter,org.axonframework.messaging.core.unitofwork.ProcessingContext",""
0.01,2,"org.axonframework.common.annotation.Internal,org.axonframework.common.infra.ComponentDescriptor",""
0,159,"org.axonframework.eventsourcing.annotation.reflection.EntityCreator,org.axonframework.eventsourcing.annotation.reflection.InjectEntityId,org.axonframework.eventsourcing.annotation.EventSourcingHandler,org.axonframework.eventsourcing.annotation.EventCriteriaBuilder,org.axonframework.eventsourcing.eventstore.StartPosition,org.axonframework.eventsourcing.EntityMissingAfterFirstEventException,org.axonframework.eventsourcing.EntityMissingAfterLoadOrCreateException,org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver$TagResolutionException,org.axonframework.eventsourcing.eventstore.EventStoreException",""
