"artifactName","artifactTypes","numberOfExternalPackages","numberOfTypes","numberOfTypesPercentage","nameOfTypes","Source Cypher File: domains/external-dependencies/queries/External_package_usage_per_type_distribution_with_annotations.cypher"
"axon-messaging-5.1.2",633,2,5,0.7898894154818326,"org.axonframework.messaging.queryhandling.annotation.MethodQueryHandlerDefinition$MethodQueryHandlingMember,org.axonframework.messaging.core.FluxMessageStream,org.axonframework.messaging.core.FluxUtils,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore,org.axonframework.messaging.queryhandling.gateway.QueryGateway",""
"axon-messaging-5.1.2",633,3,1,0.1579778830963665,"org.axonframework.messaging.queryhandling.gateway.DefaultQueryGateway",""
"axon-metrics-micrometer-5.1.2",19,1,15,78.94736842105263,"org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$1,org.axonframework.extension.metrics.micrometer.springboot.package-info,org.axonframework.extension.metrics.micrometer.CapacityMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.extension.metrics.micrometer.reservoir.package-info,org.axonframework.extension.metrics.micrometer.springboot.MetricsProperties,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.package-info,org.axonframework.extension.metrics.micrometer.CapacityMonitor$1,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder,org.axonframework.extension.metrics.micrometer.reservoir.SlidingTimeWindowReservoir,org.axonframework.extension.metrics.micrometer.TagsUtil,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor$1",""
"axon-metrics-micrometer-5.1.2",19,2,1,5.2631578947368425,"org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer",""
"axon-metrics-micrometer-5.1.2",19,7,1,5.2631578947368425,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-modelling-5.1.2",99,1,9,9.090909090909092,"org.axonframework.modelling.entity.child.package-info,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel,org.axonframework.modelling.package-info,org.axonframework.modelling.entity.annotation.package-info,org.axonframework.modelling.repository.package-info,org.axonframework.modelling.configuration.package-info,org.axonframework.modelling.annotation.package-info,org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.entity.package-info",""
"axon-server-connector-5.1.2",79,1,31,39.24050632911393,"io.axoniq.framework.axonserver.connector.util.PriorityTaskSchedulers,io.axoniq.framework.axonserver.connector.shared.MetadataConverter,io.axoniq.framework.axonserver.connector.shared.ExceptionFactory,io.axoniq.framework.axonserver.connector.shared.package-info,io.axoniq.framework.axonserver.connector.api.AxonServerException,io.axoniq.framework.axonserver.connector.api.query.AxonServerRemoteQueryHandlingException,io.axoniq.framework.axonserver.connector.api.query.AxonServerNonTransientRemoteQueryHandlingException,io.axoniq.framework.axonserver.connector.configuration.TopologyChange$1,io.axoniq.framework.axonserver.connector.api.command.AxonServerNonTransientRemoteCommandHandlingException,io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration,io.axoniq.framework.axonserver.connector.api.query.AxonServerQueryDispatchException,io.axoniq.framework.axonserver.connector.api.query.package-info,io.axoniq.framework.axonserver.connector.shared.MetadataConverter$1,io.axoniq.framework.axonserver.connector.snapshot.package-info,io.axoniq.framework.axonserver.connector.util.ProcessingInstructionUtils,io.axoniq.framework.axonserver.connector.event.package-info,io.axoniq.framework.axonserver.connector.util.UpstreamAwareStreamObserver,io.axoniq.framework.axonserver.connector.query.package-info,io.axoniq.framework.axonserver.connector.api.command.AxonServerCommandDispatchException,io.axoniq.framework.axonserver.connector.api.package-info,io.axoniq.framework.axonserver.connector.shared.GrpcExceptionParser,io.axoniq.framework.axonserver.connector.command.package-info,io.axoniq.framework.axonserver.connector.api.command.package-info,io.axoniq.framework.axonserver.connector.query.AbstractQueryResponseMessageStream,io.axoniq.framework.axonserver.connector.api.command.AxonServerRemoteCommandHandlingException,io.axoniq.framework.axonserver.connector.configuration.ManagedChannelCustomizer,io.axoniq.framework.axonserver.connector.util.package-info,io.axoniq.framework.axonserver.connector.configuration.TopologyChange,io.axoniq.framework.axonserver.connector.configuration.package-info,io.axoniq.framework.axonserver.connector.event.EventProcessorInfoUtils,io.axoniq.framework.axonserver.connector.configuration.TopologyChangeListener",""
"axon-server-connector-5.1.2",79,2,11,13.924050632911394,"io.axoniq.framework.axonserver.connector.event.AxonServerMessageStream,io.axoniq.framework.axonserver.connector.shared.ExceptionConverter,io.axoniq.framework.axonserver.connector.event.ConditionConverter,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler,io.axoniq.framework.axonserver.connector.query.FlowControlledResponseSender,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor,io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager,io.axoniq.framework.axonserver.connector.query.QueryUpdateMessageStream,io.axoniq.framework.axonserver.connector.query.QueryResponseMessageStream,io.axoniq.framework.axonserver.connector.event.TaggedEventConverter",""
"axon-server-connector-5.1.2",79,3,9,11.39240506329114,"io.axoniq.framework.axonserver.connector.event.StreamingEventMessageStream,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,io.axoniq.framework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1,io.axoniq.framework.axonserver.connector.query.QueryConverter,io.axoniq.framework.axonserver.connector.event.SourcingEventMessageStream,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback,io.axoniq.framework.axonserver.connector.command.CommandConverter",""
"axon-server-connector-5.1.2",79,4,4,5.063291139240507,"io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector,io.axoniq.framework.axonserver.connector.configuration.AxonServerConfigurationEnhancer",""
"axon-server-connector-5.1.2",79,5,4,5.063291139240507,"io.axoniq.framework.axonserver.connector.event.EventProcessorControlService,io.axoniq.framework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,io.axoniq.framework.axonserver.connector.snapshot.AxonServerSnapshotStore,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector",""
"axon-server-connector-5.1.2",79,6,1,1.2658227848101267,"io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager$Builder",""
"axon-test-5.1.2",79,1,26,32.911392405063296,"org.axonframework.test.matchers.EmptyCollectionMatcher,org.axonframework.test.util.package-info,org.axonframework.test.fixture.CommandValidator,org.axonframework.test.matchers.NullOrVoidMatcher,org.axonframework.test.matchers.PayloadsMatcher,org.axonframework.test.extension.package-info,org.axonframework.test.matchers.ExactClassMatcher,org.axonframework.test.matchers.ListWithAllOfMatcher,org.axonframework.test.matchers.Matchers,org.axonframework.test.fixture.AxonTestThenCommand,org.axonframework.test.fixture.Reporter,org.axonframework.test.matchers.ExactSequenceMatcher,org.axonframework.test.matchers.MapStringEntryMatcher,org.axonframework.test.fixture.AxonTestThenEvent,org.axonframework.test.fixture.package-info,org.axonframework.test.matchers.package-info,org.axonframework.test.matchers.EqualsMatcher,org.axonframework.test.matchers.ListWithAnyOfMatcher,org.axonframework.test.matchers.ListMatcher,org.axonframework.test.matchers.PredicateMatcher,org.axonframework.test.matchers.PayloadMatcher,org.axonframework.test.package-info,org.axonframework.test.extension.AxonFrameworkExtension,org.axonframework.test.util.DescriptionUtils,org.axonframework.test.matchers.MapStringEntryMatcher$Matching,org.axonframework.test.matchers.SequenceMatcher",""
"axon-test-5.1.2",79,2,1,1.2658227848101267,"org.axonframework.test.matchers.DeepEqualsMatcher",""
"axon-test-5.1.2",79,3,1,1.2658227848101267,"org.axonframework.test.fixture.AxonTestThenMessage",""
"axon-tracing-opentelemetry-5.1.2",6,1,3,50,"org.axonframework.extension.tracing.opentelemetry.MetadataContextSetter,org.axonframework.extension.tracing.opentelemetry.package-info,org.axonframework.extension.tracing.opentelemetry.MetadataContextGetter",""
"axon-tracing-opentelemetry-5.1.2",6,3,3,50,"org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpan",""
"axon-update-5.1.2",28,1,12,42.85714285714286,"org.axonframework.update.detection.MachineId,org.axonframework.update.configuration.PropertyFileUsagePropertyProvider,org.axonframework.update.UpdateCheckerConfigurationEnhancer,org.axonframework.update.LoggingUpdateCheckerReporter,org.axonframework.update.UpdateChecker,org.axonframework.update.configuration.package-info,org.axonframework.update.UpdateCheckerHttpClient,org.axonframework.update.package-info,org.axonframework.update.detection.AxonVersionDetector,org.axonframework.update.common.package-info,org.axonframework.update.api.package-info,org.axonframework.update.detection.package-info",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,1,13,50,"io.axoniq.framework.springboot.autoconfig.PostgresqlAutoConfiguration$1,io.axoniq.framework.springboot.actuator.package-info,io.axoniq.framework.springboot.TagsConfigurationProperties,io.axoniq.framework.springboot.actuator.axonserver.AxonServerHealthIndicator,io.axoniq.framework.springboot.autoconfig.package-info,io.axoniq.framework.springboot.service.connection.AxonServerConnectionDetails,io.axoniq.framework.springboot.PostgresqlProperties,io.axoniq.framework.springboot.actuator.HealthStatus,io.axoniq.framework.springboot.service.connection.package-info,io.axoniq.framework.springboot.actuator.axonserver.package-info,io.axoniq.framework.springboot.actuator.axonserver.AxonServerStatusAggregator,io.axoniq.framework.springboot.DeadLetterQueueProcessorProperties,io.axoniq.framework.springboot.package-info",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,2,1,3.8461538461538463,"io.axoniq.framework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,3,1,3.8461538461538463,"io.axoniq.framework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,4,2,7.6923076923076925,"io.axoniq.framework.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory,io.axoniq.framework.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,5,2,7.6923076923076925,"io.axoniq.framework.springboot.autoconfig.DeadLetterQueueAutoConfiguration,io.axoniq.framework.springboot.autoconfig.PostgresqlAutoConfiguration",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,6,1,3.8461538461538463,"io.axoniq.framework.springboot.autoconfig.JdbcDeadLetterQueueAutoConfiguration",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,8,1,3.8461538461538463,"io.axoniq.framework.springboot.autoconfig.JpaDeadLetterQueueAutoConfiguration",""
"axoniq-spring-boot-autoconfigure-5.1.2",26,11,1,3.8461538461538463,"io.axoniq.framework.springboot.autoconfig.AxonServerAutoConfiguration",""
