"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-tracing-opentelemetry-5.0.2.jar",9,1,""
"axon-tracing-opentelemetry-5.0.2.jar",12,1,""
"axon-update-5.0.2.jar",1,88,""
"axon-update-5.0.2.jar",2,10,""
"axon-update-5.0.2.jar",3,6,""
"axon-update-5.0.2.jar",4,10,""
"axon-update-5.0.2.jar",5,8,""
"axon-update-5.0.2.jar",6,8,""
"axon-update-5.0.2.jar",7,2,""
"axon-update-5.0.2.jar",8,2,""
"axon-update-5.0.2.jar",9,4,""
"axon-update-5.0.2.jar",10,2,""
"axon-update-5.0.2.jar",12,1,""
"axon-update-5.0.2.jar",13,3,""
"axon-update-5.0.2.jar",14,2,""
"axon-update-5.0.2.jar",16,1,""
"axon-update-5.0.2.jar",17,2,""
"axon-update-5.0.2.jar",18,1,""
"axon-update-5.0.2.jar",21,2,""
"axon-update-5.0.2.jar",24,1,""
"axon-update-5.0.2.jar",41,1,""
