"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: domains/git-history/queries/statistics/List_git_file_directories_with_commit_statistics.cypher"
"react-router-7.18.1/integration/helpers/vite-plugin-cloudflare-template/public","public","react-router-7.18.1/integration/helpers/vite-plugin-cloudflare-template","vite-plugin-cloudflare-template","Matt Brophy","Mark Dalgleish","Jacob Ebey",4,1,18,"2025-02-24","2025-02-24","2025-03-06",508,517,517,"f8b1a47883109f968702ff272a370070577ca2ed","react-router-7.18.1/integration/helpers/vite-plugin-cloudflare-template/public/favicon.ico",5,1,""
"react-router-7.18.1/integration/helpers/vite-plugin-cloudflare-template/workers","workers","react-router-7.18.1/integration/helpers/vite-plugin-cloudflare-template","vite-plugin-cloudflare-template","Matt Brophy","Mark Dalgleish",,2,1,12,"2025-02-24","2025-07-24","2025-07-24",368,517,367,"f77ca631ab6016e138716edf785c20d70b2855df","react-router-7.18.1/integration/helpers/vite-plugin-cloudflare-template/workers/app.ts",5,1,""
"react-router-7.18.1/integration/rsc","rsc","react-router-7.18.1/integration","integration","Matt Brophy","Jacob Ebey","Mark Dalgleish",4,4,58,"2026-03-25","2026-06-11","2026-06-11",46,123,45,"fd0763ec07fae56373141b767fd07062274bcf3b","react-router-7.18.1/integration/rsc/utils.ts",3,1,""
"react-router-7.18.1/jest","jest","react-router-7.18.1","react-router-7.18.1","Matt Brophy","Mark Dalgleish","Jacob Ebey",5,2,28,"2024-03-22","2025-07-24","2025-07-24",368,856,367,"fde69511bbfddf5a04e00d8c8bb9a7702a32b9bf","react-router-7.18.1/jest/transform.js",2,1,""
"react-router-7.18.1/packages","packages","react-router-7.18.1","react-router-7.18.1","Matt Brophy","github-actions[bot]","Michael Jackson",270,449,3522,"2026-06-15","2026-06-29","2026-06-29",28,41,27,"fff84b5f20f35c347c9d6313dfc603db0eac6e19","react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/utils.ts",2,1,""
"react-router-7.18.1/packages/create-react-router","create-react-router","react-router-7.18.1/packages","packages","Matt Brophy","github-actions[bot]","Pedro Cattori",10,38,247,"2026-04-13","2026-06-29","2026-06-29",28,104,27,"ff50507a7db5e0e5b6fc36b7f5e73c10b722b21c","react-router-7.18.1/packages/create-react-router/utils.ts",3,1,""
"react-router-7.18.1/packages/create-react-router/.changes",".changes","react-router-7.18.1/packages/create-react-router","create-react-router","Matt Brophy",,,1,1,2,"2026-04-13","2026-04-13","2026-04-13",105,104,104,"f6d126809e88cc97fe206eae673f12ebbf2ed18c","react-router-7.18.1/packages/create-react-router/.changes/.gitkeep",4,1,""
"react-router-7.18.1/packages/create-react-router/__tests__","__tests__","react-router-7.18.1/packages/create-react-router","create-react-router","Matt Brophy","Michael Jackson","Mark Dalgleish",7,20,28,"2024-11-22","2026-03-23","2026-03-23",126,611,125,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.18.1/packages/create-react-router/__tests__/setupAfterEnv.ts",4,1,""
"react-router-7.18.1/packages/create-react-router/__tests__/fixtures","fixtures","react-router-7.18.1/packages/create-react-router/__tests__","__tests__","Michael Jackson","Mark Dalgleish","Pedro Cattori",4,15,12,"2024-11-22","2024-12-20","2024-12-20",584,611,583,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.18.1/packages/create-react-router/__tests__/fixtures/with-ignored-dir/package.json",5,1,""
"react-router-7.18.1/packages/create-react-router/__tests__/fixtures/basic","basic","react-router-7.18.1/packages/create-react-router/__tests__/fixtures","fixtures","Michael Jackson","Mark Dalgleish","Matt Brophy",4,9,8,"2024-10-31","2024-12-20","2024-12-20",584,634,583,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.18.1/packages/create-react-router/__tests__/fixtures/basic/vite.config.ts",6,1,""
"react-router-7.18.1/packages/create-react-router/__tests__/fixtures/basic/app","app","react-router-7.18.1/packages/create-react-router/__tests__/fixtures/basic","basic","Michael Jackson","Mark Dalgleish",,2,3,5,"2024-10-31","2024-11-19","2024-11-22",612,634,614,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.18.1/packages/create-react-router/__tests__/fixtures/basic/app/routes/home.tsx",7,1,""
