"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: domains/graph-algorithms/queries/community-detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command",5,6,62,2,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot",15,19,54,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation",9,7,52,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",6,18,45,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.retry",6,13,45,2,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.util",6,12,45,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",11,78,44,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",11,18,44,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing",11,3,44,2,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot",14,19,28,2,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",13,40,13,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring",7,6,165,3,""
"axon-common-5.0.3","org.axonframework.common",4,31,125,3,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector",4,27,125,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",4,22,125,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",4,18,125,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation",4,11,125,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation",4,11,125,3,""
"axon-test-5.0.3","org.axonframework.test.util",2,11,99,3,""
"axon-common-5.0.3","org.axonframework.common.util",2,6,99,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.tracing",2,5,99,3,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",3,40,92,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",3,22,92,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring",3,6,92,3,""
"axon-common-5.0.3","org.axonframework.common.jpa",10,4,79,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation",0,17,73,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation",1,17,63,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation",1,11,63,3,""
"axon-test-5.0.3","org.axonframework.test",1,4,63,3,""
"axon-test-5.0.3","org.axonframework.test.extension",1,4,63,3,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",5,40,62,3,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event",5,14,62,3,""
"axon-common-5.0.3","org.axonframework.common.lifecycle",5,4,62,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.tracing",9,12,52,3,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command",6,6,45,3,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",14,40,28,3,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot",13,19,13,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",7,78,165,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",7,51,165,4,""
"axon-common-5.0.3","org.axonframework.common",7,31,165,4,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation",7,10,165,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.correlation",7,6,165,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.sequencing",4,11,125,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.tracing",4,6,125,4,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event",8,14,106,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation",8,7,106,4,""
"axon-modelling-5.0.3","org.axonframework.modelling",2,16,99,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.distributed",2,10,99,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.interception",2,6,99,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation",3,17,92,4,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing",3,6,92,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork.transaction",3,5,92,4,""
"axon-common-5.0.3","org.axonframework.common",10,31,79,4,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation",1,10,63,4,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.query",5,11,62,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",9,18,52,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation",9,11,52,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.sequencing",9,11,52,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay.annotation",9,10,52,4,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.query",6,11,45,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",11,12,44,4,""
"axon-metrics-micrometer-5.0.3","org.axonframework.extension.metrics.micrometer",4,11,125,5,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event",12,14,78,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay.annotation",1,10,63,5,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation.reflection",1,6,63,5,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.util",5,12,62,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",5,12,62,5,""
"axon-common-5.0.3","org.axonframework.common",6,31,45,5,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector",6,27,45,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled",11,24,44,5,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot",11,19,44,5,""
"axon-metrics-micrometer-5.0.3","org.axonframework.extension.metrics.micrometer",7,11,165,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.tracing",4,7,125,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",3,78,92,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",0,18,73,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.distributed",5,10,62,6,""
"axon-conversion-5.0.3","org.axonframework.conversion",15,9,54,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation",9,17,52,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation",9,11,52,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",6,78,45,6,""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation",7,10,165,7,""
"axon-test-5.0.3","org.axonframework.test.util",4,11,125,7,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",3,51,92,7,""
"axon-modelling-5.0.3","org.axonframework.modelling",3,16,92,7,""
"axon-common-5.0.3","org.axonframework.common.jdbc",10,11,79,7,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token",10,8,79,7,""
"axon-common-5.0.3","org.axonframework.common.infra",6,8,45,7,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",1,51,63,8,""
"axon-messaging-5.0.3","org.axonframework.messaging.tracing",4,12,125,9,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore",3,44,92,9,""
"axon-common-5.0.3","org.axonframework.common",1,31,63,9,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.retry",8,13,106,10,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore.jpa",12,12,78,10,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",2,18,99,11,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",11,14,44,12,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.configuration",7,14,165,13,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity.child",2,14,99,13,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",8,22,106,14,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",3,15,92,14,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventstreaming",12,16,78,14,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",9,51,52,14,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",4,51,125,16,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity.annotation",2,18,99,16,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception",7,21,165,18,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",4,78,125,18,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled",10,24,79,18,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector",5,27,62,18,""
"axon-test-5.0.3","org.axonframework.test.matchers",0,23,73,20,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",15,40,54,21,""
"axon-test-5.0.3","org.axonframework.test.fixture",0,32,73,30,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore",12,44,78,33,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",8,78,106,39,""
"axon-common-5.0.3","org.axonframework.common.configuration",7,46,165,43,""
