"projectName","fullQualifiedModuleName","moduleName","instability","instabilityAbstractTypes","instabilityModules","instabilityPackages","module.outgoingDependencies","module.incomingDependencies","module.outgoingDependentAbstractTypes","module.incomingDependentAbstractTypes","module.outgoingDependentModules","module.incomingDependentModules","module.outgoingDependentPackages","module.incomingDependentPackages","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Typescript.cypher"
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/package.json","package",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/routes.ts","routes",0,0,0,0,0,9,0,3,0,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/rsc-types.d.ts","rsc-types",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/typegen/context.ts","context",0,0,0,0,0,3,0,2,0,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/typegen/params.ts","params",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/typegen/route.ts","route",0,0,0,0,0,2,0,0,0,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite.ts","vite",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/cache.ts","cache",0,0,0,0,0,3,0,2,0,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/cloudflare.ts","cloudflare",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/combine-urls.ts","combine-urls",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/ssr-externals.ts","ssr-externals",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/virtual-module.ts","virtual-module",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router-dom","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dom/index.ts","react-router-dom",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-express/index.ts","react-router-express",0,0,0,0,0,3,0,2,0,1,0,1,""
"react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-express/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-fs-routes/manifest.ts","manifest",0,0,0,0,0,3,0,2,0,2,0,1,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-fs-routes/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-node/index.ts","react-router-node",0,0,0,0,0,2,0,1,0,1,0,1,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-node/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-remix-routes-option-adapter/defineRoutes.ts","defineRoutes",0,0,0,0,0,2,0,1,0,1,0,1,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-remix-routes-option-adapter/index.ts","react-router-remix-routes-option-adapter",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-remix-routes-option-adapter/manifest.ts","manifest",0,0,0,0,0,4,0,3,0,2,0,1,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-remix-routes-option-adapter/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-serve","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-serve/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/dom-export.ts","dom-export",0,0,0,0,0,19,0,19,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/dom.ts","dom",0,0,0,0,0,6,0,5,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/global.ts","global",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/data.ts","data",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/entry.ts","entry",0,0,0,0,0,11,0,11,0,8,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/errors.ts","errors",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/invariant.ts","invariant",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/markup.ts","markup",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/errors.ts","errors",0,0,0,0,0,2,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/href.ts","href",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/history.ts","history",0,0,0,0,0,35,0,16,0,10,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/instrumentation.ts","instrumentation",0,0,0,0,0,14,0,11,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/links.ts","links",0,0,0,0,0,6,0,6,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/utils.ts","utils",0,0,0,0,0,165,0,98,0,20,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/rsc/html-stream/browser.ts","browser",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/rsc/html-stream/server.ts","server",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/rsc/route-modules.ts","route-modules",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/build.ts","build",0,0,0,0,0,11,0,11,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/crypto.ts","crypto",0,0,0,0,0,2,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/data.ts","data",0,0,0,0,0,7,0,6,0,7,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/entry.ts","entry",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/errors.ts","errors",0,0,0,0,0,5,0,0,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/invariant.ts","invariant",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/mode.ts","mode",0,0,0,0,0,5,0,0,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/routeMatching.ts","routeMatching",0,0,0,0,0,2,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/server.ts","server",0,0,0,0,0,4,0,3,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/serverHandoff.ts","serverHandoff",0,0,0,0,0,2,0,1,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/warnings.ts","warnings",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/future.ts","future",0,0,0,0,0,3,0,3,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/internal.ts","internal",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/params.ts","params",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/register.ts","register",0,0,0,0,0,1,0,1,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/route-data.ts","route-data",0,0,0,0,0,6,0,6,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/route-module-annotations.ts","route-module-annotations",0,0,0,0,0,1,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/route-module.ts","route-module",0,0,0,0,0,3,0,3,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/serializes-to.ts","serializes-to",0,0,0,0,0,1,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/types/utils.ts","utils",0,0,0,0,0,1,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/vendor/turbo-stream-v2/flatten.ts","flatten",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/vendor/turbo-stream-v2/turbo-stream.ts","turbo-stream",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/vendor/turbo-stream-v2/unflatten.ts","unflatten",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/vendor/turbo-stream-v2/utils.ts","utils",0,0,0,0,0,46,0,5,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/router.ts","router",0.018867924528301886,0,0.07692307692307693,0,1,52,0,33,1,12,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/index.ts","react-router",0.034759358288770054,0,0.10526315789473684,0,13,361,0,240,4,34,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/index-react-server.ts","react-router",0.03508771929824561,0,0.05,0,4,110,0,53,1,19,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/babel.ts","babel",0.1111111111111111,0,0.125,0,1,8,0,0,1,7,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/cookies.ts","cookies",0.17391304347826086,0,0.3333333333333333,0,4,19,0,11,2,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/routeModules.ts","routeModules",0.18181818181818182,0,0.16666666666666666,0,6,27,0,26,2,10,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/vite.ts","vite",0.25,0,0.2857142857142857,0,5,15,0,0,4,10,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/headers.ts","headers",0.25,0,0.25,0,1,3,0,0,1,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/index-react-server-client.ts","react-router",0.3076923076923077,0,0.3333333333333333,0,4,9,0,0,1,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/context.ts","context",0.32432432432432434,0,0.25,0,12,25,0,16,2,6,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/has-dependency.ts","has-dependency",0.3333333333333333,0,0.3333333333333333,0,1,2,0,0,1,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/rsc/server.rsc.ts","server",0.3333333333333333,0,0.5555555555555556,0,19,38,0,32,5,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/dev.ts","dev",0.3333333333333333,0,0.25,0,2,4,0,0,1,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/sessions/memoryStorage.ts","memoryStorage",0.3333333333333333,0,0.3333333333333333,0,1,2,0,0,1,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/single-fetch.ts","single-fetch",0.4444444444444444,0,0.5,0,4,5,0,0,1,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/utils.ts","utils",0.4461538461538462,0,0.55,0,29,36,0,0,11,9,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/cli/detectPackageManager.ts","detectPackageManager",0.5,0,0.5,0,1,1,0,0,1,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/sessions/cookieStorage.ts","cookieStorage",0.5,0,0.3333333333333333,0,2,2,0,0,1,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/config/routes.ts","routes",0.5283018867924528,0,0.2857142857142857,0,28,25,0,16,4,10,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/has-rsc-plugin.ts","has-rsc-plugin",0.6,0,0.5,0,3,2,0,0,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/optimize-deps-entries.ts","optimize-deps-entries",0.6,0,0.5,0,3,2,0,0,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/plugins/validate-plugin-order.ts","validate-plugin-order",0.6,0,0.3333333333333333,0,3,2,0,0,1,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/resolve-relative-route-file-path.ts","resolve-relative-route-file-path",0.6,0,0.5,0,3,2,0,0,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/rsc/virtual-route-modules.ts","virtual-route-modules",0.6,0,0.75,0,6,4,0,0,3,1,0,1,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-fs-routes/normalizeSlashes.ts","normalizeSlashes",0.6,0,0.5,0,3,2,0,0,2,2,0,1,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-node/server.ts","server",0.6,0,0.6666666666666666,0,3,2,0,1,2,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/routes.ts","routes",0.6,0,0.3333333333333333,0,9,6,0,4,2,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/fog-of-war.ts","fog-of-war",0.625,0,0.5,0,5,3,0,0,2,2,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/prompts-prompt-base.ts","prompts-prompt-base",0.6363636363636364,0,0.6,0,14,8,0,4,6,4,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/profiler.ts","profiler",0.6428571428571429,0,0.7142857142857143,0,9,5,0,0,5,2,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/prompt.ts","prompt",0.6666666666666666,0,0.5,0,2,1,0,0,1,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/prompts-select.ts","prompts-select",0.6666666666666666,0,0.6,0,6,3,0,2,3,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/load-dotenv.ts","load-dotenv",0.6666666666666666,0,0.6,0,4,2,0,0,3,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/config/config.ts","config",0.6981132075471698,0,0.64,0,37,16,0,7,16,9,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/config/is-react-router-repo.ts","is-react-router-repo",0.7142857142857143,0,0.5,0,5,2,0,0,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/typegen/index.ts","typegen",0.7142857142857143,0,0.5714285714285714,0,10,4,0,0,4,3,0,1,""
