"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"org.reactivestreams",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,9.090909090909092,5.974025974025975,5.974025974025974,4.407938376227829,17,4,13,8.5,8.5,6.363961030678928,1.5662650602409638,2.7210884353741496,2.1436767478075565,2.1436767478075565,0.816583439629412,"axon-messaging-4.12.2,axon-server-connector-4.12.2",""
"reactor.core",2,5,2,3,2.5,2.5,0.7071067811865476,2.857142857142857,27.272727272727273,15.064935064935066,15.064935064935066,17.264425306892328,28,10,18,14,14,5.656854249492381,2.1686746987951806,6.802721088435374,4.485697893615277,4.485697893615278,3.2767656264476184,"axon-messaging-4.12.2,axon-server-connector-4.12.2",""
"AggregateEventPublisherImpl",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.12.2",""
"WeakValue",1,1,1,1,1,1,0,100,100,100,100,0,1,1,1,1,1,0,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,0,"axon-disruptor-4.12.2",""
"com.codahale",1,1,1,1,1,1,0,10,10,10,10,0,1,1,1,1,1,0,1.098901098901099,1.098901098901099,1.098901098901099,1.098901098901099,0,"axon-spring-boot-autoconfigure-4.12.2",""
"com.lmax",1,1,1,1,1,1,0,100,100,100,100,0,7,7,7,7,7,0,31.81818181818182,31.81818181818182,31.81818181818182,31.81818181818182,0,"axon-disruptor-4.12.2",""
"io.grpc",1,5,5,5,5,5,0,45.45454545454546,45.45454545454546,45.45454545454546,45.45454545454546,0,21,21,21,21,21,0,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,0,"axon-server-connector-4.12.2",""
"io.micrometer",1,1,1,1,1,1,0,10,10,10,10,0,1,1,1,1,1,0,1.098901098901099,1.098901098901099,1.098901098901099,1.098901098901099,0,"axon-spring-boot-autoconfigure-4.12.2",""
"io.opentelemetry",1,1,1,1,1,1,0,100,100,100,100,0,5,5,5,5,5,0,100,100,100,100,0,"axon-tracing-opentelemetry-4.12.2",""
"jakarta.validation",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.2",""
"javax.cache",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.2",""
"javax.validation",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.2",""
"net.sf",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.2",""
"nu.xom",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.2",""
"org.axonframework",1,2,2,2,2,2,0,20,20,20,20,0,10,10,10,10,10,0,10.989010989010989,10.989010989010989,10.989010989010989,10.989010989010989,0,"axon-spring-boot-autoconfigure-4.12.2",""
"org.dom4j",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.2",""
"org.ehcache",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.2",""
"org.hamcrest",1,5,5,5,5,5,0,62.5,62.5,62.5,62.5,0,27,27,27,27,27,0,31.034482758620687,31.034482758620687,31.034482758620687,31.034482758620687,0,"axon-test-4.12.2",""
"org.junit",1,2,2,2,2,2,0,25,25,25,25,0,4,4,4,4,4,0,4.597701149425287,4.597701149425287,4.597701149425287,4.597701149425287,0,"axon-test-4.12.2",""
"org.quartz",1,2,2,2,2,2,0,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,0,9,9,9,9,9,0,1.0843373493975903,1.0843373493975903,1.0843373493975903,1.0843373493975903,0,"axon-messaging-4.12.2",""
"org.springframework",1,6,6,6,6,6,0,60,60,60,60,0,29,29,29,29,29,0,31.868131868131872,31.868131868131872,31.868131868131872,31.868131868131872,0,"axon-spring-boot-autoconfigure-4.12.2",""
"org.testcontainers",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,3,3,3,3,3,0,3.4482758620689653,3.4482758620689653,3.4482758620689653,3.4482758620689653,0,"axon-test-4.12.2",""
"reactor.util",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,4,4,4,4,4,0,0.4819277108433735,0.4819277108433735,0.4819277108433735,0.4819277108433735,0,"axon-messaging-4.12.2",""
