"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"nu.xom",1,3,5,15,121,1516,"Builder,ParsingException,Document",""
"org.apache.avro.generic",1,6,7,26,121,1516,"GenericRecord,GenericData,GenericDatumReader",""
"org.apache.avro.specific",1,2,4,16,121,1516,"SpecificData,SpecificRecordBase",""
"org.axonframework.metrics",1,1,2,8,121,1516,"MetricsConfigurerModule,GlobalMetricRegistry",""
"org.axonframework.micrometer",1,1,2,10,121,1516,"GlobalMetricRegistry,MetricsConfigurerModule",""
"org.axonframework.spring.config",1,2,6,18,121,1516,"SpringConfigurer,SpringAxonConfiguration,SpringSagaLookup,MessageHandlerLookup,SpringAggregateLookup",""
"org.axonframework.spring.config.annotation",1,1,2,7,121,1516,"HandlerDefinitionFactoryBean,SpringParameterResolverFactoryBean",""
"org.axonframework.spring.eventsourcing",1,1,2,10,121,1516,"SpringAggregateSnapshotter$Builder,SpringAggregateSnapshotter",""
"org.axonframework.spring.serialization.avro",1,1,3,8,121,1516,"AvroSchemaPackages,SpecificRecordBaseClasspathAvroSchemaLoader,ClasspathAvroSchemaLoader",""
"org.ehcache.event",1,3,8,30,121,1516,"EventType,CacheEventListener,CacheEvent,EventOrdering,EventFiring",""
"org.jobrunr.jobs.states",1,1,2,7,121,1516,"StateName,IllegalJobStateChangeException",""
"org.junit.jupiter.api.extension",1,1,3,4,121,1516,"AfterEachCallback,BeforeEachCallback,ExtensionContext",""
"org.springframework.beans.factory",1,4,6,26,121,1516,"InitializingBean,NoSuchBeanDefinitionException,BeanClassLoaderAware,BeanFactoryUtils,BeanFactory",""
"org.springframework.boot.context.properties.bind",1,1,3,4,121,1516,"Binder,Bindable,BindResult",""
"org.springframework.boot.docker.compose.core",1,1,2,5,121,1516,"RunningService,ConnectionPorts",""
"org.springframework.boot.docker.compose.service.connection",1,1,2,5,121,1516,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory",""
"org.springframework.boot.testcontainers.service.connection",1,2,4,9,121,1516,"ContainerConnectionDetailsFactory$ContainerConnectionDetails,ContainerConnectionSource,ContainerConnectionDetailsFactory",""
"org.testcontainers.containers",1,3,4,15,121,1516,"GenericContainer,ContainerLaunchException",""
"org.testcontainers.containers.wait.strategy",1,3,4,5,121,1516,"Wait,HttpWaitStrategy",""
"org.testcontainers.utility",1,3,5,23,121,1516,"DockerImageName,MountableFile",""
