"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","authorityRank","bottleneckRank","bridgeRank","hubRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"axon-messaging-5.0.2","ParameterResolverFactory","org.axonframework.messaging.core.annotation.ParameterResolverFactory",23,0.0209347819425158,0,0,0,0,0,0,"incomingDependencies","nodeEmbeddingPCA_11","degree",-0.11957262739024672,-0.11375679166202904,-0.07345249194187098,""
"axon-messaging-5.0.2","Metadata","org.axonframework.messaging.core.Metadata",24,0.0196074251449882,7,0,0,0,0,0,"articleRank","pageRank","pageToArticleRankDifference",-0.34088490520043124,-0.21056955430658725,-0.16787113486325259,""
"axon-spring-boot-autoconfigure-5.0.2","DistributedCommandBusProperties$JGroupsProperties$Gossip","org.axonframework.extension.springboot.DistributedCommandBusProperties$JGroupsProperties$Gossip",25,0.018648795891874015,0,0,0,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_33","nodeEmbeddingPCA_28",-0.1605065758761338,-0.12672420605941434,-0.11906968991195133,""
"axon-test-5.0.2","MessageMonitorReport$Report","org.axonframework.test.util.MessageMonitorReport$Report",26,0.01820263659288518,0,0,4,0,0,0,"nodeEmbeddingPCA_9","nodeEmbeddingPCA_31","nodeEmbeddingPCA_21",-0.21612106047782173,-0.18340952960478035,-0.13486730887892354,""
"axon-spring-boot-autoconfigure-5.0.2","AvroSchemaStoreAutoConfiguration$OnMissingDefaultSchemaStoreCondition$SchemaStoreIsMissingCondition","org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$OnMissingDefaultSchemaStoreCondition$SchemaStoreIsMissingCondition",27,0.01750289912317282,0,0,0,0,0,0,"nodeEmbeddingPCA_31","pageToArticleRankDifference","nodeEmbeddingPCA_28",-0.1891247175269173,-0.13779121217010704,-0.11947642924847476,""
"axon-messaging-5.0.2","EventCriteria","org.axonframework.messaging.eventstreaming.EventCriteria",28,0.017321617956504665,0,0,0,0,0,0,"articleRank","pageToArticleRankDifference","pageRank",-0.3266732450721359,-0.11623926872815021,-0.07301711054909321,""
"axon-spring-boot-autoconfigure-5.0.2","AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition$MessagesAvroCondition","org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition$MessagesAvroCondition",29,0.016097327789891036,0,0,0,0,0,0,"nodeEmbeddingPCA_33","nodeEmbeddingPCA_15","pageToArticleRankDifference",-0.17691901493372442,-0.16772828329624861,-0.09400888304861336,""
"axon-spring-boot-autoconfigure-5.0.2","AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition$EventsAvroCondition","org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition$EventsAvroCondition",29,0.016097327789891036,0,0,0,0,0,0,"nodeEmbeddingPCA_33","nodeEmbeddingPCA_15","pageToArticleRankDifference",-0.17691901493372442,-0.16772828329624861,-0.09400888304861336,""
"axon-messaging-5.0.2","MessageStream$Single","org.axonframework.messaging.core.MessageStream$Single",30,0.012635666098500753,0,0,0,0,0,0,"articleRank","pageToArticleRankDifference","incomingDependencies",-0.35792327293584647,-0.10425792280167384,-0.09601408377218543,""
"axon-spring-boot-autoconfigure-5.0.2","DistributedCommandBusProperties$JGroupsProperties","org.axonframework.extension.springboot.DistributedCommandBusProperties$JGroupsProperties",31,0.012056922797398728,0,0,0,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_33","nodeEmbeddingPCA_28",-0.15563390818949674,-0.12651907901856646,-0.12106178414992258,""
"axon-messaging-5.0.2","TrackingToken","org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken",32,0.00912353663838572,0,0,0,0,7,0,"articleRank","pageRank","degree",-0.32611959477141345,-0.1638702717187039,-0.13098619219408464,""
"axon-spring-boot-autoconfigure-5.0.2","ConverterAutoConfiguration$1","org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration$1",33,0.008668560674403636,0,0,5,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_23","nodeEmbeddingPCA_21",-0.22114055908944172,-0.2018608676933968,-0.1328705991319684,""
"axon-spring-boot-autoconfigure-5.0.2","ConverterProperties$ConverterType","org.axonframework.extension.springboot.ConverterProperties$ConverterType",34,0.008346424320492596,0,0,2,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_23","nodeEmbeddingPCA_21",-0.24250018133870907,-0.19961889506750205,-0.13460780558429175,""
"axon-spring-boot-autoconfigure-5.0.2","ObjectMapperAutoConfiguration$JacksonConfiguredCondition$GeneralDefaultCondition","org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$GeneralDefaultCondition",35,0.008161361997378325,0,0,0,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_29","pageToArticleRankDifference",-0.22052018323155392,-0.11125538636257944,-0.09305419451877554,""
"axon-spring-boot-autoconfigure-5.0.2","ObjectMapperAutoConfiguration$JacksonConfiguredCondition$GeneralJacksonCondition","org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$GeneralJacksonCondition",35,0.008161361997378325,0,0,0,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_29","pageToArticleRankDifference",-0.22052018323155392,-0.11125538636257944,-0.09305419451877554,""
"axon-spring-boot-autoconfigure-5.0.2","ObjectMapperAutoConfiguration$JacksonConfiguredCondition$MessagesJacksonCondition","org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$MessagesJacksonCondition",35,0.008161361997378325,0,0,0,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_29","pageToArticleRankDifference",-0.22052018323155392,-0.11125538636257944,-0.09305419451877554,""
"axon-spring-boot-autoconfigure-5.0.2","ObjectMapperAutoConfiguration$JacksonConfiguredCondition$EventsJacksonCondition","org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$EventsJacksonCondition",35,0.008161361997378325,0,0,0,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_29","pageToArticleRankDifference",-0.22052018323155392,-0.11125538636257944,-0.09305419451877554,""
"axon-conversion-5.0.2","ContentTypeConverter","org.axonframework.conversion.ContentTypeConverter",36,0.007400420182916034,0,0,0,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_11","nodeEmbeddingPCA_16",-0.09153959521410021,-0.08995717695864903,-0.05098968717043201,""
"axon-spring-boot-autoconfigure-5.0.2","ConverterProperties","org.axonframework.extension.springboot.ConverterProperties",37,0.007283377118724954,0,0,1,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_23","nodeEmbeddingPCA_21",-0.24823101714727977,-0.209251811888367,-0.13387432332057084,""
"axon-modelling-5.0.2","EntityEvolver","org.axonframework.modelling.EntityEvolver",38,0.005208540263277162,0,0,0,0,0,0,"nodeEmbeddingPCA_23","nodeEmbeddingPCA_29","nodeEmbeddingPCA_19",-0.06813544271645974,-0.04708244017131914,-0.03640456791556442,""
"axon-common-5.0.2","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",39,0.005005611644449293,9,0,0,0,0,0,"articleRank","pageRank","pageToArticleRankDifference",-0.36145911783197215,-0.23068067632282957,-0.18326666114807064,""
"axon-eventsourcing-5.0.2","AggregateBasedJpaEventStorageEngine","org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine",40,0.004937388691690581,0,0,0,0,0,0,"degree","outgoingDependencies","nodeEmbeddingPCA_18",-0.23755675153318753,-0.12618151075874756,-0.03500238901686878,""
"axon-server-connector-5.0.2","GrpcMessageSizeInterceptor","org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor",41,0.0048978132948183095,0,0,0,0,0,0,"nodeEmbeddingPCA_12","nodeEmbeddingPCA_33","nodeEmbeddingPCA_1",-0.08465147338624651,-0.08201643024655267,-0.06413164912939129,""
"axon-spring-boot-autoconfigure-5.0.2","AvroSchemaStoreAutoConfiguration$OnMissingDefaultSchemaStoreCondition","org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$OnMissingDefaultSchemaStoreCondition",42,0.004696631433572129,0,0,0,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_28","nodeEmbeddingPCA_31",-0.13899006202411307,-0.12758397163962684,-0.09222253754603094,""
"axon-test-5.0.2","MessageMonitorReport","org.axonframework.test.util.MessageMonitorReport",43,0.004538185144038587,0,0,9,0,0,0,"nodeEmbeddingPCA_9","nodeEmbeddingPCA_31","nodeEmbeddingPCA_21",-0.21372337074832967,-0.15952815353055017,-0.12291517180624412,""
"axon-spring-boot-autoconfigure-5.0.2","CBORMapperAutoConfiguration","org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration",44,0.004347380809125223,0,0,3,0,0,0,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_23","nodeEmbeddingPCA_21",-0.23216598302191394,-0.21682164789271216,-0.12886351634620513,""
"axon-messaging-5.0.2","CommandMessage","org.axonframework.messaging.commandhandling.CommandMessage",45,0.003992054227753894,0,0,0,10,0,0,"articleRank","degree","pageRank",-0.31756802951014884,-0.15145077520456676,-0.14946030477803784,""
