"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-test-5.0.3",,,false,,,2,937,103,93,2,1,2,"/org/axonframework/test/extension -> /org/axonframework/test/util,/org/axonframework/test/extension -> /org/axonframework/test/matchers","axon-test-5.0.3 -> axon-test-5.0.3","",""
"axon-test-5.0.3",,,true,,,1,764,114,101,29,6,14,"/org/axonframework/test -> /org/axonframework/common,/org/axonframework/test/fixture -> /org/axonframework/common,/org/axonframework/test/extension -> /org/axonframework/common,/org/axonframework/test/util -> /org/axonframework/common","axon-test-5.0.3 -> axon-common-5.0.3,axon-test-5.0.3 -> axon-eventsourcing-5.0.3,axon-test-5.0.3 -> axon-messaging-5.0.3","",""
"axon-test-5.0.3",,,true,,,2,937,103,93,40,5,23,"/org/axonframework/test -> /org/axonframework/common/annotation,/org/axonframework/test/matchers -> /org/axonframework/common/annotation,/org/axonframework/test -> /org/axonframework/common/util,/org/axonframework/test/extension -> /org/axonframework/common/infra","axon-test-5.0.3 -> axon-common-5.0.3,axon-test-5.0.3 -> axon-eventsourcing-5.0.3,axon-test-5.0.3 -> axon-conversion-5.0.3,axon-test-5.0.3 -> axon-messaging-5.0.3","",""
"axon-test-5.0.3",,,true,,,3,888,94,68,55,5,27,"/org/axonframework/test -> /org/axonframework/common/io,/org/axonframework/test/fixture -> /org/axonframework/common/util,/org/axonframework/test/extension -> /org/axonframework/common/util,/org/axonframework/test/util -> /org/axonframework/common/util","axon-test-5.0.3 -> axon-common-5.0.3,axon-test-5.0.3 -> axon-eventsourcing-5.0.3,axon-test-5.0.3 -> axon-conversion-5.0.3,axon-test-5.0.3 -> axon-messaging-5.0.3","",""
"axon-test-5.0.3",,,true,,,4,535,89,52,38,5,18,"/org/axonframework/test/fixture -> /org/axonframework/common/io,/org/axonframework/test/extension -> /org/axonframework/common/io,/org/axonframework/test/util -> /org/axonframework/common/io,/org/axonframework/test/matchers -> /org/axonframework/common/io","axon-test-5.0.3 -> axon-common-5.0.3,axon-test-5.0.3 -> axon-eventsourcing-5.0.3,axon-test-5.0.3 -> axon-messaging-5.0.3,axon-test-5.0.3 -> axon-modelling-5.0.3","",""
"axon-test-5.0.3",,,true,,,5,118,32,32,6,2,5,"/org/axonframework/test/extension -> /org/axonframework/common/function,/org/axonframework/test/matchers -> /org/axonframework/common/function,/org/axonframework/test/extension -> /org/axonframework/modelling,/org/axonframework/test/extension -> /org/axonframework/modelling/entity","axon-test-5.0.3 -> axon-common-5.0.3,axon-test-5.0.3 -> axon-modelling-5.0.3","",""
"axon-tracing-opentelemetry-5.0.3",,,true,,,1,764,114,101,3,1,3,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/tracing","axon-tracing-opentelemetry-5.0.3 -> axon-common-5.0.3,axon-tracing-opentelemetry-5.0.3 -> axon-messaging-5.0.3","",""
"axon-tracing-opentelemetry-5.0.3",,,true,,,2,937,103,93,6,1,6,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/annotation,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/configuration,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/conversion,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling","axon-tracing-opentelemetry-5.0.3 -> axon-common-5.0.3,axon-tracing-opentelemetry-5.0.3 -> axon-conversion-5.0.3,axon-tracing-opentelemetry-5.0.3 -> axon-messaging-5.0.3","",""
"axon-tracing-opentelemetry-5.0.3",,,true,,,3,888,94,68,9,1,9,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/util,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/infra,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/lifecycle,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling/annotation","axon-tracing-opentelemetry-5.0.3 -> axon-common-5.0.3,axon-tracing-opentelemetry-5.0.3 -> axon-messaging-5.0.3","",""
"axon-tracing-opentelemetry-5.0.3",,,true,,,4,535,89,52,10,1,10,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/io,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/property,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/tx,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling","axon-tracing-opentelemetry-5.0.3 -> axon-common-5.0.3,axon-tracing-opentelemetry-5.0.3 -> axon-messaging-5.0.3","",""
"axon-tracing-opentelemetry-5.0.3",,,true,,,5,118,32,32,1,1,1,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/function","axon-tracing-opentelemetry-5.0.3 -> axon-common-5.0.3","",""
"axon-update-5.0.3",,,false,,,1,764,114,101,5,2,4,"/org/axonframework/update -> /org/axonframework/update/detection,/org/axonframework/update -> /org/axonframework/update/common,/org/axonframework/update -> /org/axonframework/update/api,/org/axonframework/update/detection -> /org/axonframework/update/api","axon-update-5.0.3 -> axon-update-5.0.3","",""
"axon-update-5.0.3",,,true,,,1,764,114,101,7,5,3,"/org/axonframework/update -> /org/axonframework/common,/org/axonframework/update -> /org/axonframework/common/annotation,/org/axonframework/update/detection -> /org/axonframework/common/annotation,/org/axonframework/update/common -> /org/axonframework/common/annotation","axon-update-5.0.3 -> axon-common-5.0.3","",""
"axon-update-5.0.3",,,true,,,2,937,103,93,6,5,3,"/org/axonframework/update/detection -> /org/axonframework/common,/org/axonframework/update/common -> /org/axonframework/common,/org/axonframework/update/api -> /org/axonframework/common,/org/axonframework/update/configuration -> /org/axonframework/common","axon-update-5.0.3 -> axon-common-5.0.3","",""
