"artifactName","fullQualifiedPackageName","packageName","instability","instabilityTypes","instabilityInterfaces","instabilityPackages","instabilityArtifacts","p.outgoingDependenciesIncludingSubpackages","p.incomingDependenciesIncludingSubpackages","p.outgoingDependentTypesIncludingSubpackages","p.incomingDependentTypesIncludingSubpackages","p.outgoingDependentInterfacesIncludingSubpackages","p.incomingDependentInterfacesIncludingSubpackages","p.outgoingDependentPackagesIncludingSubpackages","p.incomingDependentPackagesIncludingSubpackages","p.outgoingDependentArtifactsIncludingSubpackages","p.incomingDependentArtifactsIncludingSubpackages","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Java_Including_Subpackages.cypher"
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.service.connection","connection",0.6666666666666666,0.5,0,0.5,0,2,1,1,1,0,0,1,1,0,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.configuration.reflection","reflection",0.6666666666666666,0.6,0,0.375,0.5,12,6,9,6,0,0,3,5,1,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.monitoring","monitoring",0.6982758620689655,0.6341463414634146,0.5,0.5714285714285714,0.3333333333333333,81,35,26,15,2,2,8,6,1,2,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore","eventstore",0.7065637065637066,0.7361111111111112,0.5384615384615384,0.7142857142857143,0.5,183,76,53,19,7,6,15,6,3,3,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.sequencing","sequencing",0.7142857142857143,0.625,0,0.7,1,25,10,10,6,0,0,7,3,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",0.7272727272727273,0.5625,0,0.7272727272727273,0.5,48,18,18,14,0,0,8,3,2,2,""
"axon-update-5.0.1","org.axonframework.update","update",0.7878787878787878,0.6363636363636364,1,0.6,0,26,7,7,4,2,0,3,2,0,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.timeout","timeout",0.7931034482758621,0.8095238095238095,0,0.7777777777777778,1,23,6,17,4,0,0,7,2,1,0,""
"axon-conversion-5.0.1","org.axonframework.conversion.json","json",0.8,0.6666666666666666,0,0.6,0.5,12,3,6,3,0,0,3,2,1,1,""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","avro",0.8235294117647058,0.8888888888888888,1,0.8,1,14,3,8,1,1,0,4,1,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.distributed","distributed",0.8333333333333334,0.8518518518518519,0.5,0.75,0.5,45,9,23,4,2,2,9,3,1,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception.annotation","annotation",0.8363636363636363,0.7931034482758621,0,0.5,0.5,46,9,23,6,0,0,5,5,1,1,""
"axon-modelling-5.0.1","org.axonframework.modelling","modelling",0.8373626373626374,0.8354430379746836,0.5348837209302325,0.8260869565217391,0.6666666666666666,381,74,66,13,23,20,19,4,2,1,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing","eventsourcing",0.8386243386243386,0.8648648648648649,0.7,0.8823529411764706,0.6,317,61,96,15,14,6,30,4,3,2,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.tracing","tracing",0.8387096774193549,0.8,0,0.625,1,26,5,12,3,0,0,5,3,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.gateway","gateway",0.84,0.7857142857142857,1,0.7142857142857143,1,21,4,11,3,1,0,5,2,1,0,""
"axon-modelling-5.0.1","org.axonframework.modelling.entity","entity",0.8571428571428571,0.8392857142857143,0.55,0.8095238095238095,0.75,270,45,47,9,11,9,17,4,3,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.distributed","distributed",0.8591549295774648,0.8484848484848485,0.5,0.75,0.5,61,10,28,5,2,2,9,3,1,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.gateway","gateway",0.8717948717948718,0.8421052631578947,0.6666666666666666,0.7777777777777778,1,34,5,16,3,2,1,7,2,2,0,""
"axon-modelling-5.0.1","org.axonframework.modelling.configuration","configuration",0.8767123287671232,0.8787878787878788,0.6,0.9,1,64,9,29,4,6,4,9,1,2,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception","interception",0.8829787234042553,0.7678571428571429,0,0.55,0.25,166,22,43,13,0,0,11,9,1,3,""
"axon-modelling-5.0.1","org.axonframework.modelling.annotation","annotation",0.8867924528301887,0.8648648648648649,0,0.7647058823529411,0.6666666666666666,47,6,32,5,0,0,13,4,2,1,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","command",0.8888888888888888,0.9285714285714286,0,0.9090909090909091,1,32,4,26,2,0,0,10,1,2,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.annotation","annotation",0.896551724137931,0.8571428571428571,0.5,0.6875,0.5,52,6,36,6,1,1,11,5,1,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.gateway","gateway",0.9,0.9411764705882353,0,0.8333333333333334,1,18,2,16,1,0,0,5,1,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",0.9090909090909091,0.9375,0,0.8888888888888888,1,20,2,15,1,0,0,8,1,2,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.monitoring.interception","interception",0.9090909090909091,0.9375,0,0.8571428571428571,0,50,5,15,1,0,0,6,1,0,0,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation","annotation",0.9107142857142857,0.9230769230769231,0,0.875,1,51,5,24,2,0,0,14,2,3,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.configuration","configuration",0.9166666666666666,0.85,0.75,0.7,0.3333333333333333,33,3,17,3,3,1,7,3,1,2,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.9166666666666666,0.9,0,0.8333333333333334,1,11,1,9,1,0,0,5,1,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.monitoring.configuration","configuration",0.92,0.8636363636363636,0,0.8,1,46,4,19,3,0,0,8,2,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.configuration","configuration",0.9210526315789473,0.8571428571428571,0.75,0.7,0.3333333333333333,35,3,18,3,3,1,7,3,1,2,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.9259259259259259,0.9130434782608695,0.5,0.875,0.5,75,6,42,4,2,2,14,2,1,1,""
"axon-test-5.0.1","org.axonframework.test.util","util",0.9259259259259259,0.9411764705882353,1,0.875,1,25,2,16,1,1,0,7,1,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.interception","interception",0.9285714285714286,0.8461538461538461,0,0.6666666666666666,1,26,2,11,2,0,0,4,2,1,0,""
"axon-modelling-5.0.1","org.axonframework.modelling.entity.annotation","annotation",0.9322916666666666,0.9245283018867925,0.5555555555555556,0.8571428571428571,0.75,179,13,49,4,5,4,18,3,3,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.retry","retry",0.9333333333333333,0.9090909090909091,0.5,0.8,1,28,2,10,1,1,1,4,1,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.configuration","configuration",0.9351851851851852,0.9176470588235294,0,0.7941176470588235,0.5,101,7,78,7,0,0,27,7,2,2,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","query",0.9375,0.9411764705882353,0,0.9090909090909091,1,60,4,32,2,0,0,10,1,2,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.annotation","annotation",0.9512195121951219,0.9354838709677419,0.5,0.8181818181818182,1,39,2,29,2,1,1,9,2,1,0,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.9518072289156626,0.9607843137254902,0,0.9375,1,79,4,49,2,0,0,15,1,3,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.annotation","annotation",0.9605263157894737,0.9302325581395349,0.5,0.8125,0.6666666666666666,73,3,40,3,1,1,13,3,2,1,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation.reflection","reflection",0.96875,0.9444444444444444,0,0.9090909090909091,1,31,1,17,1,0,0,10,1,2,0,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","connector",0.9730769230769231,0.9553571428571429,1,0.8888888888888888,1,253,7,107,5,2,0,24,3,3,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.replay","replay",0.9743589743589743,0.9545454545454546,0,0.8888888888888888,1,38,1,21,1,0,0,8,1,2,0,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.9791666666666666,0.9583333333333334,0,0.875,1,47,1,23,1,0,0,7,1,2,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.interception","interception",0.9791666666666666,0.9473684210526315,0,0.8333333333333334,1,47,1,18,1,0,0,5,1,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.9829787234042553,0.9733333333333334,0.5,0.9523809523809523,1,231,4,73,2,2,2,20,1,1,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.interception","interception",0.984375,0.95,0,0.8333333333333334,1,63,1,19,1,0,0,5,1,1,0,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","event",0.9861111111111112,0.9833333333333333,0,0.9444444444444444,1,142,2,59,1,0,0,17,1,3,0,""
"axon-test-5.0.1","org.axonframework.test","test",0.9874213836477987,0.9555555555555556,1,0.9285714285714286,1,157,2,43,2,9,0,13,1,2,0,""
