"sourceLabels","relationshipType","targetLabels","relationshipCount","Source Cypher File: domains/overview/queries/overview/Node_labels_and_their_relationships.cypher"
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",56,""
"Value,Array,Json","CONTAINS_VALUE","Value,Json,Object",54,""
"Member,Method,Lambda","INVOKES","Member,Method,Lambda",53,""
"Properties","HAS","Value,Property",53,""
"GenericDeclaration,Member,Method","THROWS","Throwable,JavaType",52,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",51,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",50,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",50,""
"ExternalType","DECLARES","Member,Field",49,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",49,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Record",48,""
"Value,Annotation","HAS","Value,Enum",47,""
"Member,Constructor,Method","INVOKES","GenericDeclaration,Member,Method",47,""
"Bound","OF_RAW_TYPE","Class,InternalJavaType,ConnectedInternalJavaType",47,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",47,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",46,""
"Throwable,JavaType","DECLARES","Member,Constructor,Method",45,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",45,""
"Parameter","OF_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",45,""
"Xml,Element","DECLARES_NAMESPACE","Xml,Namespace",44,""
"Directory","CONTAINS","Directory",44,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",43,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",43,""
"Member,Constructor,Method","ANNOTATED_BY","Value,Annotation",42,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",42,""
"Member,Method","INVOKES","Member,Method",42,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",42,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",41,""
"Member,Method","INVOKES","Member,Method",41,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",40,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Member,Method",40,""
"Value,Array","CONTAINS","Value,Primitive",39,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",39,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",38,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",38,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",38,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",38,""
"Member,Method","THROWS","Throwable,ResolvedDuplicateType",37,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Member,Method",37,""
"Member,Method","INVOKES","Member,Method",37,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",37,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",37,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",36,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",36,""
"Member,Method,Lambda","RETURNS","ResolvedDuplicateType",35,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",35,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",35,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",35,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",34,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",34,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",34,""
"Throwable,JavaType,Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",33,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",33,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",33,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",33,""
"Member,Method","HAS_DEFAULT","Value,Primitive",32,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",32,""
"GenericDeclaration,Member,Method","RETURNS","ExternalType",32,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",32,""
"Member,Field","OF_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",32,""
"Parameter","OF_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,Record,GenericDeclaration",32,""
"Member,Method","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType",32,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",32,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",32,""
"Bound,GenericArrayType","HAS_COMPONENT_TYPE","Bound,ParameterizedType",31,""
"Value,Array","CONTAINS","Value,Array",31,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",31,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",31,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",30,""
"GenericDeclaration,Member,Constructor,Method","HAS","Parameter",30,""
"TypeVariable,Bound","HAS_UPPER_BOUND","Bound,ParameterizedType",30,""
"Bound","OF_RAW_TYPE","Record,InternalJavaType,ConnectedInternalJavaType",30,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",29,""
"Interface,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",29,""
"Enum,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",29,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",29,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",29,""
"Bound,ParameterizedType","HAS_ACTUAL_TYPE_ARGUMENT","Bound,GenericArrayType",28,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",28,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",28,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",28,""
"Member,Field","OF_TYPE","Enum,InternalJavaType,ConnectedInternalJavaType",28,""
"jQAssistant,Rule,Concept","REQUIRES_CONCEPT","jQAssistant,Rule,Concept",28,""
"Member,Method","READS","Member,Field",27,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",27,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",27,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","Member,Method",27,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",27,""
"StronglyConnectedComponent,ArtifactMembers","DEPENDS_ON","StronglyConnectedComponent,ArtifactMembers",27,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType,Throwable,JavaType",26,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",26,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",26,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",26,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",26,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Record",26,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",25,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","Member,Method",25,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",25,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",24,""
"Member,Field","ANNOTATED_BY","Value,Annotation",24,""
"Value,Array","CONTAINS","Value,Property,Class",24,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",24,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",24,""
"Member,Method,Lambda","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",24,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",24,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field,Method",24,""
"ExternalType","DECLARES","Member,Constructor,Method",23,""
"Member,Method","INVOKES","Member,Method",23,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",23,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",23,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",22,""
"Xml,Element","HAS_ATTRIBUTE","Xml,Attribute",22,""
"Xml,Attribute","OF_NAMESPACE","Xml,Namespace",22,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",22,""
"GenericDeclaration,Member,Constructor,Method","INVOKES","Member,Method",22,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",22,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",22,""
"Member,Method","INVOKES","GenericDeclaration,Member,Method",22,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",22,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",22,""
"Member,Field","RESOLVES_TO","Member,Field",22,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",21,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","JavaType",21,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",21,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface","DECLARES","Member,Method",21,""
"Member,Method","INVOKES","Member,Method",21,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",21,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",21,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",20,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",20,""
"Record,InternalJavaType,ConnectedInternalJavaType,Class,Interface","DECLARES","Member,Method",20,""
"Package,Directory","CONTAINS","Package,Directory",20,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",20,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",20,""
"Member,Method","HAS_DEFAULT","Value,Class",19,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",19,""
"Member,Method","READS","Member,Field",19,""
"Bound,ParameterizedType","OF_RAW_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface",19,""
"GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","Member,Method",19,""
"Member,Method","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType,Interface",19,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",19,""
"GenericDeclaration,Member,Method","RETURNS","Void",19,""
"Artifact,Jar,Archive,Zip","REQUIRES","Throwable,JavaType",19,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",19,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Method",18,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",18,""
"Maven,Plugin","IS_ARTIFACT","Artifact,Maven",18,""
"Document,Xml,Pom,Maven","USES_PLUGIN","Maven,Plugin",18,""
"Member,Method","THROWS","Throwable,ExternalType",18,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",18,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Field",18,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",18,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",18,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",17,""
"ResolvedDuplicateType","DECLARES","Member,Field",17,""
