"fullQualifiedDependentTypeName","dependentTypeName","dependentTypeLabels","numberOfUsingPackages","Source Cypher File: Internal_Dependencies/List_types_that_are_used_by_many_different_packages.cypher"
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation5,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut84,Mark4TypeHDBSCAN-1",24,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation58,Mark4TypeLouvainCommunity19,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut26,Mark4TypeHDBSCAN-1",24,""
"org.axonframework.messaging.core.MessageStream$Empty","MessageStream$Empty","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation11,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut50,Mark4TypeHDBSCAN-1",24,""
"org.axonframework.common.Assert","Assert","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut2,Mark4TypeHDBSCAN7",21,""
"org.axonframework.common.BuilderUtils","BuilderUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation24,Mark4TypeLouvainCommunity7,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut60,Mark4TypeHDBSCAN65",21,""
"org.axonframework.common.configuration.ComponentRegistry","ComponentRegistry","Type,File,Java,ByteCode,Interface,Mark4TopCentralityBetweenness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation16,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut35,Mark4TypeHDBSCAN147",21,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","Type,File,Java,ByteCode,Interface,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut9,Mark4TypeHDBSCAN-1",20,""
"org.axonframework.messaging.core.MessageStream$Entry","MessageStream$Entry","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation11,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN119",19,""
"org.axonframework.messaging.core.annotation.ParameterResolverFactory","ParameterResolverFactory","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation23,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut83,Mark4TypeHDBSCAN70",19,""
"org.axonframework.messaging.core.MessageStream$Single","MessageStream$Single","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation11,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut2,Mark4TypeHDBSCAN100",18,""
"org.axonframework.messaging.core.MessageTypeResolver","MessageTypeResolver","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut10,Mark4TypeHDBSCAN99",18,""
"org.axonframework.common.configuration.ConfigurationEnhancer","ConfigurationEnhancer","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation17,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut8,Mark4TypeHDBSCAN-1",17,""
"org.axonframework.messaging.core.conversion.MessageConverter","MessageConverter","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut19,Mark4TypeHDBSCAN136",16,""
"org.axonframework.messaging.core.Metadata","Metadata","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut85,Mark4TypeHDBSCAN93",16,""
"org.axonframework.common.ObjectUtils","ObjectUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut91,Mark4TypeHDBSCAN43",16,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken","TrackingToken","Type,File,Java,ByteCode,Interface,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation7,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN85",15,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","Type,File,Java,ByteCode,Class,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation45,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut38,Mark4TypeHDBSCAN114",14,""
"org.axonframework.conversion.Converter","Converter","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut57,Mark4TypeHDBSCAN114",14,""
"org.axonframework.messaging.commandhandling.CommandBus","CommandBus","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut32,Mark4TypeHDBSCAN-1",13,""
"org.axonframework.messaging.queryhandling.QueryMessage","QueryMessage","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation49,Mark4TypeLouvainCommunity16,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN115",13,""
"org.axonframework.messaging.commandhandling.CommandResultMessage","CommandResultMessage","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN107",12,""
"org.axonframework.common.configuration.ComponentDefinition","ComponentDefinition","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation30,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut65,Mark4TypeLocalClusteringCoefficient0.2028985507246377,Mark4TypeHDBSCAN-1",12,""
"org.axonframework.common.configuration.ComponentDefinition$IncompleteComponentDefinition","ComponentDefinition$IncompleteComponentDefinition","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation30,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut44,Mark4TypeHDBSCAN101",12,""
"org.axonframework.messaging.core.Context","Context","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation11,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut19,Mark4TypeHDBSCAN29",12,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","Type,File,Java,ByteCode,Class,Mark4TopCentralityBetweenness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut44,Mark4TypeHDBSCAN114",12,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation4,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut63,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN46",11,""
"org.axonframework.common.configuration.ComponentBuilder","ComponentBuilder","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation16,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut23,Mark4TypeHDBSCAN-1",11,""
"org.axonframework.messaging.eventhandling.conversion.EventConverter","EventConverter","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation0,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut36,Mark4TypeHDBSCAN-1",11,""
"org.axonframework.messaging.core.MessageHandlerInterceptor","MessageHandlerInterceptor","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation48,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut97,Mark4TypeHDBSCAN-1",11,""
"org.axonframework.messaging.core.annotation.ParameterResolver","ParameterResolver","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation5,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut1,Mark4TypeHDBSCAN78",11,""
"org.axonframework.common.TypeReference","TypeReference","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation20,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut57,Mark4TypeHDBSCAN56",11,""
"org.axonframework.common.Registration","Registration","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation12,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN7",10,""
"org.axonframework.common.AxonException","AxonException","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation67,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut48,Mark4TypeHDBSCAN101",9,""
"org.axonframework.messaging.commandhandling.CommandHandler","CommandHandler","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut51,Mark4TypeHDBSCAN-1",9,""
"org.axonframework.messaging.core.annotation.MessageHandlingMember","MessageHandlingMember","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation62,Mark4TypeLouvainCommunity17,Mark4TypeLeidenCommunity18,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut2,Mark4TypeHDBSCAN-1",9,""
"org.axonframework.common.annotation.AnnotationUtils","AnnotationUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation45,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut22,Mark4TypeHDBSCAN114",8,""
"org.axonframework.messaging.eventhandling.EventHandlingComponent","EventHandlingComponent","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation72,Mark4TypeLouvainCommunity7,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut53,Mark4TypeHDBSCAN123",8,""
"org.axonframework.messaging.core.GenericMessage","GenericMessage","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut66,Mark4TypeHDBSCAN49",8,""
"org.axonframework.messaging.core.annotation.HandlerEnhancerDefinition","HandlerEnhancerDefinition","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation54,Mark4TypeLouvainCommunity17,Mark4TypeLeidenCommunity18,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut75,Mark4TypeLocalClusteringCoefficient0.16666666666666666,Mark4TypeHDBSCAN105",8,""
"org.axonframework.messaging.core.MessageDispatchInterceptor","MessageDispatchInterceptor","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation50,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut88,Mark4TypeLocalClusteringCoefficient0.18181818181818182,Mark4TypeHDBSCAN27",8,""
"org.axonframework.messaging.core.MessageHandlerInterceptorChain","MessageHandlerInterceptorChain","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation5,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut56,Mark4TypeHDBSCAN114",8,""
"org.axonframework.messaging.monitoring.MessageMonitor","MessageMonitor","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation20,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut95,Mark4TypeHDBSCAN27",8,""
"org.axonframework.messaging.queryhandling.SubscriptionQueryUpdateMessage","SubscriptionQueryUpdateMessage","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut89,Mark4TypeHDBSCAN117",8,""
"org.axonframework.messaging.core.unitofwork.UnitOfWorkFactory","UnitOfWorkFactory","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation7,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut19,Mark4TypeHDBSCAN114",8,""
"org.axonframework.common.configuration.Module","Module","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation17,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut62,Mark4TypeLocalClusteringCoefficient0.27205882352941174,Mark4TypeHDBSCAN100",7,""
"org.axonframework.common.configuration.ModuleBuilder","ModuleBuilder","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation16,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut79,Mark4TypeHDBSCAN147",7,""
"org.axonframework.messaging.queryhandling.QueryBus","QueryBus","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation49,Mark4TypeLouvainCommunity16,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut21,Mark4TypeHDBSCAN111",7,""
"org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember","WrappedMessageHandlingMember","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation62,Mark4TypeLouvainCommunity17,Mark4TypeLeidenCommunity18,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut37,Mark4TypeLocalClusteringCoefficient0.3974358974358974,Mark4TypeHDBSCAN-1",7,""
"org.axonframework.common.AxonTransientException","AxonTransientException","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation65,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut0,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN37",6,""
"org.axonframework.common.configuration.BaseModule","BaseModule","Type,File,Java,ByteCode,GenericDeclaration,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation8,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut45,Mark4TypeHDBSCAN107",6,""
"org.axonframework.messaging.commandhandling.CommandHandlerRegistry","CommandHandlerRegistry","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut11,Mark4TypeHDBSCAN-1",6,""
"org.axonframework.conversion.ConversionException","ConversionException","Type,File,Java,ByteCode,Class,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation44,Mark4TypeLouvainCommunity15,Mark4TypeLeidenCommunity16,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut12,Mark4TypeHDBSCAN102",6,""
