"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies.cypher"
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay",0.6,12,3,"EventHandlingComponent->ReplayStatusChanged,EventHandlingComponent->ResetHandler,EventHandlingComponent->ResetContext,EventHandlingComponent->ReplayStatusChangedHandler,DelegatingEventHandlingComponent->ReplayStatusChanged,DelegatingEventHandlingComponent->ResetContext,SimpleEventHandlingComponent->ReplayStatusChanged,SimpleEventHandlingComponent->ResetHandler,SimpleEventHandlingComponent->ReplayStatusChangedHandlerRegistry","ReplayBlockingEventHandlingComponent->DelegatingEventHandlingComponent,ReplayBlockingEventHandlingComponent->EventHandlingComponent,ReplayBlockingEventHandlingComponent->EventMessage",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation",0.5,15,5,"MessageInterceptingMember->MessageHandlingMember,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->MessageHandlingMember,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->InterceptorChainParameterResolverFactory,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->WrappedMessageHandlingMember,MessageHandlerInterceptorDefinition->MessageHandlingMember,MessageHandlerInterceptorDefinition->HandlerEnhancerDefinition,MessageHandlerInterceptor->MessageHandler,NoMoreInterceptors->MessageHandlingMember,ResultParameterResolverFactory$ExceptionResultParameterResolver->ParameterResolver","ChainedMessageHandlerInterceptorMember->NoMoreInterceptors,ChainedMessageHandlerInterceptorMember->MessageHandlerInterceptorMemberChain,AnnotatedHandlerInspector->MessageInterceptingMember,AnnotatedHandlerInspector->NoMoreInterceptors,AnnotatedHandlerInspector->MessageHandlerInterceptorMemberChain",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api",0.3333333333333333,2,1,"SnapshotEventMessage->Snapshot,SnapshotCapableEventStorageEngine->Snapshot","Snapshot->Position",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration",0.3333333333333333,2,1,"MessagingConfigurer->EventProcessingConfigurer,MessagingConfigurer->EventBusConfigurationDefaults","EventProcessingConfigurer->MessagingConfigurer",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing",0.3333333333333333,4,2,"SimpleEventHandlingComponent->SequentialPerAggregatePolicy,SimpleEventHandlingComponent->SequencingPolicy,SimpleEventHandlingComponent->SequentialPolicy,SimpleEventHandlingComponent->HierarchicalSequencingPolicy","SequentialPerAggregatePolicy->EventMessage,ExtractionSequencingPolicy->EventMessage",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing",0.25,5,3,"InitializingEntityEvolver->EntityMissingAfterLoadOrCreateException,InitializingEntityEvolver->EventSourcedEntityFactory,InitializingEntityEvolver->EntityMissingAfterFirstEventException,SnapshottingEntityLifecycleHandler->CriteriaResolver,SimpleEntityLifecycleHandler->CriteriaResolver","EventSourcingRepository->SimpleEntityLifecycleHandler,EventSourcingRepository->EntityLifecycleHandler,EventSourcingRepository->InitializingEntityEvolver",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.2","org.axonframework.modelling.annotation",0.2,3,2,"AnnotatedEntityIdResolverDefinition->EntityIdResolverDefinition,AnnotatedEntityIdResolverDefinition->AnnotationBasedEntityIdResolver,AnnotatedEntityMetamodel->AnnotationBasedEntityEvolvingComponent","EntityIdResolverDefinition->AnnotatedEntityMetamodel,AnnotationBasedEntityIdResolverDefinition->AnnotatedEntityMetamodel",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","axon-modelling-5.1.2","org.axonframework.modelling.entity",0.14285714285714285,8,6,"ListEntityChildMetamodel->EntityMetamodel,ListEntityChildMetamodel$Builder->EntityMetamodel,SingleEntityChildMetamodel->EntityMetamodel,EntityChildMetamodel->EntityMetamodel,SingleEntityChildMetamodel$Builder->EntityMetamodel,AbstractEntityChildMetamodel->ChildEntityNotFoundException,AbstractEntityChildMetamodel->EntityMetamodel,AbstractEntityChildMetamodel$Builder->EntityMetamodel","PolymorphicEntityMetamodel$Builder->EntityChildMetamodel,PolymorphicEntityMetamodelBuilder->EntityChildMetamodel,EntityMetamodelBuilder->EntityChildMetamodel,ConcreteEntityMetamodel->EntityChildMetamodel,ConcreteEntityMetamodel->ChildAmbiguityException,ConcreteEntityMetamodel$Builder->EntityChildMetamodel",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","axon-messaging-5.1.2","org.axonframework.messaging.core",0.1111111111111111,10,8,"UnitOfWork->ApplicationContext,UnitOfWork$UnitOfWorkProcessingContext->Context$ResourceKey,UnitOfWork$UnitOfWorkProcessingContext->ApplicationContext,ResourceOverridingProcessingContext->Context$ResourceKey,SimpleUnitOfWorkFactory->ApplicationContext,LegacyMessageSupportingContext->Message,LegacyMessageSupportingContext->Context$ResourceKey,ProcessingContext->Context,ProcessingContext->ApplicationContext","Message->ProcessingContext,MessageHandlerInterceptor->ProcessingContext,DefaultMessageDispatchInterceptorChain->ProcessingContext,MessageDispatchInterceptorChain->ProcessingContext,MessageDispatchInterceptor->ProcessingContext,DefaultMessageDispatchInterceptorChain$InterceptingDispatcher->ProcessingContext,MessageHandlerInterceptorChain->ProcessingContext,SubscribableEventSource->ProcessingContext",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation",0,1,1,"AnnotationBasedEventSourcedEntityFactoryDefinition->EventSourcedEntityFactoryDefinition","EventSourcedEntity->AnnotationBasedEventSourcedEntityFactoryDefinition",""
