"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","bridgeRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"axon-common-5.1.1","AxonConfigurationException","org.axonframework.common.AxonConfigurationException",24,0.03472067951896751,0,0,110,"articleRank","pageRank","pageToArticleRankDifference",-0.21518038975529727,-0.16874847643151425,-0.1287716111318881,""
"axon-messaging-5.1.1","MessageStream$Empty","org.axonframework.messaging.core.MessageStream$Empty",25,0.03353074559072944,0,0,85,"articleRank","degree","incomingDependencies",-0.2181284778625315,-0.21006036098120895,-0.17644875927077117,""
"axon-conversion-5.1.1","ContentTypeConverter","org.axonframework.conversion.ContentTypeConverter",26,0.03334827931021489,0,0,117,"pageRank","articleRank","pageToArticleRankDifference",-0.18877728680537856,-0.15600279983035703,-0.12480232195059322,""
"axon-messaging-5.1.1","ParameterResolverFactory","org.axonframework.messaging.core.annotation.ParameterResolverFactory",27,0.03294494728290742,0,0,96,"articleRank","incomingDependencies","degree",-0.21735596404439608,-0.18654677582660506,-0.1569311046299515,""
"axon-messaging-5.1.1","MessageHandlingMember","org.axonframework.messaging.core.annotation.MessageHandlingMember",28,0.03039440448217179,0,0,95,"articleRank","pageRank","incomingDependencies",-0.22908038982892415,-0.14798159968663074,-0.1403619887189015,""
"axon-common-5.1.1","FutureUtils","org.axonframework.common.FutureUtils",29,0.02416789548623577,0,0,96,"incomingDependencies","degree","topologicalComponentLayer",-0.20077482548553532,-0.16660532196760738,-0.09082108933604777,""
"axon-common-5.1.1","Configuration","org.axonframework.common.configuration.Configuration",30,0.02415622780515314,0,0,73,"articleRank","degree","pageRank",-0.21412824422351998,-0.17896468205392307,-0.16651085292656903,""
"axon-common-5.1.1","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",31,0.02202242414423805,0,0,120,"articleRank","pageRank","pageToArticleRankDifference",-0.25491385401508193,-0.21553109896709216,-0.16079955241089106,""
"axon-messaging-5.1.1","CommandMessage","org.axonframework.messaging.commandhandling.CommandMessage",32,0.021761980454456875,0,0,80,"articleRank","degree","incomingDependencies",-0.22292237873953083,-0.1823908209445191,-0.15823640770590805,""
"axon-common-5.1.1","TypeReference$2","org.axonframework.common.TypeReference$2",33,0.019288916865841332,0,0,134,"articleRank","pageRank","pageToArticleRankDifference",-0.2823599911046534,-0.23388086570004396,-0.16133067037058066,""
"axon-common-5.1.1","TypeReference$1","org.axonframework.common.TypeReference$1",33,0.019288916865841332,0,0,134,"articleRank","pageRank","pageToArticleRankDifference",-0.2823599911046534,-0.23388086570004396,-0.16133067037058066,""
"axon-messaging-5.1.1","ProcessingLifecycle$Phase","org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$Phase",34,0.016085973162966893,0,0,118,"pageRank","pageToArticleRankDifference","topologicalComponentLayer",-0.1661351635492268,-0.13006098233508753,-0.10550752208985349,""
"axon-messaging-5.1.1","ProcessingLifecycle","org.axonframework.messaging.core.unitofwork.ProcessingLifecycle",35,0.013374243084675608,0,0,122,"pageRank","betweenness","pageToArticleRankDifference",-0.1528712651183141,-0.1338457065083439,-0.12031724770956945,""
"axon-messaging-5.1.1","AbstractMessageStream$FetchResult","org.axonframework.messaging.core.AbstractMessageStream$FetchResult",36,0.012350380429011931,0,0,108,"articleRank","pageRank","pageToArticleRankDifference",-0.263861989275591,-0.1902160052325874,-0.0983189040307437,""
"axon-test-5.1.1","AxonTestThenMessage","org.axonframework.test.fixture.AxonTestThenMessage",37,0.0120306913305267,4,0,113,"nodeEmbeddingPCA_8","nodeEmbeddingPCA_31","betweenness",-0.17090987544952557,-0.13537930897495545,-0.08950175278483959,""
"axon-messaging-5.1.1","Span","org.axonframework.messaging.tracing.Span",38,0.010095096107205936,0,0,113,"articleRank","pageRank","incomingDependencies",-0.2415036836161578,-0.10702103644292119,-0.09037824324339008,""
"axon-messaging-5.1.1","MessageDispatchInterceptor","org.axonframework.messaging.core.MessageDispatchInterceptor",39,0.00871701812324932,0,0,103,"incomingDependencies","betweenness","articleRank",-0.15924950689311151,-0.10347468792541739,-0.07858320338572637,""
"axon-common-5.1.1","ComponentRegistry","org.axonframework.common.configuration.ComponentRegistry",40,0.008114827664219226,0,0,89,"degree","incomingDependencies","articleRank",-0.2054698982743564,-0.16191955086888077,-0.14305325324850313,""
"axon-messaging-5.1.1","EventTypeRestrictableEventCriteria","org.axonframework.messaging.eventstreaming.EventTypeRestrictableEventCriteria",41,0.008026892539136243,7,0,126,"nodeEmbeddingPCA_29","pageRank","nodeEmbeddingPCA_22",-0.12727423599988177,-0.06497001013088981,-0.047755131762300604,""
"axon-messaging-5.1.1","MessageHandlerInterceptor","org.axonframework.messaging.core.MessageHandlerInterceptor",42,0.0061554522588539995,0,0,101,"incomingDependencies","betweenness","degree",-0.16406191082028607,-0.09674948729709168,-0.07885382541800509,""
"axon-common-5.1.1","PropertyAccessStrategy","org.axonframework.common.property.PropertyAccessStrategy",43,0.006083132267748481,1,0,130,"nodeEmbeddingPCA_32","nodeEmbeddingPCA_31","nodeEmbeddingPCA_15",-0.20665471212679073,-0.14855580089184212,-0.06950067430692666,""
"axon-eventsourcing-5.1.1","StartPosition","org.axonframework.eventsourcing.eventstore.StartPosition",44,0.005834209966325554,10,0,134,"pageRank","pageToArticleRankDifference","nodeEmbeddingPCA_31",-0.2447429879626376,-0.17583967076508922,-0.1045001033179928,""
"axon-eventsourcing-5.1.1","EventTags","org.axonframework.eventsourcing.annotation.EventTags",45,0.005712564757560157,6,0,133,"pageToArticleRankDifference","nodeEmbeddingPCA_21","nodeEmbeddingPCA_26",-0.15658087639314305,-0.11385480354203262,-0.07007310134600474,""
"axon-conversion-5.1.1","ConversionException","org.axonframework.conversion.ConversionException",46,0.004978758102521297,0,0,115,"pageRank","articleRank","pageToArticleRankDifference",-0.19762031038211558,-0.17893601654950342,-0.12036218785540846,""
"axon-conversion-5.1.1","DefaultSchemaIncompatibilityChecker","org.axonframework.conversion.avro.DefaultSchemaIncompatibilityChecker",47,0.0049745234807978544,3,0,133,"nodeEmbeddingPCA_15","nodeEmbeddingPCA_12","nodeEmbeddingPCA_33",-0.2288735894561971,-0.07274817901425697,-0.05679411206958556,""
"axon-modelling-5.1.1","ChildEntityFieldDefinition","org.axonframework.modelling.entity.child.ChildEntityFieldDefinition",48,0.004009170551341257,8,0,124,"nodeEmbeddingPCA_26","pageToArticleRankDifference","pageRank",-0.19004970585580586,-0.15320618817808618,-0.09273145613290305,""
"axon-messaging-5.1.1","MessageMonitor$MonitorCallback","org.axonframework.messaging.monitoring.MessageMonitor$MonitorCallback",49,0.0036903755033895758,0,0,114,"articleRank","incomingDependencies","pageToArticleRankDifference",-0.13347128828306698,-0.10633701376183957,-0.10261541313889444,""
