"sourceLabels","relationshipType","targetLabels","relationshipCount","Source Cypher File: domains/overview/queries/overview/Node_labels_and_their_relationships.cypher"
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",35,""
"Class,InternalJavaType,ConnectedInternalJavaType,Throwable,JavaType,GenericDeclaration","DECLARES","Method,Member",34,""
"Method,Member","HAS_DEFAULT","Value,Primitive",34,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",34,""
"Method,Member","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",33,""
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",33,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",33,""
"Bound","OF_RAW_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,Interface",33,""
"Parameter","OF_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,Record,GenericDeclaration",32,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",32,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member",32,""
"Method,Member,GenericDeclaration","RETURNS","ExternalType",32,""
"Method,Member","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType",32,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",32,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",32,""
"Parameter","OF_TYPE","Record,InternalJavaType,ConnectedInternalJavaType",31,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member",31,""
"Bound,GenericArrayType","HAS_COMPONENT_TYPE","ParameterizedType,Bound",31,""
"Value,Array","CONTAINS","Value,Array",31,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",30,""
"Bound,TypeVariable","HAS_UPPER_BOUND","ParameterizedType,Bound",30,""
"Constructor,Method,Member,GenericDeclaration","HAS","Parameter",30,""
"Bound","OF_RAW_TYPE","Record,InternalJavaType,ConnectedInternalJavaType,Interface",29,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member",29,""
"Enum,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",29,""
"Method,Member","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",29,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",28,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration","DECLARES","Method,Member",28,""
"ParameterizedType,Bound","HAS_ACTUAL_TYPE_ARGUMENT","Bound,GenericArrayType",28,""
"Member,Field","OF_TYPE","Enum,InternalJavaType,ConnectedInternalJavaType",28,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType,ResolvedDuplicateType",28,""
"jQAssistant,Rule,Concept","REQUIRES_CONCEPT","jQAssistant,Rule,Concept",28,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","Method,Member",27,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",27,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",27,""
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",27,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",27,""
"Method,Member","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",27,""
"StronglyConnectedComponent,ArtifactMembers","DEPENDS_ON","StronglyConnectedComponent,ArtifactMembers",27,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member",26,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",26,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",26,""
"Method,Member","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",26,""
"ParameterizedType,Bound","OF_RAW_TYPE","Record,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",26,""
"Artifact,Jar,Archive,Zip","REQUIRES","Throwable,JavaType,ExternalType",26,""
"Method,Member,Lambda","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",25,""
"Member,Field","ANNOTATED_BY","Value,Annotation",25,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member",25,""
"Method,Member","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",25,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",25,""
"Method,Member","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Class",24,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field,Method",24,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","JavaType",24,""
"Value,Array","CONTAINS","Value,Property,Class",24,""
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",24,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",23,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",23,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",23,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member",23,""
"Method,Member","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"ExternalType","DECLARES","Constructor,Method,Member",23,""
"Method,Member","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",22,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",22,""
"Xml,Element","HAS_ATTRIBUTE","Xml,Attribute",22,""
"Xml,Attribute","OF_NAMESPACE","Xml,Namespace",22,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",22,""
"Method,Member","INVOKES","Method,Member",22,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",22,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",22,""
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",22,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",22,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member",22,""
"Member,Field","RESOLVES_TO","Member,Field",22,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface,GenericDeclaration","DECLARES","Method,Member",21,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",21,""
"Constructor,Method,Member,GenericDeclaration","INVOKES","Method,Member",21,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",21,""
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Class",21,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",21,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",21,""
"Method,Member","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",21,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface,Record","DECLARES","Method,Member",20,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",20,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",20,""
"Package,Directory","CONTAINS","Package,Directory",20,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","JavaType",20,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface,GenericDeclaration","DECLARES","Method,Member",19,""
"ParameterizedType,Bound","OF_RAW_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface",19,""
"Method,Member","HAS_DEFAULT","Value,Class",19,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",19,""
"Method,Member","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType,Interface",19,""
"Method,Member","INVOKES","Method,Member",19,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",19,""
"Method,Member,GenericDeclaration","RETURNS","Void",19,""
"Artifact,Jar,Archive,Zip","REQUIRES","Throwable,JavaType",19,""
"Method,Member","READS","Member,Field",19,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Field",18,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Method,Member",18,""
"Maven,Plugin","IS_ARTIFACT","Artifact,Maven",18,""
"Xml,Maven,Pom,Document","USES_PLUGIN","Maven,Plugin",18,""
"Method,Member","THROWS","Throwable,ExternalType",18,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Method,Member,Lambda",18,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",18,""
"ParameterizedType,Bound","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",18,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",18,""
"Method,Member","READS","Member,Field",17,""
"Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","Method,Member",17,""
"Member,Field","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration",17,""
