"internalModuleName","leidenCommunityId","internalModuleElementsCount","numberOfExternalModules","minNumberOfInternalModules","maxNumberOfInternalModules","medNumberOfInternalModules","avgNumberOfInternalModules","stdNumberOfInternalModules","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","top10ExternalPackageNamesByUsageDescending","internalModulesExamples","internalElementsExamples","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_aggregated_for_Typescript.cypher"
"cloudflare",,1,3,2,2,2,2,0,1,1,1,1,0,100,100,100,100,0,"node,@types/process,cli","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/vite/cloudflare.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/vite/cloudflare-dev-proxy.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/vite/cloudflare-dev-proxy.ts"".cloudflareDevProxyVitePlugin",""
"cloudflare-dev-proxy",16,1,3,2,2,2,2,0,1,1,1,1,0,100,100,100,100,0,"node,@types/process,cli","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/vite/cloudflare.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/vite/cloudflare-dev-proxy.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/vite/cloudflare-dev-proxy.ts"".cloudflareDevProxyVitePlugin",""
"fileStorage",14,2,4,2,2,2,2,0,1,2,1,1.25,0.5,50,100,50,62.5,25.000000000000004,"@types/path,promises,@types/buffer,node:fs","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/sessions/fileStorage.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/sessions/fileStorage.ts"".getFile,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/sessions/fileStorage.ts"".createFileSessionStorage",""
"fog-of-war",4,6,1,2,2,2,2,0,1,1,1,1,0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,0,"@types/react","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router/lib/dom/ssr/fog-of-war.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router/lib/dom/ssr/fog-of-war.ts"".useFogOFWarDiscovery",""
"react-router-architect",0,4,4,2,2,2,2,0,1,2,1,1.25,0.5,25,50,25,31.25,12.5,"@architect/functions,@architect/tables,@types/api-gateway-proxy,@types/handler","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/sessions/arcTableSessionStorage.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/sessions/arcTableSessionStorage.ts"".createArcTableSessionStorage",""
"react-router-express",12,3,3,2,2,2,2,0,2,2,2,2,0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,0,"@types/express,@types/qs,@types/express-serve-static-core","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts"".GetLoadContextFunction,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts"".RequestHandler",""
"routes",16,15,2,2,2,2,2,0,3,5,4,4,1.4142135623730951,20,33.333333333333336,26.666666666666668,26.666666666666668,9.428090415820636,"@types/pick,dist","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/routes.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/routes.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/routes.ts"".index,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/routes.ts"".layout,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/routes.ts"".route",""
"server",0,6,6,1,2,1,1.3333333333333333,0.5163977794943222,1,5,1,1.6666666666666667,1.632993161855452,16.666666666666668,83.33333333333334,16.666666666666668,27.777777777777782,27.216552697590874,"@types/api-gateway-proxy,@types/handler,@types/APIGatewayProxyEventHeaders.""x-forwarded-host,@types/buffer,@types/process,@types/APIGatewayProxyEventHeaders.""content-type","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/index.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/server.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/server.ts"".RequestHandler,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/server.ts"".createReactRouterRequest,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/server.ts"".GetLoadContextFunction,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/server.ts"".createReactRouterHeaders,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-architect/server.ts"".sendReactRouterResponse",""
"server",12,6,4,1,2,2,1.75,0.5,1,4,3,2.75,1.2583057392117918,16.666666666666668,66.66666666666667,50,45.833333333333336,20.971762320196525,"@types/express-serve-static-core,@types/express,@types/qs,http","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts"".createRemixRequest,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts"".RequestHandler,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts"".GetLoadContextFunction",""
"server",14,2,2,2,2,2,2,0,1,2,1.5,1.5,0.7071067811865476,50,100,75,75,35.35533905932738,"@mjackson/node-fetch-server,http","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/index.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/server.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/server.ts"".RequestListenerOptions,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/server.ts"".createRequestListener",""
"stream",14,4,2,2,2,2,2,0,1,3,2,2,1.4142135623730951,25,75,50,50,35.35533905932738,"@types/stream,@types/buffer","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/stream.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/stream.ts"".writeAsyncIterableToWritable,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/stream.ts"".createReadableStreamFromReadable,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-node/stream.ts"".writeReadableStreamToWritable",""
"worker",17,5,1,2,2,2,2,0,4,4,4,4,0,80,80,80,80,0,"@cloudflare/workers-types","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/index.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/worker.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/worker.ts"".createPagesFunctionHandler,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/worker.ts"".GetLoadContextFunction,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/worker.ts"".createRequestHandler,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/worker.ts"".RequestHandler",""
"workersKVStorage",17,1,1,2,2,2,2,0,1,1,1,1,0,100,100,100,100,0,"@cloudflare/workers-types","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/sessions/workersKVStorage.ts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-cloudflare/sessions/workersKVStorage.ts"".createWorkersKVSessionStorage",""
