"rootProjectName","moduleName","numberOfElements","numberOfGitCommits","incomingDependencies","outgoingDependencies","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/List_all_Typescript_modules.cypher"
"react-router-7.18.3","has-rsc-plugin",1,0,2,3,""
"react-router-7.18.3","load-dotenv",1,0,2,4,""
"react-router-7.18.3","node-adapter",2,0,2,5,""
"react-router-7.18.3","optimize-deps-entries",1,0,2,3,""
"react-router-7.18.3","plugin",17,0,10,151,""
"react-router-7.18.3","profiler",3,0,5,9,""
"react-router-7.18.3","remove-exports",1,0,2,30,""
"react-router-7.18.3","resolve-file-url",1,0,2,5,""
"react-router-7.18.3","resolve-relative-route-file-path",1,0,3,3,""
"react-router-7.18.3","route-chunks",13,0,10,310,""
"react-router-7.18.3","ssr-externals",1,0,2,0,""
"react-router-7.18.3","styles",4,0,3,22,""
"react-router-7.18.3","virtual-module",1,0,2,0,""
"react-router-7.18.3","vite-node",2,0,2,13,""
"react-router-7.18.3","vite",4,0,21,7,""
"react-router-7.18.3","with-props",1,0,1,29,""
"react-router-7.18.3","prerender",6,0,3,17,""
"react-router-7.18.3","validate-plugin-order",1,0,2,3,""
"react-router-7.18.3","warn-on-client-source-maps",1,0,2,12,""
"react-router-7.18.3","plugin",1,0,1,42,""
"react-router-7.18.3","virtual-route-config",1,0,1,4,""
"react-router-7.18.3","virtual-route-modules",4,0,2,4,""
"react-router-7.18.3","binaryTypes",1,0,1,0,""
"react-router-7.18.3","react-router-architect",4,0,3,0,""
"react-router-7.18.3","server",6,0,3,23,""
"react-router-7.18.3","arcTableSessionStorage",1,0,1,6,""
"react-router-7.18.3","react-router-cloudflare",6,0,5,0,""
"react-router-7.18.3","worker",5,0,5,18,""
"react-router-7.18.3","workersKVStorage",1,0,1,5,""
"react-router-7.18.3","react-router-node",7,0,0,0,""
"react-router-7.18.3","server",2,0,2,3,""
"react-router-7.18.3","stream",4,0,4,16,""
"react-router-7.18.3","fileStorage",2,0,1,9,""
