"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-spring-boot-autoconfigure-5.0.3","axon-update-5.0.3",3,5,0.6,"org.axonframework.update,org.axonframework.update.detection,org.axonframework.update.configuration","update,detection,configuration",""
"axon-test-5.0.3","axon-test-5.0.3",4,6,0.6666666666666666,"org.axonframework.test,org.axonframework.test.fixture,org.axonframework.test.util,org.axonframework.test.matchers","test,fixture,util,matchers",""
"axon-messaging-5.0.3","axon-common-5.0.3",10,15,0.6666666666666666,"org.axonframework.common.configuration,org.axonframework.common.annotation,org.axonframework.common,org.axonframework.common.tx,org.axonframework.common.jdbc,org.axonframework.common.function,org.axonframework.common.infra,org.axonframework.common.util,org.axonframework.common.jpa,org.axonframework.common.property","configuration,annotation,common,tx,jdbc,function,infra,util,jpa,property",""
"axon-metrics-micrometer-5.0.3","axon-metrics-micrometer-5.0.3",2,3,0.6666666666666666,"org.axonframework.extension.metrics.micrometer.reservoir,org.axonframework.extension.metrics.micrometer","reservoir,micrometer",""
"axon-eventsourcing-5.0.3","axon-eventsourcing-5.0.3",5,7,0.7142857142857143,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.annotation.reflection","eventstore,eventsourcing,annotation,inmemory,reflection",""
"axon-messaging-5.0.3","axon-messaging-5.0.3",43,59,0.7288135593220338,"org.axonframework.messaging.core,org.axonframework.messaging.tracing,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.annotation,org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.conversion,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.monitoring,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.eventhandling.processing.errorhandling,org.axonframework.messaging.core.configuration,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.core.interception,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.queryhandling,org.axonframework.messaging.core.retry,org.axonframework.messaging.queryhandling.annotation,org.axonframework.messaging.eventhandling.interception,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.core.correlation,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.monitoring.interception,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","core,tracing,transaction,token,segmenting,unitofwork,store,eventhandling,annotation,commandhandling,reflection,conversion,gateway,processing,configuration,monitoring,subscribing,errorhandling,interception,pooled,replay,queryhandling,retry,sequencing,correlation,eventstreaming,streaming,inmemory",""
"axon-spring-boot-autoconfigure-5.0.3","axon-conversion-5.0.3",4,5,0.8,"org.axonframework.conversion.jackson,org.axonframework.conversion.avro,org.axonframework.conversion.jackson2,org.axonframework.conversion","jackson,avro,jackson2,conversion",""
"axon-update-5.0.3","axon-update-5.0.3",4,5,0.8,"org.axonframework.update.configuration,org.axonframework.update.common,org.axonframework.update.detection,org.axonframework.update.api","configuration,common,detection,api",""
"axon-spring-boot-autoconfigure-5.0.3","axon-spring-boot-autoconfigure-5.0.3",6,7,0.8571428571428571,"org.axonframework.extension.springboot.util,org.axonframework.extension.springboot.service.connection,org.axonframework.extension.springboot.actuator.axonserver,org.axonframework.extension.springboot,org.axonframework.extension.springboot.util.jpa,org.axonframework.extension.springboot.actuator","util,connection,axonserver,springboot,jpa,actuator",""
"axon-eventsourcing-5.0.3","axon-modelling-5.0.3",6,7,0.8571428571428571,"org.axonframework.modelling,org.axonframework.modelling.repository,org.axonframework.modelling.annotation,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.configuration,org.axonframework.modelling.entity","modelling,repository,annotation,configuration,entity",""
"axon-modelling-5.0.3","axon-modelling-5.0.3",6,7,0.8571428571428571,"org.axonframework.modelling.repository,org.axonframework.modelling.entity.child,org.axonframework.modelling,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.entity,org.axonframework.modelling.annotation","repository,child,modelling,annotation,entity",""
"axon-server-connector-5.0.3","axon-server-connector-5.0.3",5,5,1,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event","connector,util,command,query,event",""
