"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","externalTypeNames","Source Cypher File: domains/external-dependencies/queries/External_package_usage_per_artifact_sorted.cypher"
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.postgresql",2,2,26,45,26,173.0769230769231,"PostgresqlEventStorageEngine,PostgresqlConfigurationEnhancer",""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.testcontainer",2,6,26,45,26,173.0769230769231,"AxonServerContainer",""
"axoniq-spring-boot-autoconfigure-5.1.1","org.slf4j",2,3,26,45,26,173.0769230769231,"LoggerFactory,Logger",""
"axoniq-spring-boot-autoconfigure-5.1.1","org.springframework.boot.docker.compose.core",2,5,26,45,26,173.0769230769231,"ConnectionPorts,RunningService",""
"axoniq-spring-boot-autoconfigure-5.1.1","org.springframework.boot.docker.compose.service.connection",2,5,26,45,26,173.0769230769231,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory",""
"axoniq-spring-boot-autoconfigure-5.1.1","org.springframework.context",2,4,26,45,26,173.0769230769231,"ApplicationContextAware,ApplicationContext",""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.axonserver.connector",1,1,26,45,26,173.0769230769231,"AxonServerConnection",""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.axonserver.connector.control",1,1,26,45,26,173.0769230769231,"ControlChannel",""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.messaging.commandhandling.distributed",1,4,26,45,26,173.0769230769231,"DistributedCommandBusConfiguration",""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.messaging.queryhandling.distributed",1,4,26,45,26,173.0769230769231,"DistributedQueryBusConfiguration",""
"axoniq-spring-boot-autoconfigure-5.1.1","jakarta.persistence",1,3,26,45,26,173.0769230769231,"EntityManagerFactory",""
"axoniq-spring-boot-autoconfigure-5.1.1","org.axonframework.extension.springboot.util",1,1,26,45,26,173.0769230769231,"RegisterDefaultEntities",""
"axoniq-spring-boot-autoconfigure-5.1.1","org.springframework.beans",1,1,26,45,26,173.0769230769231,"BeansException",""
"axoniq-spring-boot-autoconfigure-5.1.1","org.springframework.lang",1,1,26,45,26,173.0769230769231,"Nullable",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.grpc.event.dcb",36,132,79,125,24,158.22784810126583,"Tag,TagsAndNamesCriterion,SourceEventsRequest$Builder,Tag$Builder,ConsistencyCondition$Builder,StreamEventsRequest,Criterion$Builder,TagsAndNamesCriterion$Builder,StreamEventsRequest$Builder,SourceEventsRequest,ConsistencyCondition,Criterion,TaggedEvent,GetTailResponse,GetSequenceAtResponse,GetHeadResponse,Event,SourceEventsResponse,SequencedEvent,AppendEventsResponse,StreamEventsResponse,Event$Builder,TaggedEvent$Builder,AddSnapshotRequest$Builder,GetLastSnapshotRequest$Builder,Snapshot,AddSnapshotRequest,GetLastSnapshotRequest,AddSnapshotResponse,GetLastSnapshotResponse,Snapshot$Builder",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.grpc",34,220,79,125,24,158.22784810126583,"ErrorMessage,ProcessingKey,ProcessingInstruction$Builder,SerializedObject$Builder,SerializedObject,ErrorMessage$Builder,MetaDataValue$Builder,MetaDataValue,MetaDataValue$DataCase,ProcessingInstruction",""
"axon-server-connector-5.1.1","io.grpc",26,60,79,125,24,158.22784810126583,"ClientCall$Listener,ForwardingClientCallListener$SimpleForwardingClientCallListener,CallOptions,Channel,ClientCall,ClientInterceptor,MethodDescriptor,ManagedChannelBuilder,Status,StatusRuntimeException,Status$Code,ForwardingClientCall$SimpleForwardingClientCall,Metadata,Metadata$AsciiMarshaller,Metadata$Key",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.connector",23,128,79,125,24,158.22784810126583,"ReplyChannel,FlowControl,Registration,AxonServerConnectionFactory,AxonServerConnection,ResultStream,AxonServerConnectionFactory$Builder",""
"axon-server-connector-5.1.1","org.slf4j",19,70,79,125,24,158.22784810126583,"Logger,LoggerFactory",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.grpc.query",14,98,79,125,24,158.22784810126583,"QueryRequest,SubscriptionQuery,QueryResponse,QueryUpdate,QueryResponse$Builder,QueryUpdate$Builder,QueryRequest$Builder",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.grpc.control",13,86,79,125,24,158.22784810126583,"QuerySubscription,CommandSubscription,UpdateType,TopologyChange,NodeInfo$Builder,NodeInfo,EventProcessorInfo$Builder,EventProcessorInfo,EventProcessorInfo$SegmentStatus$Builder,EventProcessorInfo$SegmentStatus",""
"axon-server-connector-5.1.1","org.jspecify.annotations",10,10,79,125,24,158.22784810126583,"NullMarked",""
"axon-server-connector-5.1.1","com.google.protobuf",9,39,79,125,24,158.22784810126583,"MessageLite,ByteString",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.connector.event",9,40,79,125,24,158.22784810126583,"DcbEventChannel,DcbEventChannel$AppendEventsTransaction,EventChannel,AggregateEventStream,AppendEventsTransaction,EventStream,SnapshotChannel",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.grpc.command",8,64,79,125,24,158.22784810126583,"CommandResponse,Command,CommandResponse$Builder,Command$Builder",""
"axon-server-connector-5.1.1","io.axoniq.framework.messaging.queryhandling.distributed",7,24,79,125,24,158.22784810126583,"QueryBusConnector$Handler,QueryBusConnector$UpdateCallback,QueryBusConnector,PayloadConvertingQueryBusConnector",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.connector.query",6,19,79,125,24,158.22784810126583,"QueryHandler,QueryHandler$UpdateHandler,SubscriptionQueryResult,QueryDefinition,QueryChannel",""
"axon-server-connector-5.1.1","io.axoniq.framework.messaging.commandhandling.distributed",6,22,79,125,24,158.22784810126583,"CommandBusConnector$ResultCallback,CommandBusConnector,PayloadConvertingCommandBusConnector,CommandBusConnector$Handler",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.grpc.event",5,31,79,125,24,158.22784810126583,"Event,Event$Builder,EventWithToken,ConfirmationWithConsistencyMarker",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.connector.control",4,5,79,125,24,158.22784810126583,"ControlChannel,ProcessorInstructionHandler",""
"axon-server-connector-5.1.1","io.grpc.stub",2,5,79,125,24,158.22784810126583,"ClientResponseObserver,ClientCallStreamObserver",""
"axon-server-connector-5.1.1","reactor.core.scheduler",2,2,79,125,24,158.22784810126583,"Scheduler,Schedulers",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.connector.admin",1,3,79,125,24,158.22784810126583,"AdminChannel",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.connector.command",1,3,79,125,24,158.22784810126583,"CommandChannel",""
"axon-server-connector-5.1.1","io.axoniq.axonserver.connector.impl",1,3,79,125,24,158.22784810126583,"ServerAddress",""
"axon-server-connector-5.1.1","io.grpc.netty.shaded.io.grpc.netty",1,1,79,125,24,158.22784810126583,"GrpcSslContexts",""
"axon-server-connector-5.1.1","io.grpc.netty.shaded.io.netty.handler.ssl",1,2,79,125,24,158.22784810126583,"SslContextBuilder",""
"axon-server-connector-5.1.1","org.springframework.boot.context.properties",1,1,79,125,24,158.22784810126583,"ConfigurationProperties",""
"axon-metrics-micrometer-5.1.1","io.micrometer.core.instrument",37,141,19,21,8,110.5263157894737,"MeterRegistry,Tag,Timer$Builder,Timer,Clock,Tags,Gauge$Builder,Gauge,Counter",""
"axon-metrics-micrometer-5.1.1","org.jspecify.annotations",3,3,19,21,8,110.5263157894737,"NullMarked",""
"axon-metrics-micrometer-5.1.1","org.springframework.boot.autoconfigure",3,3,19,21,8,110.5263157894737,"AutoConfigureAfter,AutoConfigureBefore,AutoConfiguration",""
"axon-metrics-micrometer-5.1.1","org.springframework.boot.autoconfigure.condition",3,6,19,21,8,110.5263157894737,"ConditionalOnMissingBean,ConditionalOnProperty,ConditionalOnClass",""
"axon-metrics-micrometer-5.1.1","io.micrometer.core.instrument.simple",2,4,19,21,8,110.5263157894737,"SimpleMeterRegistry",""
"axon-metrics-micrometer-5.1.1","org.springframework.boot.context.properties",2,2,19,21,8,110.5263157894737,"EnableConfigurationProperties,ConfigurationProperties",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.springboot.autoconfig",1,1,19,21,8,110.5263157894737,"AxonAutoConfiguration",""
"axon-metrics-micrometer-5.1.1","org.springframework.context.annotation",1,3,19,21,8,110.5263157894737,"Bean",""
"axon-conversion-5.1.1","org.apache.avro",16,54,41,39,15,95.1219512195122,"Schema,SchemaCompatibility$Incompatibility,AvroRuntimeException,SchemaCompatibility$SchemaIncompatibilityType,SchemaCompatibility$SchemaCompatibilityResult,SchemaCompatibility$SchemaPairCompatibility,InvalidAvroMagicException,SchemaNormalization,SchemaCompatibility,SchemaCompatibility$SchemaCompatibilityType,InvalidNumberEncodingException",""
"axon-conversion-5.1.1","com.fasterxml.jackson.databind",8,42,41,39,15,95.1219512195122,"JsonNode,ObjectMapper,JavaType",""
"axon-conversion-5.1.1","org.apache.avro.message",8,28,41,39,15,95.1219512195122,"SchemaStore,BinaryMessageEncoder,BinaryMessageDecoder,BadHeaderException",""
"axon-conversion-5.1.1","org.slf4j",8,39,41,39,15,95.1219512195122,"LoggerFactory,Logger",""
"axon-conversion-5.1.1","tools.jackson.databind",8,39,41,39,15,95.1219512195122,"ObjectMapper,JavaType,JsonNode",""
"axon-conversion-5.1.1","org.apache.avro.generic",7,29,41,39,15,95.1219512195122,"GenericDatumReader,GenericRecord,GenericData",""
"axon-conversion-5.1.1","org.jspecify.annotations",5,5,41,39,15,95.1219512195122,"NullMarked",""
"axon-conversion-5.1.1","org.apache.avro.specific",4,14,41,39,15,95.1219512195122,"SpecificData,SpecificRecordBase",""
"axon-conversion-5.1.1","com.fasterxml.jackson.databind.node",3,12,41,39,15,95.1219512195122,"ObjectNode,JsonNodeType",""
"axon-conversion-5.1.1","tools.jackson.core",3,6,41,39,15,95.1219512195122,"JacksonException",""
"axon-conversion-5.1.1","tools.jackson.databind.node",3,12,41,39,15,95.1219512195122,"JsonNodeType,ObjectNode",""
"axon-conversion-5.1.1","tools.jackson.databind.json",2,5,41,39,15,95.1219512195122,"JsonMapper$Builder,JsonMapper",""
"axon-conversion-5.1.1","com.fasterxml.jackson.core",1,1,41,39,15,95.1219512195122,"JsonProcessingException",""
"axon-conversion-5.1.1","org.apache.avro.io",1,3,41,39,15,95.1219512195122,"DecoderFactory",""
"axon-conversion-5.1.1","org.apache.commons.lang3.tuple",1,4,41,39,15,95.1219512195122,"Pair",""
"axon-test-5.1.1","org.hamcrest",44,196,79,19,6,24.050632911392405,"Matcher,Description,BaseMatcher,TypeSafeMatcher,CoreMatchers,StringDescription",""
"axon-test-5.1.1","org.junit.jupiter.api.extension",8,28,79,19,6,24.050632911392405,"ParameterResolver,BeforeEachCallback,ParameterResolutionException,ExtensionContext,ExtensionContext$Namespace,AfterEachCallback,ExtensionContext$Store,ParameterContext",""
"axon-test-5.1.1","org.jspecify.annotations",5,5,79,19,6,24.050632911392405,"NullMarked",""
"axon-test-5.1.1","org.slf4j",2,3,79,19,6,24.050632911392405,"Logger,LoggerFactory",""
"axon-test-5.1.1","org.awaitility",1,1,79,19,6,24.050632911392405,"Awaitility",""
"axon-test-5.1.1","org.awaitility.core",1,2,79,19,6,24.050632911392405,"ConditionFactory",""
"axon-common-5.1.1","org.jspecify.annotations",15,15,175,28,11,16,"NullMarked",""
"axon-common-5.1.1","org.slf4j",14,49,175,28,11,16,"LoggerFactory,Logger",""
"axon-common-5.1.1","javax.cache.event",8,26,175,28,11,16,"CacheEntryCreatedListener,CacheEntryExpiredListener,CacheEntryRemovedListener,CacheEntryListener,CacheEntryUpdatedListener,CacheEntryEvent,CacheEntryListenerException,CacheEntryEventFilter",""
"axon-common-5.1.1","org.ehcache.event",8,30,175,28,11,16,"EventType,CacheEvent,CacheEventListener,EventFiring,EventOrdering",""
"axon-common-5.1.1","jakarta.persistence",5,11,175,28,11,16,"EntityManager,EntityManagerFactory",""
"axon-common-5.1.1","com.fasterxml.jackson.databind",3,14,175,28,11,16,"ObjectMapper,JsonNode,SerializationFeature",""
"axon-common-5.1.1","javax.cache.configuration",3,9,175,28,11,16,"Factory,CacheEntryListenerConfiguration",""
"axon-common-5.1.1","com.fasterxml.jackson.databind.node",2,16,175,28,11,16,"ArrayNode,ObjectNode",""
"axon-common-5.1.1","javax.cache",1,13,175,28,11,16,"Cache",""
"axon-common-5.1.1","org.ehcache.config",1,2,175,28,11,16,"CacheRuntimeConfiguration",""
"axon-common-5.1.1","org.ehcache.core",1,13,175,28,11,16,"Ehcache",""
"axon-eventsourcing-5.1.1","org.slf4j",16,41,128,19,6,14.84375,"LoggerFactory,Logger",""
"axon-eventsourcing-5.1.1","jakarta.persistence",15,52,128,19,6,14.84375,"TypedQuery,EntityManager,SequenceGenerator,Index,Column,GeneratedValue,GenerationType,Id,Entity,Basic,Table,Lob,EntityExistsException",""
"axon-eventsourcing-5.1.1","org.jspecify.annotations",11,11,128,19,6,14.84375,"NullMarked",""
"axon-eventsourcing-5.1.1","IdTypeParameterResolver",1,1,128,19,6,14.84375,"IdTypeParameterResolver",""
"axon-eventsourcing-5.1.1","ScannedEntityCreator",1,4,128,19,6,14.84375,"ScannedEntityCreator",""
"axon-eventsourcing-5.1.1","WrappedEventCriteriaBuilderMethod",1,1,128,19,6,14.84375,"WrappedEventCriteriaBuilderMethod",""
"axon-update-5.1.1","org.slf4j",14,45,28,3,2,10.714285714285715,"Logger,LoggerFactory",""
"axon-update-5.1.1","org.jspecify.annotations",5,5,28,3,2,10.714285714285715,"NullMarked",""
"axon-messaging-5.1.1","org.jspecify.annotations",57,57,633,33,8,5.213270142180095,"NullMarked",""
"axon-messaging-5.1.1","org.slf4j",54,202,633,33,8,5.213270142180095,"Logger,LoggerFactory",""
"axon-messaging-5.1.1","com.fasterxml.jackson.annotation",19,33,633,33,8,5.213270142180095,"JsonCreator,JsonProperty,JsonIgnore,JsonTypeInfo$Id,JsonTypeInfo,JsonGetter",""
"axon-messaging-5.1.1","jakarta.persistence",19,115,633,33,8,5.213270142180095,"EntityManager,EntityTransaction,EntityManagerFactory,LockModeType,Basic,Id,Column,Entity,Lob,IdClass,Query,TypedQuery",""
"axon-messaging-5.1.1","reactor.core.publisher",13,45,633,33,8,5.213270142180095,"Flux,Mono,FluxSink,MonoSink",""
"axon-messaging-5.1.1","org.reactivestreams",7,26,633,33,8,5.213270142180095,"Publisher,Subscriber,Subscription",""
"axon-messaging-5.1.1","jakarta.validation",5,16,633,33,8,5.213270142180095,"ConstraintViolation,Validator,ValidatorFactory,Validation",""
"axon-messaging-5.1.1","reactor.util.concurrent",2,4,633,33,8,5.213270142180095,"Queues",""
"axon-modelling-5.1.1","org.jspecify.annotations",7,7,99,3,2,3.0303030303030303,"NullMarked",""
"axon-modelling-5.1.1","org.slf4j",4,17,99,3,2,3.0303030303030303,"LoggerFactory,Logger",""
