"artifactName","artifactPackages","artifactTypes","artifactExternalPackagesFirst2Levels","artifactExternalCallingPackages","artifactExternalCallingPackagesRate","externalPackageNameFirst2Levels","numberOfPackages","numberOfTypes","packagesCallingExternalRate","typesCallingExternalRate","nameOfPackages","someTypeNames","Source Cypher File: domains/external-dependencies/queries/External_second_level_package_usage_per_artifact_and_external_package.cypher"
"axon-modelling-5.1.1",7,99,2,7,100,"org.jspecify",7,7,100,7.070707070707071,"org.axonframework.modelling,org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.entity.child,org.axonframework.modelling.repository,org.axonframework.modelling.annotation,org.axonframework.modelling.configuration","org.axonframework.modelling.package-info,org.axonframework.modelling.entity.package-info,org.axonframework.modelling.entity.annotation.package-info,org.axonframework.modelling.entity.child.package-info,org.axonframework.modelling.repository.package-info,org.axonframework.modelling.annotation.package-info,org.axonframework.modelling.configuration.package-info",""
"axon-modelling-5.1.1",7,99,2,7,100,"org.slf4j",2,2,28.571428571428573,2.0202020202020203,"org.axonframework.modelling,org.axonframework.modelling.entity.annotation","org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",""
"axon-server-connector-5.1.1",10,79,7,10,100,"io.axoniq",10,42,100,53.16455696202532,"io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.api.command,io.axoniq.framework.axonserver.connector.api.query,io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.shared,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.configuration","io.axoniq.framework.axonserver.connector.snapshot.AxonServerSnapshotStore,io.axoniq.framework.axonserver.connector.api.AxonServerException,io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager,io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager$Builder,io.axoniq.framework.axonserver.connector.api.command.AxonServerCommandDispatchException,io.axoniq.framework.axonserver.connector.api.command.AxonServerRemoteCommandHandlingException,io.axoniq.framework.axonserver.connector.api.command.AxonServerNonTransientRemoteCommandHandlingException,io.axoniq.framework.axonserver.connector.api.query.AxonServerRemoteQueryHandlingException,io.axoniq.framework.axonserver.connector.api.query.AxonServerNonTransientRemoteQueryHandlingException",""
"axon-server-connector-5.1.1",10,79,7,10,100,"org.jspecify",10,10,100,12.658227848101266,"io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.api.command,io.axoniq.framework.axonserver.connector.api.query,io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.shared,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.configuration","io.axoniq.framework.axonserver.connector.snapshot.package-info,io.axoniq.framework.axonserver.connector.api.package-info,io.axoniq.framework.axonserver.connector.api.command.package-info,io.axoniq.framework.axonserver.connector.api.query.package-info,io.axoniq.framework.axonserver.connector.event.package-info,io.axoniq.framework.axonserver.connector.shared.package-info,io.axoniq.framework.axonserver.connector.command.package-info,io.axoniq.framework.axonserver.connector.query.package-info,io.axoniq.framework.axonserver.connector.util.package-info",""
"axon-server-connector-5.1.1",10,79,7,10,100,"com.google",6,9,60,11.39240506329114,"io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.shared,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.util","io.axoniq.framework.axonserver.connector.snapshot.AxonServerSnapshotStore,io.axoniq.framework.axonserver.connector.event.TaggedEventConverter,io.axoniq.framework.axonserver.connector.event.ConditionConverter,io.axoniq.framework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,io.axoniq.framework.axonserver.connector.shared.ExceptionConverter,io.axoniq.framework.axonserver.connector.command.CommandConverter,io.axoniq.framework.axonserver.connector.query.QueryConverter,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor$1",""
"axon-server-connector-5.1.1",10,79,7,10,100,"io.grpc",6,9,60,11.39240506329114,"io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.shared,io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.configuration","io.axoniq.framework.axonserver.connector.snapshot.AxonServerSnapshotStore,io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager$Builder,io.axoniq.framework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1,io.axoniq.framework.axonserver.connector.shared.GrpcExceptionParser,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor,io.axoniq.framework.axonserver.connector.util.UpstreamAwareStreamObserver,io.axoniq.framework.axonserver.connector.configuration.ManagedChannelCustomizer",""
"axon-server-connector-5.1.1",10,79,7,10,100,"org.slf4j",4,12,40,15.18987341772152,"io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.util","io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine,io.axoniq.framework.axonserver.connector.event.StreamingEventMessageStream,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,io.axoniq.framework.axonserver.connector.event.SourcingEventMessageStream,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector",""
"axon-server-connector-5.1.1",10,79,7,10,100,"org.springframework",1,1,10,1.2658227848101267,"io.axoniq.framework.axonserver.connector.api","io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration",""
"axon-server-connector-5.1.1",10,79,7,10,100,"reactor.core",1,1,10,1.2658227848101267,"io.axoniq.framework.axonserver.connector.util","io.axoniq.framework.axonserver.connector.util.PriorityTaskSchedulers",""
"axon-test-5.1.1",5,79,5,5,100,"org.jspecify",5,5,100,6.329113924050633,"org.axonframework.test,org.axonframework.test.matchers,org.axonframework.test.fixture,org.axonframework.test.extension,org.axonframework.test.util","org.axonframework.test.package-info,org.axonframework.test.matchers.package-info,org.axonframework.test.fixture.package-info,org.axonframework.test.extension.package-info,org.axonframework.test.util.package-info",""
"axon-test-5.1.1",5,79,5,5,100,"org.hamcrest",3,22,60,27.848101265822788,"org.axonframework.test.matchers,org.axonframework.test.fixture,org.axonframework.test.util","org.axonframework.test.matchers.ListWithAnyOfMatcher,org.axonframework.test.matchers.EqualsMatcher,org.axonframework.test.matchers.SequenceMatcher,org.axonframework.test.matchers.ListMatcher,org.axonframework.test.matchers.PayloadMatcher,org.axonframework.test.matchers.PredicateMatcher,org.axonframework.test.matchers.ListWithAllOfMatcher,org.axonframework.test.matchers.MapStringEntryMatcher$Matching,org.axonframework.test.matchers.Matchers",""
"axon-test-5.1.1",5,79,5,5,100,"org.awaitility",1,1,20,1.2658227848101267,"org.axonframework.test.fixture","org.axonframework.test.fixture.AxonTestThenMessage",""
"axon-test-5.1.1",5,79,5,5,100,"org.junit",1,1,20,1.2658227848101267,"org.axonframework.test.extension","org.axonframework.test.extension.AxonFrameworkExtension",""
"axon-test-5.1.1",5,79,5,5,100,"org.slf4j",1,1,20,1.2658227848101267,"org.axonframework.test.matchers","org.axonframework.test.matchers.DeepEqualsMatcher",""
"axon-tracing-opentelemetry-5.1.1",1,6,3,1,100,"io.opentelemetry",1,5,100,83.33333333333334,"org.axonframework.extension.tracing.opentelemetry","org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpan,org.axonframework.extension.tracing.opentelemetry.MetadataContextSetter,org.axonframework.extension.tracing.opentelemetry.MetadataContextGetter,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory",""
"axon-tracing-opentelemetry-5.1.1",1,6,3,1,100,"org.jspecify",1,1,100,16.666666666666668,"org.axonframework.extension.tracing.opentelemetry","org.axonframework.extension.tracing.opentelemetry.package-info",""
"axon-tracing-opentelemetry-5.1.1",1,6,3,1,100,"org.slf4j",1,1,100,16.666666666666668,"org.axonframework.extension.tracing.opentelemetry","org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpan",""
"axon-update-5.1.1",5,28,2,5,100,"org.jspecify",5,5,100,17.857142857142858,"org.axonframework.update,org.axonframework.update.api,org.axonframework.update.detection,org.axonframework.update.common,org.axonframework.update.configuration","org.axonframework.update.package-info,org.axonframework.update.api.package-info,org.axonframework.update.detection.package-info,org.axonframework.update.common.package-info,org.axonframework.update.configuration.package-info",""
"axon-update-5.1.1",5,28,2,5,100,"org.slf4j",3,7,60,25,"org.axonframework.update,org.axonframework.update.detection,org.axonframework.update.configuration","org.axonframework.update.LoggingUpdateCheckerReporter,org.axonframework.update.UpdateCheckerHttpClient,org.axonframework.update.UpdateChecker,org.axonframework.update.UpdateCheckerConfigurationEnhancer,org.axonframework.update.detection.MachineId,org.axonframework.update.detection.AxonVersionDetector,org.axonframework.update.configuration.PropertyFileUsagePropertyProvider",""
"axoniq-spring-boot-autoconfigure-5.1.1",5,26,6,5,100,"org.jspecify",5,5,100,19.23076923076923,"io.axoniq.framework.springboot,io.axoniq.framework.springboot.actuator,io.axoniq.framework.springboot.actuator.axonserver,io.axoniq.framework.springboot.autoconfig,io.axoniq.framework.springboot.service.connection","io.axoniq.framework.springboot.package-info,io.axoniq.framework.springboot.actuator.package-info,io.axoniq.framework.springboot.actuator.axonserver.package-info,io.axoniq.framework.springboot.autoconfig.package-info,io.axoniq.framework.springboot.service.connection.package-info",""
