"artifactName","artifactPackages","artifactTypes","numberOfPackages","numberOfExternalPackages","externalPackageNames","maxPackagesCallingExternalRate","maxTypesCallingExternalRate","somePackageNames","someTypeNames","Source Cypher File: domains/external-dependencies/queries/External_package_usage_per_internal_package_count.cypher"
"axon-test-5.1.1",5,79,5,1,"org.jspecify.annotations",100,6.329113924050633,"org.axonframework.test,org.axonframework.test.matchers,org.axonframework.test.fixture,org.axonframework.test.extension,org.axonframework.test.util","org.axonframework.test.package-info,org.axonframework.test.matchers.package-info,org.axonframework.test.fixture.package-info,org.axonframework.test.extension.package-info,org.axonframework.test.util.package-info",""
"axon-update-5.1.1",5,28,5,1,"org.jspecify.annotations",100,17.857142857142858,"org.axonframework.update,org.axonframework.update.api,org.axonframework.update.detection,org.axonframework.update.common,org.axonframework.update.configuration","org.axonframework.update.package-info,org.axonframework.update.api.package-info,org.axonframework.update.detection.package-info,org.axonframework.update.common.package-info,org.axonframework.update.configuration.package-info",""
"axoniq-spring-boot-autoconfigure-5.1.1",5,26,5,1,"org.jspecify.annotations",100,19.23076923076923,"io.axoniq.framework.springboot,io.axoniq.framework.springboot.actuator,io.axoniq.framework.springboot.actuator.axonserver,io.axoniq.framework.springboot.autoconfig,io.axoniq.framework.springboot.service.connection","io.axoniq.framework.springboot.package-info,io.axoniq.framework.springboot.actuator.package-info,io.axoniq.framework.springboot.actuator.axonserver.package-info,io.axoniq.framework.springboot.autoconfig.package-info,io.axoniq.framework.springboot.service.connection.package-info",""
"axon-common-5.1.1",15,175,4,1,"org.slf4j",26.666666666666668,4.571428571428571,"org.axonframework.common,org.axonframework.common.lifecycle,org.axonframework.common.property,org.axonframework.common.configuration","org.axonframework.common.IdentifierFactory,org.axonframework.common.TypeReflectionUtils,org.axonframework.common.TypeReflectionUtils$VarMap,org.axonframework.common.lifecycle.ShutdownLatch,org.axonframework.common.property.AbstractMethodPropertyAccessStrategy,org.axonframework.common.configuration.DefaultComponentRegistry,org.axonframework.common.configuration.DefaultAxonApplication$AxonConfigurationImpl,org.axonframework.common.configuration.DefaultAxonApplication",""
"axon-conversion-5.1.1",5,41,4,1,"org.slf4j",80,9.75609756097561,"org.axonframework.conversion,org.axonframework.conversion.jackson,org.axonframework.conversion.avro,org.axonframework.conversion.jackson2","org.axonframework.conversion.ChainingContentTypeConverter,org.axonframework.conversion.jackson.JacksonConverter,org.axonframework.conversion.avro.AvroConverter,org.axonframework.conversion.jackson2.Jackson2Converter",""
"axon-eventsourcing-5.1.1",11,128,4,1,"org.slf4j",36.36363636363637,7.03125,"org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.handler.SnapshottingEntityLifecycleHandler,org.axonframework.eventsourcing.eventstore.DefaultEventStoreTransaction,org.axonframework.eventsourcing.eventstore.SnapshotCapableEventStorageEngine,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator",""
"axon-server-connector-5.1.1",10,79,4,1,"org.slf4j",40,15.18987341772152,"io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.util","io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine,io.axoniq.framework.axonserver.connector.event.StreamingEventMessageStream,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,io.axoniq.framework.axonserver.connector.event.SourcingEventMessageStream,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector",""
"axon-messaging-5.1.1",57,633,3,2,"com.fasterxml.jackson.annotation,org.reactivestreams",5.263157894736842,0.9478672985781991,"org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.core","org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken,org.axonframework.messaging.eventhandling.processing.streaming.token.GlobalSequenceTrackingToken,org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken,org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken,org.axonframework.messaging.eventhandling.processing.streaming.token.store.ConfigToken,org.axonframework.messaging.core.RemoteExceptionDescription",""
"axon-metrics-micrometer-5.1.1",3,19,3,2,"io.micrometer.core.instrument,org.jspecify.annotations",100,68.42105263157896,"org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.reservoir,org.axonframework.extension.metrics.micrometer.springboot","org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$1,org.axonframework.extension.metrics.micrometer.CapacityMonitor,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.TagsUtil,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor$1,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.extension.metrics.micrometer.CapacityMonitor$1",""
"axon-server-connector-5.1.1",10,79,3,2,"io.axoniq.axonserver.connector.control,io.axoniq.axonserver.grpc.control",30,7.59493670886076,"io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.configuration","io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService,io.axoniq.framework.axonserver.connector.configuration.AxonServerConfigurationEnhancer",""
"axon-test-5.1.1",5,79,3,1,"org.hamcrest",60,27.848101265822788,"org.axonframework.test.matchers,org.axonframework.test.fixture,org.axonframework.test.util","org.axonframework.test.matchers.ListWithAnyOfMatcher,org.axonframework.test.matchers.EqualsMatcher,org.axonframework.test.matchers.SequenceMatcher,org.axonframework.test.matchers.ListMatcher,org.axonframework.test.matchers.PayloadMatcher,org.axonframework.test.matchers.PredicateMatcher,org.axonframework.test.matchers.ListWithAllOfMatcher,org.axonframework.test.matchers.MapStringEntryMatcher$Matching,org.axonframework.test.matchers.Matchers",""
"axon-update-5.1.1",5,28,3,1,"org.slf4j",60,25,"org.axonframework.update,org.axonframework.update.detection,org.axonframework.update.configuration","org.axonframework.update.LoggingUpdateCheckerReporter,org.axonframework.update.UpdateCheckerHttpClient,org.axonframework.update.UpdateChecker,org.axonframework.update.UpdateCheckerConfigurationEnhancer,org.axonframework.update.detection.MachineId,org.axonframework.update.detection.AxonVersionDetector,org.axonframework.update.configuration.PropertyFileUsagePropertyProvider",""
"axoniq-spring-boot-autoconfigure-5.1.1",5,26,3,1,"org.springframework.boot.actuate.health",60,15.384615384615385,"io.axoniq.framework.springboot.actuator,io.axoniq.framework.springboot.actuator.axonserver,io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.springboot.actuator.HealthStatus,io.axoniq.framework.springboot.actuator.axonserver.AxonServerStatusAggregator,io.axoniq.framework.springboot.actuator.axonserver.AxonServerHealthIndicator,io.axoniq.framework.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"axon-messaging-5.1.1",57,633,2,1,"jakarta.persistence",3.508771929824561,1.1058451816745656,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa,org.axonframework.messaging.core.unitofwork.transaction.jpa","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStoreConfiguration,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore,org.axonframework.messaging.core.unitofwork.transaction.jpa.JpaTransactionalExecutorProvider,org.axonframework.messaging.core.unitofwork.transaction.jpa.EntityManagerTransactionManager$2,org.axonframework.messaging.core.unitofwork.transaction.jpa.EntityManagerTransactionManager,org.axonframework.messaging.core.unitofwork.transaction.jpa.JpaTransactionalExecutorProvider$1",""
"axon-metrics-micrometer-5.1.1",3,19,2,1,"io.micrometer.core.instrument.simple",66.66666666666667,10.526315789473685,"org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.springboot","org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer,org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-modelling-5.1.1",7,99,2,1,"org.slf4j",28.571428571428573,2.0202020202020203,"org.axonframework.modelling,org.axonframework.modelling.entity.annotation","org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",""
"axon-server-connector-5.1.1",10,79,2,4,"io.axoniq.axonserver.grpc.event.dcb,io.axoniq.axonserver.connector.event,io.axoniq.framework.messaging.commandhandling.distributed,io.axoniq.framework.messaging.queryhandling.distributed",20,8.860759493670887,"io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.event","io.axoniq.framework.axonserver.connector.snapshot.AxonServerSnapshotStore,io.axoniq.framework.axonserver.connector.event.TaggedEventConverter,io.axoniq.framework.axonserver.connector.event.ConditionConverter,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine,io.axoniq.framework.axonserver.connector.event.StreamingEventMessageStream,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,io.axoniq.framework.axonserver.connector.event.SourcingEventMessageStream",""
"axoniq-spring-boot-autoconfigure-5.1.1",5,26,2,1,"org.springframework.boot.context.properties",40,23.076923076923077,"io.axoniq.framework.springboot,io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.springboot.PostgresqlProperties,io.axoniq.framework.springboot.DeadLetterQueueProcessorProperties,io.axoniq.framework.springboot.TagsConfigurationProperties,io.axoniq.framework.springboot.autoconfig.PostgresqlAutoConfiguration,io.axoniq.framework.springboot.autoconfig.AxonServerAutoConfiguration,io.axoniq.framework.springboot.autoconfig.DeadLetterQueueAutoConfiguration",""
"axon-common-5.1.1",15,175,1,9,"org.ehcache.event,javax.cache.event,javax.cache.configuration,org.ehcache.core,org.ehcache.config,javax.cache,com.fasterxml.jackson.databind.node,com.fasterxml.jackson.databind,jakarta.persistence",6.666666666666667,2.2857142857142856,"org.axonframework.common.caching","org.axonframework.common.caching.EhCacheAdapter$CacheEventListenerAdapter,org.axonframework.common.caching.EhCacheAdapter$1,org.axonframework.common.caching.EhCacheAdapter",""
"axon-conversion-5.1.1",5,41,1,13,"tools.jackson.databind,tools.jackson.core,tools.jackson.databind.node,tools.jackson.databind.json,org.apache.avro,org.apache.avro.specific,org.apache.avro.generic,org.apache.avro.message,org.apache.commons.lang3.tuple,org.apache.avro.io,com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.node,com.fasterxml.jackson.core",20,14.634146341463413,"org.axonframework.conversion.jackson","org.axonframework.conversion.jackson.ByteArrayToJsonNodeConverter,org.axonframework.conversion.jackson.ObjectNodeToJsonNodeConverter,org.axonframework.conversion.jackson.JsonNodeToByteArrayConverter,org.axonframework.conversion.jackson.JacksonConverter,org.axonframework.conversion.jackson.JsonNodeToObjectNodeConverter",""
"axon-eventsourcing-5.1.1",11,128,1,4,"jakarta.persistence,WrappedEventCriteriaBuilderMethod,IdTypeParameterResolver,ScannedEntityCreator",9.090909090909092,3.125,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator",""
"axon-messaging-5.1.1",57,633,1,2,"jakarta.validation,reactor.util.concurrent",1.7543859649122806,0.315955766192733,"org.axonframework.messaging.core.interception","org.axonframework.messaging.core.interception.BeanValidationInterceptor,org.axonframework.messaging.core.interception.JSR303ViolationException",""
"axon-metrics-micrometer-5.1.1",3,19,1,5,"org.springframework.boot.autoconfigure.condition,org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.axonframework.extension.springboot.autoconfig,org.springframework.boot.context.properties",33.333333333333336,10.526315789473685,"org.axonframework.extension.metrics.micrometer.springboot","org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-server-connector-5.1.1",10,79,1,12,"org.springframework.boot.context.properties,io.grpc.netty.shaded.io.netty.handler.ssl,io.axoniq.axonserver.connector.impl,io.grpc.netty.shaded.io.grpc.netty,io.axoniq.axonserver.grpc.event,io.axoniq.axonserver.connector.admin,io.axoniq.axonserver.grpc.command,io.axoniq.axonserver.connector.command,io.axoniq.axonserver.connector.query,io.axoniq.axonserver.grpc.query,reactor.core.scheduler,io.grpc.stub",10,6.329113924050633,"io.axoniq.framework.axonserver.connector.api","io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration",""
"axon-test-5.1.1",5,79,1,4,"org.slf4j,org.awaitility,org.awaitility.core,org.junit.jupiter.api.extension",20,1.2658227848101267,"org.axonframework.test.matchers","org.axonframework.test.matchers.DeepEqualsMatcher",""
"axon-tracing-opentelemetry-5.1.1",1,6,1,6,"io.opentelemetry.context.propagation,io.opentelemetry.api,io.opentelemetry.api.trace,io.opentelemetry.context,org.slf4j,org.jspecify.annotations",100,66.66666666666667,"org.axonframework.extension.tracing.opentelemetry","org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.extension.tracing.opentelemetry.MetadataContextSetter,org.axonframework.extension.tracing.opentelemetry.MetadataContextGetter,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory",""
"axoniq-spring-boot-autoconfigure-5.1.1",5,26,1,23,"io.axoniq.framework.messaging.deadletter,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition,org.springframework.boot.autoconfigure,io.axoniq.framework.messaging.eventhandling.deadletter.jdbc,io.axoniq.framework.messaging.eventhandling.deadletter,io.axoniq.framework.postgresql,io.axoniq.framework.messaging.eventhandling.deadletter.jpa,org.axonframework.extension.springboot.util,jakarta.persistence,org.springframework.beans,io.axoniq.framework.messaging.commandhandling.distributed,org.springframework.context,io.axoniq.axonserver.connector,org.springframework.lang,io.axoniq.framework.messaging.queryhandling.distributed,io.axoniq.axonserver.connector.control,org.springframework.boot.autoconfigure.service.connection,org.springframework.boot.docker.compose.service.connection,org.springframework.boot.docker.compose.core,org.slf4j,org.springframework.boot.testcontainers.service.connection,io.axoniq.framework.testcontainer",20,23.076923076923077,"io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.springboot.autoconfig.JdbcDeadLetterQueueAutoConfiguration,io.axoniq.framework.springboot.autoconfig.JpaDeadLetterQueueAutoConfiguration",""
