"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"io.axoniq.axonserver.grpc.event.dcb",1,6,28,104,113,1195,"ConsistencyCondition,SourceEventsRequest,Tag,TagsAndNamesCriterion$Builder,Criterion,StreamEventsRequest$Builder,SourceEventsRequest$Builder,ConsistencyCondition$Builder,Criterion$Builder",""
"io.axoniq.axonserver.grpc.query",1,5,14,98,113,1195,"QueryRequest,QueryResponse,SubscriptionQuery,QueryResponse$Builder,QueryUpdate,QueryUpdate$Builder,QueryRequest$Builder",""
"io.opentelemetry.api.trace",1,3,9,46,113,1195,"Tracer,SpanKind,Span,SpanBuilder,StatusCode,SpanContext",""
"io.opentelemetry.context.propagation",1,4,9,15,113,1195,"TextMapSetter,TextMapPropagator,ContextPropagators,TextMapGetter",""
"jakarta.validation",1,2,5,16,113,1195,"ConstraintViolation,Validator,ValidatorFactory,Validation",""
"javax.cache.configuration",1,2,3,9,113,1195,"Factory,CacheEntryListenerConfiguration",""
"javax.cache.event",1,1,8,26,113,1195,"CacheEntryEvent,CacheEntryEventFilter,CacheEntryRemovedListener,CacheEntryUpdatedListener,CacheEntryListenerException,CacheEntryExpiredListener,CacheEntryListener,CacheEntryCreatedListener",""
"org.apache.avro.generic",1,6,7,30,113,1195,"GenericDatumReader,GenericRecord,GenericData",""
"org.apache.avro.specific",1,2,4,14,113,1195,"SpecificRecordBase,SpecificData",""
"org.axonframework.extension.spring.conversion.avro",1,1,3,8,113,1195,"ClasspathAvroSchemaLoader,SpecificRecordBaseClasspathAvroSchemaLoader,AvroSchemaPackages",""
"org.ehcache.event",1,3,8,30,113,1195,"EventType,EventFiring,EventOrdering,CacheEventListener,CacheEvent",""
"org.springframework.beans.factory",1,2,4,15,113,1195,"BeanFactory,NoSuchBeanDefinitionException,BeanClassLoaderAware,BeanFactoryUtils",""
"org.springframework.boot.context.properties.bind",1,1,2,7,113,1195,"DefaultValue,ConstructorBinding",""
"org.springframework.boot.docker.compose.core",1,1,2,5,113,1195,"ConnectionPorts,RunningService",""
"org.springframework.boot.docker.compose.service.connection",1,1,2,5,113,1195,"DockerComposeConnectionDetailsFactory,DockerComposeConnectionSource",""
"org.springframework.boot.testcontainers.service.connection",1,2,4,9,113,1195,"ContainerConnectionDetailsFactory,ContainerConnectionSource,ContainerConnectionDetailsFactory$ContainerConnectionDetails",""
"org.springframework.context",1,3,5,9,113,1195,"ApplicationContextAware,ApplicationContext",""
"org.testcontainers.containers",1,1,2,7,113,1195,"ContainerLaunchException,GenericContainer",""
"org.testcontainers.containers.wait.strategy",1,1,2,3,113,1195,"HttpWaitStrategy,Wait",""
"org.testcontainers.utility",1,1,2,9,113,1195,"MountableFile,DockerImageName",""
"reactor.core.scheduler",1,1,2,2,113,1195,"Scheduler,Schedulers",""
