"artifactName","fullQualifiedPackageName","packageName","instability","instabilityTypes","instabilityInterfaces","instabilityPackages","instabilityArtifacts","p.outgoingDependencies","p.incomingDependencies","p.outgoingDependentTypes","p.incomingDependentTypes","p.outgoingDependentInterfaces","p.incomingDependentInterfaces","p.outgoingDependentPackages","p.incomingDependentPackages","p.outgoingDependentArtifacts","p.incomingDependentArtifacts","Source Cypher File: domains/internal-dependencies/queries/object-oriented-design-metrics/Calculate_and_set_Instability_for_Java.cypher"
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","api",0.3898305084745763,0.5,0,0.25,0.5,23,36,16,16,0,0,3,9,1,1,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","api",0.41935483870967744,0.3333333333333333,0.5,0.3,0.5,13,18,6,12,3,3,3,7,1,1,""
"axon-common-5.1.2","org.axonframework.common.property","property",0.4411764705882353,0.4444444444444444,1,0.3333333333333333,0,15,19,8,10,1,0,2,4,0,2,""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","connection",0.4444444444444444,0.3333333333333333,0,0.3333333333333333,0,4,5,2,4,0,0,1,2,0,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","annotation",0.4806122448979592,0.398989898989899,0.6071428571428571,0.3235294117647059,0.25,471,509,79,119,17,11,11,23,1,3,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","util",0.48148148148148145,0.5294117647058824,0,0.3333333333333333,1,13,14,9,8,0,0,2,4,1,0,""
"axon-update-5.1.2","org.axonframework.update.common","common",0.5,0.5,0,0.5,0,1,1,1,1,0,0,1,1,0,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","queryhandling",0.5461065573770492,0.42857142857142855,0.6216216216216216,0.391304347826087,0.5,533,443,48,64,23,14,9,14,2,2,""
"axon-common-5.1.2","org.axonframework.common.lock","lock",0.5526315789473685,0.6111111111111112,1,0.6666666666666666,0,21,17,11,7,2,0,2,1,0,0,""
"axon-update-5.1.2","org.axonframework.update.detection","detection",0.5555555555555556,0.5,0,0.6666666666666666,1,5,4,2,2,0,0,2,1,1,0,""
"axon-update-5.1.2","org.axonframework.update.configuration","configuration",0.5588235294117647,0.47058823529411764,1,0.5,1,19,15,8,9,2,0,2,2,1,0,""
"axon-common-5.1.2","org.axonframework.common.jdbc","jdbc",0.5641025641025641,0.4782608695652174,1,0.5555555555555556,0,22,17,11,12,5,0,5,4,0,2,""
"axon-test-5.1.2","org.axonframework.test.matchers","matchers",0.573170731707317,0.6,1,0.75,1,47,35,24,16,4,0,6,2,2,0,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.shared","shared",0.5849056603773585,0.6578947368421053,0,0.7333333333333333,1,31,22,25,13,0,0,11,4,4,0,""
"axon-modelling-5.1.2","org.axonframework.modelling","modelling",0.5909090909090909,0.45454545454545453,0.6538461538461539,0.5,0.5,182,126,30,36,17,9,10,10,2,2,""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.actuator.axonserver","axonserver",0.6,0.6666666666666666,0,0.6666666666666666,1,3,2,2,1,0,0,2,1,1,0,""
"axon-test-5.1.2","org.axonframework.test","test",0.6190476190476191,0.4666666666666667,1,0.5,1,13,8,7,8,3,0,4,4,2,0,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api.command","command",0.625,0.8,0,0.6666666666666666,0,5,3,4,1,0,0,2,1,0,0,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api.query","query",0.625,0.8,0,0.6666666666666666,1,5,3,4,1,0,0,2,1,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","transaction",0.64,0.43478260869565216,0.8571428571428571,0.3333333333333333,0.5,32,18,10,13,6,1,4,8,1,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.conversion","conversion",0.660377358490566,0.2916666666666667,0.8333333333333334,0.3333333333333333,0.3333333333333333,35,18,7,17,5,1,6,12,2,4,""
"axon-common-5.1.2","org.axonframework.common.caching","caching",0.6615384615384615,0.5416666666666666,1,0.6666666666666666,0,43,22,13,11,3,0,2,1,0,0,""
"axon-common-5.1.2","org.axonframework.common.jpa","jpa",0.6666666666666666,0.45454545454545453,1,0.625,0,14,7,5,6,3,0,5,3,0,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.6666666666666666,0.43548387096774194,0.7142857142857143,0.5,0.5,234,117,27,35,15,6,10,10,1,1,""
"axon-test-5.1.2","org.axonframework.test.extension","extension",0.6875,0.7272727272727273,1,0.8333333333333334,1,11,5,8,3,1,0,5,1,1,0,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","eventsourcing",0.7183098591549296,0.4838709677419355,0.7333333333333333,0.6666666666666666,1,102,40,15,16,11,4,10,5,3,0,""
"axon-conversion-5.1.2","org.axonframework.conversion.avro","avro",0.7205882352941176,0.6666666666666666,1,0.8333333333333334,1,49,19,16,8,6,0,5,1,1,0,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","child",0.7311178247734139,0.5254237288135594,0.6818181818181818,0.75,1,242,89,31,28,15,7,9,3,2,0,""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","springboot",0.7333333333333333,0.7,1,0.75,1,11,4,7,3,2,0,3,1,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.7619047619047619,0.4444444444444444,1,0.6666666666666666,0,16,5,4,5,4,0,4,2,0,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","replay",0.7755905511811023,0.5681818181818182,0.7,0.5333333333333333,1,197,57,25,19,14,6,8,7,2,0,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","eventstore",0.7817460317460317,0.5298013245033113,0.7727272727272727,0.52,0.6,985,275,80,71,34,10,13,12,3,2,""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson","jackson",0.8076923076923077,0.8333333333333334,1,0.6666666666666666,0.5,21,5,10,2,3,0,4,2,1,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration.reflection","reflection",0.8181818181818182,0.6111111111111112,1,0.4,0.5,36,8,11,7,5,0,4,6,1,1,""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson2","jackson2",0.84,0.9090909090909091,1,0.8,1,21,4,10,1,3,0,4,1,1,0,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation","annotation",0.8407079646017699,0.71875,1,0.75,1,95,18,23,9,10,0,12,4,3,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","sequencing",0.85,0.47058823529411764,1,0.6111111111111112,1,136,24,16,18,9,0,11,7,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.correlation","correlation",0.8631578947368421,0.5789473684210527,0.9,0.5714285714285714,1,82,13,11,8,9,1,4,3,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","configuration",0.866877971473851,0.7534246575342466,0.8461538461538461,0.7916666666666666,0.5,547,84,55,18,33,6,19,5,1,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity","entity",0.8761706555671176,0.59375,0.8076923076923077,0.625,0.6666666666666666,842,119,38,26,21,5,10,6,2,1,""
"axon-test-5.1.2","org.axonframework.test.util","util",0.8770053475935828,0.7142857142857143,1,0.8,1,164,23,25,10,12,0,8,2,2,0,""
"axon-tracing-opentelemetry-5.1.2","org.axonframework.extension.tracing.opentelemetry","opentelemetry",0.8809523809523809,0.8666666666666667,1,0.8,1,37,5,13,2,5,0,4,1,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.retry","retry",0.8861386138613861,0.6129032258064516,0.9166666666666666,0.7142857142857143,1,179,23,19,12,11,1,5,2,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction.jdbc","jdbc",0.8888888888888888,0.75,1,0.8,0.5,24,3,9,3,4,0,8,2,1,1,""
"axon-test-5.1.2","org.axonframework.test.fixture","fixture",0.8895300906842539,0.7184466019417476,0.975,0.8888888888888888,1,1079,134,74,29,39,1,16,2,3,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.gateway","gateway",0.9052132701421801,0.6875,0.9285714285714286,0.7272727272727273,1,191,20,22,10,13,1,8,3,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.9117647058823529,0.8461538461538461,1,0.75,1,31,3,11,2,3,0,6,2,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","annotation",0.9176470588235294,0.7045454545454546,1,0.5,0.5,234,21,31,13,13,0,6,6,1,1,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.snapshot","snapshot",0.9230769230769231,0.8571428571428571,1,0.8333333333333334,1,12,1,6,1,2,0,5,1,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.tracing","tracing",0.9240506329113924,0.75,1,0.8333333333333334,1,73,6,12,4,7,0,5,1,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","jdbc",0.9248554913294798,0.75,1,0.9166666666666666,1,160,13,24,8,8,0,11,1,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction.jpa","jpa",0.926605504587156,0.76,1,0.8181818181818182,0.6666666666666666,101,8,19,6,10,0,9,2,2,1,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.query","query",0.9267241379310345,0.8444444444444444,1,0.8666666666666667,1,215,17,38,7,12,0,13,2,3,0,""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer","micrometer",0.928,0.7317073170731707,1,0.8461538461538461,1,232,18,30,11,12,0,11,2,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.gateway","gateway",0.9333333333333333,0.7272727272727273,1,0.7,1,126,9,16,6,9,0,7,3,1,0,""
"axon-update-5.1.2","org.axonframework.update","update",0.9345794392523364,0.8888888888888888,1,0.8888888888888888,1,100,7,24,3,7,0,8,1,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing","processing",0.940677966101695,0.65625,0.9166666666666666,0.5625,0.3333333333333333,222,14,21,11,11,1,9,7,1,2,""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","configuration",0.9420289855072463,0.7454545454545455,0.8787878787878788,0.8333333333333334,0.6666666666666666,585,36,41,14,29,4,10,2,2,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.annotation","annotation",0.9444444444444444,0.8333333333333334,1,0.8,1,17,1,5,1,3,0,4,1,1,0,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","annotation",0.9491525423728814,0.7529411764705882,0.8823529411764706,0.8260869565217391,0.75,896,48,64,21,30,4,19,4,3,1,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.command","command",0.9519230769230769,0.8888888888888888,1,0.8666666666666667,1,99,5,24,3,6,0,13,2,3,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.timeout","timeout",0.9528795811518325,0.8214285714285714,1,0.8888888888888888,1,182,9,23,5,13,0,8,1,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.configuration","configuration",0.9543478260869566,0.7073170731707317,0.9411764705882353,0.7142857142857143,0.5,439,21,29,12,16,1,10,4,1,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.tracing","tracing",0.9570552147239264,0.8181818181818182,1,0.875,1,156,7,18,4,12,0,7,1,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.tracing","tracing",0.9574468085106383,0.8181818181818182,1,0.8571428571428571,1,135,6,18,4,11,0,6,1,1,0,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","annotation",0.9602446483180428,0.7916666666666666,1,0.7222222222222222,0.6666666666666666,314,13,38,10,20,0,13,5,2,1,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","reflection",0.9611650485436893,0.8214285714285714,1,0.8461538461538461,1,198,8,23,5,10,0,11,2,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",0.9611650485436893,0.9,1,0.9090909090909091,1,99,4,18,2,6,0,10,1,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay.annotation","annotation",0.9636363636363636,0.8620689655172413,1,0.9,1,159,6,25,4,13,0,9,1,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.configuration","configuration",0.9636963696369637,0.7741935483870968,0.9444444444444444,0.6666666666666666,0.3333333333333333,292,11,24,7,17,1,8,4,1,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.configuration","configuration",0.9636963696369637,0.7741935483870968,0.9444444444444444,0.6666666666666666,0.3333333333333333,292,11,24,7,17,1,8,4,1,2,""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","autoconfig",0.9642857142857143,0.8529411764705882,1,0.9230769230769231,1,135,5,29,5,10,0,12,1,4,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","interception",0.9674728940783986,0.6956521739130435,1,0.7333333333333333,0.5,1160,39,48,21,27,0,11,4,1,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","annotation",0.967741935483871,0.875,1,0.8333333333333334,0,30,1,7,1,5,0,5,1,0,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.annotation","annotation",0.9711111111111111,0.7818181818181819,0.9583333333333334,0.7222222222222222,0.5,437,13,43,12,23,1,13,5,1,1,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.972027972027972,0.8333333333333334,1,0.8,1,417,12,30,6,15,0,8,2,2,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","annotation",0.9756838905775076,0.8153846153846154,0.9629629629629629,0.7894736842105263,0.5,642,16,53,12,26,1,15,4,1,1,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.configuration","configuration",0.9769820971867008,0.8378378378378378,1,0.8571428571428571,0.8,382,9,31,6,15,0,12,2,4,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.977906186267845,0.8442622950819673,0.9629629629629629,0.875,0.6666666666666666,2877,65,103,19,52,2,21,3,2,1,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","handler",0.9785330948121646,0.8611111111111112,1,0.8235294117647058,1,547,12,31,5,20,0,14,3,4,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.interception","interception",0.9819819819819819,0.7777777777777778,1,0.6666666666666666,1,218,4,14,4,10,0,6,3,1,0,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","configuration",0.9827008928571429,0.8586956521739131,1,0.9666666666666667,1,1761,31,79,13,45,0,29,1,4,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.9838362068965517,0.8524590163934426,0.9428571428571428,0.8235294117647058,0.5,913,15,52,9,33,2,14,3,1,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.interception","interception",0.9839679358717435,0.8666666666666667,1,0.75,1,491,8,26,4,16,0,6,2,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.gateway","gateway",0.9855769230769231,0.8947368421052632,1,0.75,1,205,3,17,2,14,0,6,2,1,0,""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.event","event",0.9861538461538462,0.8780487804878049,1,0.9047619047619048,1,1282,18,72,10,29,0,19,2,3,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.annotation","annotation",0.9878640776699029,0.8648648648648649,0.9444444444444444,0.7857142857142857,1,407,5,32,5,17,1,11,3,1,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.interception","interception",0.9881188118811881,0.8620689655172413,1,0.8,1,499,6,25,4,16,0,8,2,1,0,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.9887556221889056,0.8873239436619719,1,0.9444444444444444,1,1319,15,63,8,28,0,17,1,3,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.interception","interception",0.9900990099009901,0.9375,1,0.8571428571428571,0,500,5,15,1,15,0,6,1,0,0,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration","configuration",0.9985805535841022,0.9529411764705882,1,0.8787878787878788,0.5,2814,4,81,4,42,0,29,4,2,2,""
