"externalModuleName","numberOfInternalModules","sumNumberOfUsedExternalDeclarations","minNumberOfUsedExternalDeclarations","maxNumberOfUsedExternalDeclarations","medNumberOfUsedExternalDeclarations","avgNumberOfUsedExternalDeclarations","stdNumberOfUsedExternalDeclarations","sumNumberOfInternalElements","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","internalModuleExamples","Source Cypher File: domains/external-dependencies/queries/External_module_usage_spread_for_Typescript.cypher"
"@types/react",6,34,1,12,4.5,5.666666666666667,4.179314138308661,38,1,14,4,6.333333333333333,5.715476066494082,0.15408320493066255,2.1571648690292755,0.6163328197226502,0.9758602978941964,0.880658870029905,"react-router,context,server,utils",""
"node:path",6,6,1,1,1,1,0,11,1,3,1.5,1.8333333333333333,0.983192080250175,0.15408320493066255,0.4622496147919877,0.23112480739599384,0.2824858757062147,0.15149338678739216,"normalizeSlashes,flatRoutes,react-router-fs-routes,utils",""
"readline",6,10,1,4,1,1.6666666666666665,1.2110601416389966,6,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"prompts-confirm,prompts-multi-select,prompts-prompt-base,prompts-select",""
"sisteransi",6,27,3,7,4,4.5,1.378404875209022,6,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"prompts-confirm,prompts-multi-select,prompts-prompt-base,prompts-select",""
"@babel/lib",5,49,2,17,8,9.8,6.496152707564686,7,1,3,1,1.4,0.8944271909999159,0.15408320493066255,0.4622496147919877,0.15408320493066255,0.21571648690292755,0.13781620816639692,"useJavascript,remove-exports,route-chunks,styles",""
"fs",5,17,2,5,3,3.4,1.51657508881031,8,1,2,2,1.6,0.5477225575051662,0.15408320493066255,0.3081664098613251,0.3081664098613251,0.24653312788906007,0.08439484707321511,"flatRoutes,utils,vite,plugin",""
"http",5,11,1,3,2,2.2,0.8366600265340756,9,1,2,2,1.8,0.4472135954999579,0.15408320493066255,0.3081664098613251,0.3081664098613251,0.2773497688751926,0.06890810408319845,"server,vite,plugin,node-adapter",""
"@types/pick",4,4,1,1,1,1,0,6,1,3,1,1.5,1,0.15408320493066255,0.4622496147919877,0.15408320493066255,0.2311248073959938,0.15408320493066255,"routes,vite,plugin,config",""
"@cloudflare/workers-types",3,44,4,22,18,14.666666666666668,9.451631252505218,10,1,5,4,3.333333333333333,2.0816659994661326,0.15408320493066255,0.7704160246533127,0.6163328197226502,0.5136106831022085,0.3207497687929326,"react-router-cloudflare,worker,workersKVStorage",""
"@types/babel__core",3,8,2,3,3,2.6666666666666665,0.5773502691896257,3,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"vite,plugin,useJavascript",""
"@types/babel__traverse",3,17,2,11,4,5.666666666666666,4.725815626252609,3,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"remove-exports,styles,with-props",""
"lexer",3,4,1,2,1,1.3333333333333333,0.5773502691896258,5,1,2,2,1.6666666666666667,0.5773502691896258,0.15408320493066255,0.3081664098613251,0.3081664098613251,0.25680534155110424,0.08895997984431829,"vite,plugin,virtual-route-modules",""
"node:process",3,3,1,1,1,1,0,7,1,4,2,2.3333333333333335,1.5275252316519465,0.15408320493066255,0.6163328197226502,0.3081664098613251,0.35952747817154596,0.23536598330538466,"create-react-router,prompts-prompt-base,utils",""
"node:url",3,4,1,2,1,1.3333333333333333,0.5773502691896257,3,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"copy-template,vite,plugin",""
"@architect/functions",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"arcTableSessionStorage,react-router-architect",""
"@architect/tables",2,6,3,3,3,3,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"arcTableSessionStorage,react-router-architect",""
"@babel/babel-parser",2,3,1,2,1.5,1.5,0.7071067811865476,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"remove-exports,with-props",""
"@mjackson/node-fetch-server",2,4,2,2,2,2,0,4,2,2,2,2,0,0.3081664098613251,0.3081664098613251,0.3081664098613251,0.3081664098613251,0,"server,react-router-node",""
"@types/api-gateway-proxy",2,18,3,15,9,9,8.48528137423857,7,2,5,3.5,3.5,2.1213203435596424,0.3081664098613251,0.7704160246533127,0.5392912172573189,0.5392912172573189,0.32685983722028383,"server,react-router-architect",""
"@types/express",2,19,3,16,9.5,9.5,9.192388155425117,6,2,4,3,3,1.4142135623730951,0.3081664098613251,0.6163328197226502,0.4622496147919877,0.4622496147919877,0.21790655814685592,"react-router-express,server",""
"@types/express-serve-static-core",2,3,1,2,1.5,1.5,0.7071067811865476,5,2,3,2.5,2.5,0.7071067811865476,0.3081664098613251,0.4622496147919877,0.38520801232665636,0.38520801232665636,0.108953279073428,"react-router-express,server",""
"@types/handler",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"server,react-router-architect",""
"@types/jsesc",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"vite,plugin",""
"@types/qs",2,2,1,1,1,1,0,5,2,3,2.5,2.5,0.7071067811865476,0.3081664098613251,0.4622496147919877,0.38520801232665636,0.38520801232665636,0.108953279073428,"react-router-express,server",""
"@types/stream",2,8,4,4,4,4,0,6,3,3,3,3,0,0.4622496147919877,0.4622496147919877,0.4622496147919877,0.4622496147919877,0,"stream,react-router-node",""
"async_hooks",2,2,1,1,1,1,0,8,4,4,4,4,0,0.6163328197226502,0.6163328197226502,0.6163328197226502,0.6163328197226502,0,"server,react-router",""
"cli",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"cloudflare,cloudflare-dev-proxy",""
"crypto",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"vite,plugin",""
"esm",2,6,1,5,3,3,2.8284271247461903,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"flatRoutes,config",""
"module-runner",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"vite,plugin",""
"node:crypto",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"vite,plugin",""
"rollup",2,6,3,3,3,3,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"vite,plugin",""
"url",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"vite,plugin",""
"@types/APIGatewayProxyEventHeaders.""content-type",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"server",""
"@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"server",""
"@types/events",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"prompts-prompt-base",""
"@types/isEqual",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"config",""
"@types/kebabCase",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"plugin",""
"@types/semver",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"run",""
"@types/timers",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"prompts-select",""
"arg",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"run",""
"arg.Result.""--no-typescript",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"run",""
"exit-hook",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"commands",""
"inspector",1,3,3,3,3,3,0,3,3,3,3,3,0,0.4622496147919877,0.4622496147919877,0.4622496147919877,0.4622496147919877,0,"profiler",""
"node:child_process",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"config",""
"node:inspector",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"profiler",""
"node:readline",1,3,3,3,3,3,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"prompts-prompt-base",""
"p-map",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"prerender",""
"prettier",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"useJavascript",""
"server",1,4,4,4,4,4,0,2,2,2,2,2,0,0.3081664098613251,0.3081664098613251,0.3081664098613251,0.3081664098613251,0,"vite-node",""
"types",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15408320493066255,0.15408320493066255,0.15408320493066255,0.15408320493066255,0,"utils",""
