"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: domains/internal-dependencies/queries/path-finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-tracing-opentelemetry-5.1.1",,,true,,,2,990,108,80,6,1,6,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core/unitofwork,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core/annotation,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/conversion","axon-tracing-opentelemetry-5.1.1 -> axon-messaging-5.1.1,axon-tracing-opentelemetry-5.1.1 -> axon-conversion-5.1.1,axon-tracing-opentelemetry-5.1.1 -> axon-common-5.1.1","",""
"axon-tracing-opentelemetry-5.1.1",,,true,,,3,976,100,65,10,1,10,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/replay,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/annotation,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/core/unitofwork/transaction","axon-tracing-opentelemetry-5.1.1 -> axon-messaging-5.1.1,axon-tracing-opentelemetry-5.1.1 -> axon-common-5.1.1","",""
"axon-tracing-opentelemetry-5.1.1",,,true,,,4,597,94,49,11,1,11,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/conversion,/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/messaging/eventhandling/gateway","axon-tracing-opentelemetry-5.1.1 -> axon-messaging-5.1.1,axon-tracing-opentelemetry-5.1.1 -> axon-common-5.1.1","",""
"axon-tracing-opentelemetry-5.1.1",,,true,,,5,90,35,22,1,1,1,"/org/axonframework/extension/tracing/opentelemetry -> /org/axonframework/common/function","axon-tracing-opentelemetry-5.1.1 -> axon-common-5.1.1","",""
"axon-update-5.1.1",,,false,,,1,777,118,98,5,2,4,"/org/axonframework/update -> /org/axonframework/update/api,/org/axonframework/update/detection -> /org/axonframework/update/api,/org/axonframework/update -> /org/axonframework/update/detection,/org/axonframework/update -> /org/axonframework/update/common","axon-update-5.1.1 -> axon-update-5.1.1","",""
"axon-update-5.1.1",,,true,,,1,777,118,98,7,5,3,"/org/axonframework/update -> /org/axonframework/common,/org/axonframework/update -> /org/axonframework/common/annotation,/org/axonframework/update/api -> /org/axonframework/common/annotation,/org/axonframework/update/detection -> /org/axonframework/common/annotation","axon-update-5.1.1 -> axon-common-5.1.1","",""
"axon-update-5.1.1",,,true,,,2,990,108,80,6,5,3,"/org/axonframework/update/api -> /org/axonframework/common,/org/axonframework/update/detection -> /org/axonframework/common,/org/axonframework/update/common -> /org/axonframework/common,/org/axonframework/update/configuration -> /org/axonframework/common","axon-update-5.1.1 -> axon-common-5.1.1","",""
"axoniq-spring-boot-autoconfigure-5.1.1",,,false,,,1,777,118,98,4,2,4,"/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot,/io/axoniq/framework/springboot/actuator/axonserver -> /io/axoniq/framework/springboot/actuator,/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot/actuator/axonserver,/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot/service/connection","axoniq-spring-boot-autoconfigure-5.1.1 -> axoniq-spring-boot-autoconfigure-5.1.1","",""
"axoniq-spring-boot-autoconfigure-5.1.1",,,false,,,2,990,108,80,1,1,1,"/io/axoniq/framework/springboot/autoconfig -> /io/axoniq/framework/springboot/actuator","axoniq-spring-boot-autoconfigure-5.1.1 -> axoniq-spring-boot-autoconfigure-5.1.1","",""
"axoniq-spring-boot-autoconfigure-5.1.1",,,true,,,1,777,118,98,10,3,8,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/conversion,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/processing/streaming/pooled,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/core/unitofwork/transaction/jdbc,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/core/unitofwork/transaction/jpa","axoniq-spring-boot-autoconfigure-5.1.1 -> axon-messaging-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-server-connector-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-conversion-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-common-5.1.1","",""
"axoniq-spring-boot-autoconfigure-5.1.1",,,true,,,2,990,108,80,36,3,32,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/interception,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/replay,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/processing","axoniq-spring-boot-autoconfigure-5.1.1 -> axon-messaging-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-server-connector-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-common-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axoniq-spring-boot-autoconfigure-5.1.1",,,true,,,3,976,100,65,16,3,14,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/commandhandling,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/processing/subscribing,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/annotation,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/core/sequencing","axoniq-spring-boot-autoconfigure-5.1.1 -> axon-messaging-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-server-connector-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-common-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-eventsourcing-5.1.1","",""
"axoniq-spring-boot-autoconfigure-5.1.1",,,true,,,4,597,94,49,27,3,25,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/commandhandling/interception,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/commandhandling/gateway,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/commandhandling/annotation,/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/messaging/commandhandling/configuration","axoniq-spring-boot-autoconfigure-5.1.1 -> axon-messaging-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-server-connector-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-conversion-5.1.1,axoniq-spring-boot-autoconfigure-5.1.1 -> axon-common-5.1.1","",""
"axoniq-spring-boot-autoconfigure-5.1.1",,,true,,,5,90,35,22,1,1,1,"/io/axoniq/framework/springboot/autoconfig -> /org/axonframework/eventsourcing/handler","axoniq-spring-boot-autoconfigure-5.1.1 -> axon-eventsourcing-5.1.1","",""
