"artifactName","annotationName","languageElement","numberOfAnnotatedElements","examples","Source Cypher File: Java/Annotated_code_elements_per_artifact.cypher"
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnProperty","Method",5,"org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.disableAxonServerConfigurationEnhancer,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.axonServerConfigurationEnhancer,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.axonServerConfigurationWithConnectionDetails,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.tagsConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.topologyChangeListenerConfigurerModule",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnBean","Class",4,"org.axonframework.extension.springboot.autoconfig.JdbcTransactionAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaTransactionAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","jakarta.annotation.Nullable","Parameter",4,"org.axonframework.extension.springboot.autoconfig.JdbcTransactionAutoConfiguration.axonTransactionManager(1),org.axonframework.extension.springboot.autoconfig.JdbcTransactionAutoConfiguration.axonTransactionManager(2),org.axonframework.extension.springboot.autoconfig.JpaTransactionAutoConfiguration.axonTransactionManager(1),org.axonframework.extension.springboot.autoconfig.JpaTransactionAutoConfiguration.axonTransactionManager(2)",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.AutoConfigureAfter","Class",4,"org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.NoOpTransactionAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.core.annotation.Order","Class",3,"org.axonframework.extension.springboot.util.DefaultEntityRegistrar,org.axonframework.extension.springboot.util.OnQualifiedBeanCondition,org.axonframework.extension.springboot.util.OnMissingQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-5.0.3","java.lang.annotation.Target","Annotation",3,"org.axonframework.extension.springboot.util.RegisterDefaultEntities,org.axonframework.extension.springboot.util.ConditionalOnQualifiedBean,org.axonframework.extension.springboot.util.ConditionalOnMissingQualifiedBean",""
"axon-spring-boot-autoconfigure-5.0.3","java.lang.annotation.Retention","Annotation",3,"org.axonframework.extension.springboot.util.RegisterDefaultEntities,org.axonframework.extension.springboot.util.ConditionalOnQualifiedBean,org.axonframework.extension.springboot.util.ConditionalOnMissingQualifiedBean",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.context.annotation.Primary","Method",3,"org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration.parameterResolverFactory,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration.handlerDefinition,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration.converter",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.context.annotation.Role","Method",2,"org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration.messageHandlerLookup,org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration.springEventSourcedEntityLookup",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","Class",2,"org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$OnMissingDefaultSchemaStoreCondition$SchemaStoreIsMissingCondition,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.util.RegisterDefaultEntities","Class",2,"org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.context.annotation.Conditional","Annotation",2,"org.axonframework.extension.springboot.util.ConditionalOnQualifiedBean,org.axonframework.extension.springboot.util.ConditionalOnMissingQualifiedBean",""
"axon-spring-boot-autoconfigure-5.0.3","java.lang.annotation.Documented","Annotation",2,"org.axonframework.extension.springboot.util.ConditionalOnQualifiedBean,org.axonframework.extension.springboot.util.ConditionalOnMissingQualifiedBean",""
"axon-spring-boot-autoconfigure-5.0.3","jakarta.persistence.PersistenceContext","Method",1,"org.axonframework.extension.springboot.util.jpa.ContainerManagedEntityManagerProvider.setEntityManager",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.context.properties.bind.ConstructorBinding","Constructor",1,"org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties.<init>",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.context.annotation.Import","Annotation",1,"org.axonframework.extension.springboot.util.RegisterDefaultEntities",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnExpression","Method",1,"org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration.defaultAxonCborMapper",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.lang.Nullable","Parameter",1,"org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.clientName(0)",""
"axon-spring-boot-autoconfigure-5.0.3","jakarta.annotation.Nonnull","Field",1,"org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule.properties",""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.common.annotation.Internal","Method",1,"org.axonframework.extension.springboot.EventProcessorProperties.getProcessors",""
"axon-test-5.0.3","jakarta.annotation.Nonnull","Parameter",217,"org.axonframework.test.fixture.RecordingCommandBus.<init>(0),org.axonframework.test.fixture.RecordingCommandBus.dispatch(0),org.axonframework.test.fixture.RecordingCommandBus.subscribe(0),org.axonframework.test.fixture.RecordingCommandBus.subscribe(1),org.axonframework.test.fixture.RecordingCommandBus.describeTo(0),org.axonframework.test.fixture.RecordingCommandBus.resultOf(0),org.axonframework.test.fixture.AxonTestFixture$Customization.<init>(1),org.axonframework.test.fixture.AxonTestFixture$Customization.registerFieldFilter(0),org.axonframework.test.fixture.AxonTestFixture$Customization.registerIgnoredField(0)",""
"axon-test-5.0.3","jakarta.annotation.Nullable","Parameter",12,"org.axonframework.test.fixture.RecordingCommandBus.dispatch(1),org.axonframework.test.fixture.AxonTestThenCommand.<init>(4),org.axonframework.test.fixture.AxonTestThenNothing.<init>(3),org.axonframework.test.fixture.RecordingEventSink.publish(0),org.axonframework.test.fixture.AxonTestThenMessage.<init>(3),org.axonframework.test.fixture.AxonTestThenEvent.<init>(3),org.axonframework.test.fixture.RecordingEventStore.open(1),org.axonframework.test.fixture.RecordingEventStore.firstToken(0),org.axonframework.test.fixture.RecordingEventStore.latestToken(0)",""
"axon-test-5.0.3","org.axonframework.common.annotation.Internal","Class",8,"org.axonframework.test.fixture.RecordingComponentsRegistry,org.axonframework.test.fixture.RecordingCommandBus,org.axonframework.test.fixture.RecordingEventSink,org.axonframework.test.fixture.MessagesRecordingConfigurationEnhancer,org.axonframework.test.util.RecordingCommandBus,org.axonframework.test.fixture.RecordingEventBus,org.axonframework.test.fixture.RecordingEventStore,org.axonframework.test.extension.ProvidedAxonTestFixtureUtils",""
"axon-test-5.0.3","java.lang.SafeVarargs","Constructor",5,"org.axonframework.test.matchers.SequenceMatcher.<init>,org.axonframework.test.matchers.ListMatcher.<init>,org.axonframework.test.matchers.ExactSequenceMatcher.<init>,org.axonframework.test.matchers.ListWithAllOfMatcher.<init>,org.axonframework.test.matchers.ListWithAnyOfMatcher.<init>",""
"axon-test-5.0.3","java.lang.SafeVarargs","Method",4,"org.axonframework.test.matchers.Matchers.listWithAllOf,org.axonframework.test.matchers.Matchers.listWithAnyOf,org.axonframework.test.matchers.Matchers.sequenceOf,org.axonframework.test.matchers.Matchers.exactSequenceOf",""
"axon-test-5.0.3","org.jetbrains.annotations.NotNull","Parameter",3,"org.axonframework.test.fixture.RecordingEventStore.transaction(0),org.axonframework.test.fixture.RecordingEventStore.describeTo(0),org.axonframework.test.util.RecordingMessageMonitor.onMessageIngested(0)",""
"axon-test-5.0.3","jakarta.annotation.Nullable","Method",2,"org.axonframework.test.fixture.RecordingCommandBus.resultOf,org.axonframework.test.extension.AxonFrameworkExtension.resolveParameter",""
"axon-test-5.0.3","java.lang.Deprecated","Method",2,"org.axonframework.test.fixture.AxonTestThenCommand.resultMessagePayloadSatisfies,org.axonframework.test.fixture.AxonTestPhase$Then$Command.resultMessagePayloadSatisfies",""
"axon-test-5.0.3","java.lang.FunctionalInterface","Interface",2,"org.axonframework.test.extension.AxonTestFixtureProvider,org.axonframework.test.matchers.FieldFilter",""
"axon-test-5.0.3","jakarta.annotation.Nonnull","Method",2,"org.axonframework.test.extension.ProvidedAxonTestFixtureUtils.getAxonTestFixtureProvider,org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver.resolveParameterValue",""
"axon-test-5.0.3","jakarta.annotation.Nonnull","Field",1,"org.axonframework.test.fixture.AxonTestFixture$Customization.fieldFilters",""
"axon-test-5.0.3","java.lang.annotation.Retention","Annotation",1,"org.axonframework.test.extension.ProvidedAxonTestFixture",""
"axon-test-5.0.3","java.lang.annotation.Target","Annotation",1,"org.axonframework.test.extension.ProvidedAxonTestFixture",""
"axon-test-5.0.3","org.jetbrains.annotations.NotNull","Method",1,"org.axonframework.test.util.MessageMonitorReport.iterator",""
"axon-test-5.0.3","org.axonframework.common.Priority","Class",1,"org.axonframework.test.FixtureResourceParameterResolverFactory",""
"axon-tracing-opentelemetry-5.0.3","jakarta.annotation.Nonnull","Parameter",8,"org.axonframework.extension.tracing.opentelemetry.MetadataContextSetter.set(1),org.axonframework.extension.tracing.opentelemetry.MetadataContextSetter.set(2),org.axonframework.extension.tracing.opentelemetry.MetadataContextGetter.get(1),org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder.addSpanAttributeProviders(0),org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder.tracer(0)",""
"axon-update-5.0.3","jakarta.annotation.Nonnull","Parameter",36,"org.axonframework.update.UpdateChecker.<init>(0),org.axonframework.update.UpdateChecker.<init>(1),org.axonframework.update.UpdateChecker.<init>(2),org.axonframework.update.common.DelayedTask.<init>(0),org.axonframework.update.common.DelayedTask.of(0),org.axonframework.update.UpdateCheckerConfigurationEnhancer.enhance(0),org.axonframework.update.UpdateCheckerReporter.report(0),org.axonframework.update.UpdateCheckerReporter.report(1),org.axonframework.update.LoggingUpdateCheckerReporter.report(0)",""
"axon-update-5.0.3","jakarta.annotation.Nonnull","Method",26,"org.axonframework.update.UpdateChecker.buildRequest,org.axonframework.update.api.UpdateCheckResponse.upgrades,org.axonframework.update.api.UpdateCheckResponse.vulnerabilities,org.axonframework.update.api.UpdateCheckRequest.libraries,org.axonframework.update.api.Artifact.version,org.axonframework.update.LoggingUpdateCheckerReporter.getCurrentVersionForArtifact,org.axonframework.update.api.DetectedVulnerability.fixVersion,org.axonframework.update.api.DetectedVulnerability.severity,org.axonframework.update.api.DetectedVulnerability.groupId",""
"axon-update-5.0.3","jakarta.annotation.Nonnull","Field",22,"org.axonframework.update.api.DetectedVulnerability.groupId,org.axonframework.update.api.DetectedVulnerability.artifactId,org.axonframework.update.api.DetectedVulnerability.severity,org.axonframework.update.api.DetectedVulnerability.fixVersion,org.axonframework.update.api.DetectedVulnerability.description,org.axonframework.update.api.UpdateCheckRequest.machineId,org.axonframework.update.api.UpdateCheckRequest.instanceId,org.axonframework.update.api.UpdateCheckRequest.osName,org.axonframework.update.api.UpdateCheckRequest.osVersion",""
"axon-update-5.0.3","org.axonframework.common.annotation.Internal","Class",13,"org.axonframework.update.UpdateCheckerHttpClient,org.axonframework.update.detection.MachineId,org.axonframework.update.common.DelayedTask,org.axonframework.update.detection.KotlinVersion,org.axonframework.update.detection.AxonVersionDetector,org.axonframework.update.detection.TestEnvironmentDetector,org.axonframework.update.UpdateCheckerConfigurationEnhancer,org.axonframework.update.configuration.CommandLineUsagePropertyProvider,org.axonframework.update.configuration.EnvironmentVariableUsagePropertyProvider",""
"axon-update-5.0.3","org.axonframework.common.annotation.Internal","Type",5,"org.axonframework.update.api.UpdateCheckResponse,org.axonframework.update.api.UpdateCheckRequest,org.axonframework.update.api.Artifact,org.axonframework.update.api.DetectedVulnerability,org.axonframework.update.api.ArtifactAvailableUpgrade",""
"axon-update-5.0.3","org.axonframework.common.annotation.Internal","Interface",1,"org.axonframework.update.configuration.UsagePropertyProvider",""
"axon-update-5.0.3","org.axonframework.common.annotation.Internal","Enum",1,"org.axonframework.update.api.DetectedVulnerabilitySeverity",""
"axon-update-5.0.3","jakarta.annotation.Nullable","Parameter",1,"org.axonframework.update.api.UpdateCheckResponse.fromRequest(0)",""
"axon-update-5.0.3","java.lang.FunctionalInterface","Interface",1,"org.axonframework.update.configuration.EnvironmentVariableUsagePropertyProvider$EnvironmentVariableSupplier",""
