"artifactName","annotationName","languageElement","numberOfAnnotatedElements","examples","Source Cypher File: Java/Annotated_code_elements_per_artifact.cypher"
"axon-common-5.0.3","java.lang.annotation.Documented","Annotation",1,"org.axonframework.common.annotation.Internal",""
"axon-common-5.0.3","java.lang.annotation.Inherited","Annotation",1,"org.axonframework.common.Priority",""
"axon-common-5.0.3","jakarta.annotation.Nullable","Field",1,"org.axonframework.common.configuration.Component$Identifier.name",""
"axon-conversion-5.0.3","jakarta.annotation.Nonnull","Parameter",97,"org.axonframework.conversion.jackson2.Jackson2Converter.<init>(0),org.axonframework.conversion.jackson2.Jackson2Converter.<init>(1),org.axonframework.conversion.jackson2.Jackson2Converter.convert(1),org.axonframework.conversion.jackson2.Jackson2Converter.describeTo(0),org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter.<init>(0),org.axonframework.conversion.jackson2.ByteArrayToJsonNodeConverter.<init>(0),org.axonframework.conversion.ChainingContentTypeConverter.<init>(0),org.axonframework.conversion.ChainingContentTypeConverter.canConvert(0),org.axonframework.conversion.ChainingContentTypeConverter.canConvert(1)",""
"axon-conversion-5.0.3","jakarta.annotation.Nonnull","Method",49,"org.axonframework.conversion.converter.BlobToInputStreamConverter.expectedSourceType,org.axonframework.conversion.converter.BlobToInputStreamConverter.targetType,org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter.expectedSourceType,org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter.targetType,org.axonframework.conversion.jackson2.ObjectNodeToJsonNodeConverter.expectedSourceType,org.axonframework.conversion.jackson2.ObjectNodeToJsonNodeConverter.targetType,org.axonframework.conversion.jackson2.JsonNodeToObjectNodeConverter.expectedSourceType,org.axonframework.conversion.jackson2.JsonNodeToObjectNodeConverter.targetType,org.axonframework.conversion.jackson2.ByteArrayToJsonNodeConverter.expectedSourceType",""
"axon-conversion-5.0.3","jakarta.annotation.Nullable","Parameter",40,"org.axonframework.conversion.converter.BlobToInputStreamConverter.convert(0),org.axonframework.conversion.jackson2.Jackson2Converter.convert(0),org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter.convert(0),org.axonframework.conversion.jackson2.ObjectNodeToJsonNodeConverter.convert(0),org.axonframework.conversion.jackson2.JsonNodeToObjectNodeConverter.convert(0),org.axonframework.conversion.jackson2.ByteArrayToJsonNodeConverter.convert(0),org.axonframework.conversion.ChainingContentTypeConverter.convert(0),org.axonframework.conversion.PassThroughConverter.convert(0),org.axonframework.conversion.ChainedConverter.convert(0)",""
"axon-conversion-5.0.3","jakarta.annotation.Nullable","Method",39,"org.axonframework.conversion.converter.BlobToInputStreamConverter.convert,org.axonframework.conversion.jackson2.Jackson2Converter.convert,org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter.convert,org.axonframework.conversion.jackson2.ObjectNodeToJsonNodeConverter.convert,org.axonframework.conversion.jackson2.JsonNodeToObjectNodeConverter.convert,org.axonframework.conversion.jackson2.ByteArrayToJsonNodeConverter.convert,org.axonframework.conversion.ChainingContentTypeConverter.convert,org.axonframework.conversion.PassThroughConverter.convert,org.axonframework.conversion.ChainedConverter.convert",""
"axon-conversion-5.0.3","jakarta.annotation.Nonnull","Field",4,"org.axonframework.conversion.avro.AvroConverterConfiguration.strategies,org.axonframework.conversion.avro.AvroConverterConfiguration.schemaStore,org.axonframework.conversion.avro.AvroConverterConfiguration.schemaIncompatibilityChecker,org.axonframework.conversion.avro.AvroConverterConfiguration.avroConverterStrategyConfiguration",""
"axon-conversion-5.0.3","org.axonframework.common.annotation.Internal","Constructor",3,"org.axonframework.conversion.jackson2.Jackson2Converter.<init>,org.axonframework.conversion.jackson.JacksonConverter.<init>,org.axonframework.conversion.avro.AvroConverter.<init>",""
"axon-eventsourcing-5.0.3","jakarta.annotation.Nonnull","Parameter",222,"org.axonframework.eventsourcing.EventSourcingRepository.<init>(0),org.axonframework.eventsourcing.EventSourcingRepository.<init>(1),org.axonframework.eventsourcing.EventSourcingRepository.<init>(2),org.axonframework.eventsourcing.EventSourcingRepository.<init>(3),org.axonframework.eventsourcing.EventSourcingRepository.<init>(4),org.axonframework.eventsourcing.EventSourcingRepository.<init>(5),org.axonframework.eventsourcing.EventSourcingRepository.attach(0),org.axonframework.eventsourcing.EventSourcingRepository.attach(1),org.axonframework.eventsourcing.EventSourcingRepository.load(0)",""
"axon-eventsourcing-5.0.3","jakarta.annotation.Nullable","Parameter",32,"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory.create(1),org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine.appendEvents(1),org.axonframework.eventsourcing.EventSourcedEntityFactory.create(1),org.axonframework.eventsourcing.eventstore.EmptyAppendTransaction.afterCommit(0),org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingAppender.interceptAndAppend(1),org.axonframework.eventsourcing.eventstore.EventStorageEngine.appendEvents(1),org.axonframework.eventsourcing.eventstore.StorageEngineBackedEventStore.publish(0),org.axonframework.eventsourcing.eventstore.StorageEngineBackedEventStore.firstToken(0),org.axonframework.eventsourcing.eventstore.StorageEngineBackedEventStore.latestToken(0)",""
"axon-eventsourcing-5.0.3","jakarta.annotation.Nonnull","Method",30,"org.axonframework.eventsourcing.EventSourcingRepository.entityType,org.axonframework.eventsourcing.EventSourcingRepository.idType,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$IdTypeParameterResolver.resolveParameterValue,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator.tryResolveParameterValue,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver.resolve,org.axonframework.eventsourcing.CriteriaResolver.resolve,org.axonframework.eventsourcing.eventstore.DefaultAppendCondition.consistencyMarker,org.axonframework.eventsourcing.eventstore.DefaultAppendCondition.criteria,org.axonframework.eventsourcing.eventstore.Position.min",""
"axon-eventsourcing-5.0.3","jakarta.annotation.Nullable","Method",8,"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory.create,org.axonframework.eventsourcing.EventSourcedEntityFactory.create,org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils.resolveAggregateIdentifier,org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils.resolveAggregateType,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration.persistenceExceptionResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.aggregateIdentifier,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.aggregateType,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.aggregateSequenceNumber",""
"axon-eventsourcing-5.0.3","jakarta.annotation.Nonnull","Field",8,"org.axonframework.eventsourcing.eventstore.DefaultAppendCondition.consistencyMarker,org.axonframework.eventsourcing.eventstore.DefaultAppendCondition.criteria,org.axonframework.eventsourcing.eventstore.GenericTaggedEventMessage.event,org.axonframework.eventsourcing.eventstore.GenericTaggedEventMessage.tags,org.axonframework.eventsourcing.eventstore.DefaultSourcingCondition.start,org.axonframework.eventsourcing.eventstore.DefaultSourcingCondition.criteria,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration.finalBatchPredicate,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration.eventCoordinator",""
"axon-eventsourcing-5.0.3","java.lang.annotation.Target","Annotation",7,"org.axonframework.eventsourcing.annotation.EventSourcedEntity,org.axonframework.eventsourcing.annotation.EventTag,org.axonframework.eventsourcing.annotation.reflection.EntityCreator,org.axonframework.eventsourcing.annotation.EventTags,org.axonframework.eventsourcing.annotation.reflection.InjectEntityId,org.axonframework.eventsourcing.annotation.EventSourcingHandler,org.axonframework.eventsourcing.annotation.EventCriteriaBuilder",""
"axon-eventsourcing-5.0.3","java.lang.annotation.Retention","Annotation",7,"org.axonframework.eventsourcing.annotation.EventSourcedEntity,org.axonframework.eventsourcing.annotation.EventTag,org.axonframework.eventsourcing.annotation.reflection.EntityCreator,org.axonframework.eventsourcing.annotation.EventTags,org.axonframework.eventsourcing.annotation.reflection.InjectEntityId,org.axonframework.eventsourcing.annotation.EventSourcingHandler,org.axonframework.eventsourcing.annotation.EventCriteriaBuilder",""
"axon-eventsourcing-5.0.3","org.axonframework.common.annotation.Internal","Class",4,"org.axonframework.eventsourcing.eventstore.ContinuousMessageStream,org.axonframework.eventsourcing.eventstore.InterceptingEventStore,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator,org.axonframework.eventsourcing.eventstore.StreamSpliterator",""
"axon-eventsourcing-5.0.3","jakarta.persistence.Basic","Field",4,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.type,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.version,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.timestamp,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.payload",""
"axon-eventsourcing-5.0.3","java.lang.FunctionalInterface","Interface",3,"org.axonframework.eventsourcing.CriteriaResolver,org.axonframework.eventsourcing.EventSourcedEntityFactory,org.axonframework.eventsourcing.eventstore.TagResolver",""
"axon-eventsourcing-5.0.3","org.axonframework.common.annotation.Internal","Interface",2,"org.axonframework.eventsourcing.eventstore.EventCoordinator,org.axonframework.eventsourcing.eventstore.EventStorageEngine",""
"axon-eventsourcing-5.0.3","jakarta.persistence.Lob","Field",2,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.payload,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.metadata",""
"axon-eventsourcing-5.0.3","java.lang.annotation.Repeatable","Annotation",1,"org.axonframework.eventsourcing.annotation.EventTag",""
"axon-eventsourcing-5.0.3","org.axonframework.messaging.eventhandling.annotation.EventHandler","Annotation",1,"org.axonframework.eventsourcing.annotation.EventSourcingHandler",""
"axon-eventsourcing-5.0.3","java.lang.annotation.Documented","Annotation",1,"org.axonframework.eventsourcing.annotation.EventSourcingHandler",""
"axon-eventsourcing-5.0.3","org.axonframework.common.annotation.Internal","Constructor",1,"org.axonframework.eventsourcing.eventstore.InterceptingEventStore.<init>",""
"axon-eventsourcing-5.0.3","jakarta.persistence.Entity","Class",1,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry",""
"axon-eventsourcing-5.0.3","jakarta.persistence.Table","Class",1,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry",""
"axon-eventsourcing-5.0.3","jakarta.annotation.Nullable","Field",1,"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration.persistenceExceptionResolver",""
"axon-eventsourcing-5.0.3","jakarta.persistence.SequenceGenerator","Field",1,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.globalIndex",""
"axon-eventsourcing-5.0.3","jakarta.persistence.Id","Field",1,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.globalIndex",""
"axon-eventsourcing-5.0.3","jakarta.persistence.GeneratedValue","Field",1,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.globalIndex",""
"axon-eventsourcing-5.0.3","jakarta.persistence.Column","Field",1,"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry.identifier",""
"axon-messaging-5.0.3","jakarta.annotation.Nonnull","Parameter",2054,"org.axonframework.messaging.monitoring.MessageMonitor.onMessageIngested(0),org.axonframework.messaging.monitoring.MessageMonitor.onMessagesIngested(0),org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry.describeTo(0),org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$GenericMonitorDefinition.<init>(0),org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory.build(0),org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory.build(1),org.axonframework.messaging.commandhandling.distributed.DistributedCommandBusConfiguration.<init>(2),org.axonframework.messaging.commandhandling.distributed.DistributedCommandBusConfiguration.executorService(0),org.axonframework.messaging.commandhandling.distributed.DistributedCommandBus.<init>(0)",""
"axon-messaging-5.0.3","jakarta.annotation.Nonnull","Method",556,"org.axonframework.messaging.commandhandling.distributed.DistributedCommandBusConfiguration.executorServiceFactory,org.axonframework.messaging.commandhandling.distributed.DelegatingCommandBusConnector.dispatch,org.axonframework.messaging.monitoring.interception.MonitoringEventHandlerInterceptor.interceptOnHandle,org.axonframework.messaging.monitoring.interception.MonitoringQueryHandlerInterceptor.interceptOnHandle,org.axonframework.messaging.monitoring.interception.MonitoringSubscriptionQueryUpdateDispatchInterceptor.interceptOnDispatch,org.axonframework.messaging.monitoring.interception.MonitoringCommandHandlerInterceptor.interceptOnHandle,org.axonframework.messaging.monitoring.interception.MonitoringEventDispatchInterceptor.interceptOnDispatch,org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry.registerMonitor,org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry.registerCommandMonitor",""
"axon-messaging-5.0.3","jakarta.annotation.Nullable","Parameter",253,"org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory.build(2),org.axonframework.messaging.commandhandling.distributed.DistributedCommandBus.dispatch(1),org.axonframework.messaging.commandhandling.distributed.DelegatingCommandBusConnector.dispatch(1),org.axonframework.messaging.monitoring.interception.MonitoringSubscriptionQueryUpdateDispatchInterceptor.interceptOnDispatch(1),org.axonframework.messaging.monitoring.interception.MonitoringEventDispatchInterceptor.interceptOnDispatch(1),org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry.commandMonitor(2),org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry.eventMonitor(2),org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry.queryMonitor(2),org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry.subscriptionQueryUpdateMonitor(2)",""
"axon-messaging-5.0.3","jakarta.annotation.Nullable","Method",51,"org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory.build,org.axonframework.messaging.commandhandling.annotation.CommandDispatcherParameterResolverFactory.createInstance,org.axonframework.messaging.commandhandling.gateway.CommandGateway.sendAndWait,org.axonframework.messaging.eventhandling.annotation.EventAppenderParameterResolverFactory.createInstance,org.axonframework.messaging.eventhandling.replay.annotation.ReplayParameterResolverFactory.createInstance,org.axonframework.messaging.eventhandling.replay.annotation.ReplayContextParameterResolverFactory.createInstance,org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter.convert,org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter.convertPayload,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation.TrackingTokenParameterResolverFactory.createInstance",""
"axon-messaging-5.0.3","org.axonframework.common.annotation.Internal","Class",38,"org.axonframework.messaging.commandhandling.distributed.DistributedCommandBusConfigurationEnhancer,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry,org.axonframework.messaging.commandhandling.annotation.CommandDispatcherParameterResolverFactory,org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain,org.axonframework.messaging.commandhandling.gateway.ContextAwareCommandDispatcher,org.axonframework.messaging.eventhandling.TerminalEventMessage,org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember,org.axonframework.messaging.eventhandling.annotation.MethodEventHandlerDefinition$MethodEventMessageHandlingMember,org.axonframework.messaging.eventhandling.InterceptingEventSink",""
"axon-messaging-5.0.3","jakarta.annotation.Nonnull","Field",32,"org.axonframework.messaging.commandhandling.distributed.DistributedCommandBusConfiguration.executorServiceFactory,org.axonframework.messaging.commandhandling.gateway.ConvertingCommandGateway$ConvertingCommandResult.commandConverter,org.axonframework.messaging.commandhandling.gateway.ConvertingCommandGateway$ConvertingCommandResult.delegate,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStoreConfiguration.schema,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStoreConfiguration.claimTimeout,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStoreConfiguration.nodeId,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStoreConfiguration.loadingLockMode,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStoreConfiguration.claimTimeout,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStoreConfiguration.nodeId",""
"axon-messaging-5.0.3","java.lang.annotation.Target","Annotation",26,"org.axonframework.messaging.commandhandling.annotation.CommandHandler,org.axonframework.messaging.commandhandling.annotation.Command,org.axonframework.messaging.eventhandling.annotation.SequenceNumber,org.axonframework.messaging.eventhandling.annotation.EventHandler,org.axonframework.messaging.eventhandling.annotation.Timestamp,org.axonframework.messaging.eventhandling.annotation.ConcludesBatch,org.axonframework.messaging.eventhandling.annotation.Event,org.axonframework.messaging.eventhandling.replay.annotation.AllowReplay,org.axonframework.messaging.eventhandling.replay.annotation.ReplayContext",""
"axon-messaging-5.0.3","java.lang.annotation.Retention","Annotation",26,"org.axonframework.messaging.commandhandling.annotation.CommandHandler,org.axonframework.messaging.commandhandling.annotation.Command,org.axonframework.messaging.eventhandling.annotation.SequenceNumber,org.axonframework.messaging.eventhandling.annotation.EventHandler,org.axonframework.messaging.eventhandling.annotation.Timestamp,org.axonframework.messaging.eventhandling.annotation.ConcludesBatch,org.axonframework.messaging.eventhandling.annotation.Event,org.axonframework.messaging.eventhandling.replay.annotation.AllowReplay,org.axonframework.messaging.eventhandling.replay.annotation.ReplayContext",""
"axon-messaging-5.0.3","java.lang.FunctionalInterface","Interface",25,"org.axonframework.messaging.commandhandling.distributed.CommandBusConnector$Handler,org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory,org.axonframework.messaging.commandhandling.CommandHandler,org.axonframework.messaging.commandhandling.CommandPriorityCalculator,org.axonframework.messaging.eventhandling.EventHandler,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule$Customization,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$EventFilter,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorModule$Customization",""
"axon-messaging-5.0.3","org.axonframework.common.annotation.Internal","Constructor",13,"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorConfiguration.<init>,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer.<init>,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorConfiguration.<init>,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorsConfigurer.<init>,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment.<init>,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.SequenceCachingEventHandlingComponent.<init>,org.axonframework.messaging.eventhandling.InterceptingEventBus.<init>,org.axonframework.messaging.eventhandling.configuration.EventProcessorConfiguration.<init>,org.axonframework.messaging.eventhandling.configuration.EventProcessingConfigurer.<init>",""
"axon-messaging-5.0.3","com.fasterxml.jackson.annotation.JsonProperty","Parameter",12,"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken.<init>(0),org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken.<init>(1),org.axonframework.messaging.eventhandling.processing.streaming.token.store.ConfigToken.<init>(0),org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.<init>(0),org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.<init>(1),org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.<init>(2),org.axonframework.messaging.eventhandling.processing.streaming.token.GlobalSequenceTrackingToken.<init>(0),org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.<init>(0),org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.<init>(1)",""
"axon-messaging-5.0.3","org.axonframework.common.Priority","Class",11,"org.axonframework.messaging.eventhandling.annotation.SequenceNumberParameterResolverFactory,org.axonframework.messaging.eventhandling.annotation.TimestampParameterResolverFactory,org.axonframework.messaging.core.annotation.HierarchicalParameterResolverFactory,org.axonframework.messaging.core.annotation.MessageIdentifierParameterResolverFactory,org.axonframework.messaging.core.annotation.AggregateTypeParameterResolverFactory,org.axonframework.messaging.core.annotation.SimpleResourceParameterResolverFactory,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory,org.axonframework.messaging.core.annotation.InterceptorChainParameterResolverFactory,org.axonframework.messaging.core.annotation.SourceIdParameterResolverFactory",""
"axon-messaging-5.0.3","org.axonframework.common.annotation.Internal","Interface",10,"org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry,org.axonframework.messaging.commandhandling.annotation.CommandHandlingMember,org.axonframework.messaging.eventhandling.annotation.EventHandlingMember,org.axonframework.messaging.queryhandling.annotation.QueryHandlingMember,org.axonframework.messaging.core.annotation.MessageHandlingMember,org.axonframework.messaging.core.interception.annotation.MessageInterceptingMember,org.axonframework.messaging.core.interception.DispatchInterceptorRegistry,org.axonframework.messaging.core.interception.HandlerInterceptorRegistry,org.axonframework.messaging.core.correlation.CorrelationDataProviderRegistry",""
"axon-messaging-5.0.3","java.lang.annotation.Documented","Annotation",10,"org.axonframework.messaging.commandhandling.annotation.CommandHandler,org.axonframework.messaging.eventhandling.annotation.EventHandler,org.axonframework.messaging.eventhandling.replay.annotation.AllowReplay,org.axonframework.messaging.eventhandling.replay.annotation.DisallowReplay,org.axonframework.messaging.queryhandling.annotation.QueryHandler,org.axonframework.messaging.core.annotation.MetadataValue,org.axonframework.messaging.core.annotation.MessageHandlerTimeout,org.axonframework.messaging.core.annotation.HasHandlerAttributes,org.axonframework.messaging.core.annotation.MessageHandler",""
"axon-messaging-5.0.3","org.axonframework.common.annotation.Internal","Method",10,"org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter.delegate,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStore.converter,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore.converter,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer.build,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorsConfigurer.build,org.axonframework.messaging.core.annotation.MessageHandlingMember.handleSync,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorMemberChain.handleSync,org.axonframework.messaging.core.Context.resources,org.axonframework.messaging.core.conversion.DelegatingMessageConverter.delegate",""
"axon-messaging-5.0.3","com.fasterxml.jackson.annotation.JsonCreator","Constructor",6,"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.store.ConfigToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.GlobalSequenceTrackingToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.<init>,org.axonframework.messaging.core.RemoteExceptionDescription.<init>",""
"axon-messaging-5.0.3","java.beans.ConstructorProperties","Constructor",6,"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.store.ConfigToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.GlobalSequenceTrackingToken.<init>,org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.<init>,org.axonframework.messaging.core.RemoteExceptionDescription.<init>",""
