modulePath,moduleName,Function,TypeAlias,Interface,Variable,Class,Enum
vite/rsc/virtual-route-config.ts,virtual-route-config,100.0,0.0,0.0,0.0,0.0,0.0
vite/rsc/plugin.ts,plugin,100.0,0.0,0.0,0.0,0.0,0.0
vite/has-dependency.ts,has-dependency,100.0,0.0,0.0,0.0,0.0,0.0
index.ts,react-router-fs-routes,100.0,0.0,0.0,0.0,0.0,0.0
normalizeSlashes.ts,normalizeSlashes,100.0,0.0,0.0,0.0,0.0,0.0
vite/virtual-module.ts,virtual-module,100.0,0.0,0.0,0.0,0.0,0.0
vite/with-props.ts,with-props,0.0,0.0,0.0,100.0,0.0,0.0
vite/ssr-externals.ts,ssr-externals,0.0,0.0,0.0,100.0,0.0,0.0
vite/resolve-file-url.ts,resolve-file-url,0.0,0.0,0.0,100.0,0.0,0.0
vite/optimize-deps-entries.ts,optimize-deps-entries,100.0,0.0,0.0,0.0,0.0,0.0
vite/has-rsc-plugin.ts,has-rsc-plugin,100.0,0.0,0.0,0.0,0.0,0.0
vite/plugins/warn-on-client-source-maps.ts,warn-on-client-source-maps,100.0,0.0,0.0,0.0,0.0,0.0
index-react-server-client.ts,react-router,0.0,0.0,0.0,100.0,0.0,0.0
index.ts,react-router-remix-routes-option-adapter,100.0,0.0,0.0,0.0,0.0,0.0
normalizeSlashes.ts,normalizeSlashes,100.0,0.0,0.0,0.0,0.0,0.0
lib/dom/ssr/invariant.ts,invariant,100.0,0.0,0.0,0.0,0.0,0.0
lib/actions.ts,actions,100.0,0.0,0.0,0.0,0.0,0.0
lib/dom/ssr/data.ts,data,100.0,0.0,0.0,0.0,0.0,0.0
lib/dom/ssr/errors.ts,errors,100.0,0.0,0.0,0.0,0.0,0.0
lib/rsc/html-stream/server.ts,server,100.0,0.0,0.0,0.0,0.0,0.0
lib/rsc/html-stream/browser.ts,browser,100.0,0.0,0.0,0.0,0.0,0.0
lib/dom/ssr/markup.ts,markup,100.0,0.0,0.0,0.0,0.0,0.0
lib/href.ts,href,100.0,0.0,0.0,0.0,0.0,0.0
lib/server-runtime/sessions/memoryStorage.ts,memoryStorage,100.0,0.0,0.0,0.0,0.0,0.0
lib/server-runtime/sessions/cookieStorage.ts,cookieStorage,100.0,0.0,0.0,0.0,0.0,0.0
lib/server-runtime/entry.ts,entry,100.0,0.0,0.0,0.0,0.0,0.0
lib/server-runtime/invariant.ts,invariant,100.0,0.0,0.0,0.0,0.0,0.0
lib/types/params.ts,params,0.0,100.0,0.0,0.0,0.0,0.0
lib/server-runtime/warnings.ts,warnings,100.0,0.0,0.0,0.0,0.0,0.0
lib/server-runtime/urls.ts,urls,100.0,0.0,0.0,0.0,0.0,0.0
lib/types/route-module-annotations.ts,route-module-annotations,0.0,100.0,0.0,0.0,0.0,0.0
lib/types/serializes-to.ts,serializes-to,0.0,100.0,0.0,0.0,0.0,0.0
lib/types/route-module.ts,route-module,0.0,100.0,0.0,0.0,0.0,0.0
vendor/turbo-stream-v2/flatten.ts,flatten,100.0,0.0,0.0,0.0,0.0,0.0
vendor/turbo-stream-v2/unflatten.ts,unflatten,100.0,0.0,0.0,0.0,0.0,0.0
