"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: domains/graph-algorithms/queries/community-detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-5.1.1","org.axonframework.messaging.core",2,85,103,6,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore",2,50,103,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token",13,8,69,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.annotation",16,17,56,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception.annotation",16,11,56,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.core",5,85,36,6,""
"axon-conversion-5.1.1","org.axonframework.conversion",17,11,31,6,""
"axon-common-5.1.1","org.axonframework.common.infra",0,8,173,7,""
"axon-test-5.1.1","org.axonframework.test.util",3,11,164,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.interception",3,8,164,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling",2,17,103,7,""
"axon-modelling-5.1.1","org.axonframework.modelling",2,16,103,7,""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer",0,11,173,8,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.annotation",6,17,86,8,""
"axon-messaging-5.1.1","org.axonframework.messaging.tracing",3,12,164,9,""
"axon-common-5.1.1","org.axonframework.common",6,31,86,10,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa",1,12,86,10,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.retry",4,13,61,10,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.api",9,12,51,11,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.configuration",8,14,43,11,""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling",11,18,92,12,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.configuration",0,14,173,13,""
"axon-modelling-5.1.1","org.axonframework.modelling.entity.child",11,14,92,13,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork",2,15,103,14,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventstreaming",1,16,86,14,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation",16,52,56,14,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation",3,52,164,15,""
"axon-modelling-5.1.1","org.axonframework.modelling.entity.annotation",11,18,92,16,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling",3,22,164,17,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception",0,21,173,18,""
"axon-messaging-5.1.1","org.axonframework.messaging.core",3,85,164,19,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation",6,52,86,19,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled",13,25,69,19,""
"axon-test-5.1.1","org.axonframework.test.matchers",10,23,68,20,""
"axon-test-5.1.1","org.axonframework.test.fixture",10,32,68,28,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore",1,50,86,40,""
"axon-messaging-5.1.1","org.axonframework.messaging.core",4,85,61,44,""
"axon-common-5.1.1","org.axonframework.common.configuration",0,50,173,45,""
